,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
0,RG Sharma,Taskin Ahmed,S Dhawan,0,0,0,0,82,0,1,0,1,-,1,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2016,02,India_Bangladesh_2016-02-24,India,India,Bangladesh,166
1,RG Sharma,Taskin Ahmed,S Dhawan,1,0,1,1,81,1,2,0,2,-,1,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2016,02,India_Bangladesh_2016-02-24,India,India,Bangladesh,166
2,S Dhawan,Taskin Ahmed,RG Sharma,0,1,1,2,80,0,1,0,3,legbyes,1,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2016,02,India_Bangladesh_2016-02-24,India,India,Bangladesh,166
3,RG Sharma,Taskin Ahmed,S Dhawan,0,0,0,2,80,1,3,0,4,-,1,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2016,02,India_Bangladesh_2016-02-24,India,India,Bangladesh,166
4,RG Sharma,Taskin Ahmed,S Dhawan,0,0,0,2,80,1,4,0,5,-,1,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2016,02,India_Bangladesh_2016-02-24,India,India,Bangladesh,166
5,RG Sharma,Taskin Ahmed,S Dhawan,0,0,0,2,80,1,5,0,6,-,1,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2016,02,India_Bangladesh_2016-02-24,India,India,Bangladesh,166
6,S Dhawan,Al-Amin Hossain,RG Sharma,2,0,2,4,78,2,2,0,1,-,2,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2016,02,India_Bangladesh_2016-02-24,India,India,Bangladesh,166
7,S Dhawan,Al-Amin Hossain,RG Sharma,0,0,0,4,78,2,3,0,2,-,2,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2016,02,India_Bangladesh_2016-02-24,India,India,Bangladesh,166
8,S Dhawan,Al-Amin Hossain,RG Sharma,0,0,0,4,78,2,4,1,3,-,2,bowled,S Dhawan,,field,Bangladesh,1,Shere Bangla National Stadium,2016,02,India_Bangladesh_2016-02-24,India,India,Bangladesh,166
9,V Kohli,Al-Amin Hossain,RG Sharma,1,0,1,5,77,1,1,1,4,-,2,0,,,field,Bangladesh,1,Shere Bangla National Stadium,2016,02,India_Bangladesh_2016-02-24,India,India,Bangladesh,166
