,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,Fakhar Zaman,AY Patel,Babar Azam,4,0,4,4,149,4,1,0,1,0,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
1,Fakhar Zaman,AY Patel,Babar Azam,4,0,4,8,145,8,2,0,2,0,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
2,Fakhar Zaman,AY Patel,Babar Azam,1,0,1,9,144,9,3,0,3,0,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
3,Babar Azam,AY Patel,Fakhar Zaman,1,0,1,10,143,1,1,0,4,0,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
4,Fakhar Zaman,AY Patel,Babar Azam,1,0,1,11,142,10,4,0,5,0,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
5,Babar Azam,AY Patel,Fakhar Zaman,0,0,0,11,142,1,2,0,6,0,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
6,Fakhar Zaman,TG Southee,Babar Azam,0,1,1,12,141,10,5,0,1,1,legbyes,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
7,Babar Azam,TG Southee,Fakhar Zaman,4,0,4,16,137,5,3,0,2,1,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
8,Babar Azam,TG Southee,Fakhar Zaman,1,0,1,17,136,6,4,0,3,1,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
9,Fakhar Zaman,TG Southee,Babar Azam,0,0,0,17,136,10,6,0,4,1,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
10,Fakhar Zaman,TG Southee,Babar Azam,4,0,4,21,132,14,7,0,5,1,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
11,Fakhar Zaman,TG Southee,Babar Azam,1,0,1,22,131,15,8,0,6,1,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
12,Fakhar Zaman,AF Milne,Babar Azam,0,0,0,22,131,15,9,0,1,2,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
13,Fakhar Zaman,AF Milne,Babar Azam,6,0,6,28,125,21,10,0,2,2,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
14,Fakhar Zaman,AF Milne,Babar Azam,1,0,1,29,124,22,11,0,3,2,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
15,Babar Azam,AF Milne,Fakhar Zaman,2,0,2,31,122,8,5,0,4,2,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
16,Babar Azam,AF Milne,Fakhar Zaman,1,0,1,32,121,9,6,0,5,2,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
17,Fakhar Zaman,AF Milne,Babar Azam,1,0,1,33,120,23,12,0,6,2,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
18,Fakhar Zaman,TG Southee,Babar Azam,1,0,1,34,119,24,13,0,1,3,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
19,Babar Azam,TG Southee,Fakhar Zaman,0,0,0,34,119,9,7,0,2,3,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
20,Babar Azam,TG Southee,Fakhar Zaman,0,0,0,34,119,9,8,0,3,3,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
21,Babar Azam,TG Southee,Fakhar Zaman,0,0,0,34,119,9,9,0,4,3,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
22,Babar Azam,TG Southee,Fakhar Zaman,0,0,0,34,119,9,10,0,5,3,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
23,Babar Azam,TG Southee,Fakhar Zaman,1,0,1,35,118,10,11,0,6,3,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
24,Babar Azam,AF Milne,Fakhar Zaman,4,0,4,39,114,14,12,0,1,4,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
25,Babar Azam,AF Milne,Fakhar Zaman,1,0,1,40,113,15,13,0,2,4,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
26,Fakhar Zaman,AF Milne,Babar Azam,0,0,0,40,113,24,14,0,3,4,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
27,Fakhar Zaman,AF Milne,Babar Azam,0,0,0,40,113,24,15,1,4,4,-,caught,Fakhar Zaman,KS Williamson,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
28,Asif Ali,AF Milne,Babar Azam,1,0,1,41,112,1,1,1,5,4,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
29,Babar Azam,AF Milne,Asif Ali,1,0,1,42,111,16,14,1,6,4,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
30,Babar Azam,C de Grandhomme,Asif Ali,4,0,4,46,107,20,15,1,1,5,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
31,Babar Azam,C de Grandhomme,Asif Ali,0,0,0,46,107,20,16,1,2,5,-,0,,,bat,New Zealand,2,Dubai International Cricket Stadium,2018,11,New Zealand_Pakistan_2018-11-02,Pakistan,Pakistan,New Zealand,True,154
