,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,LMP Simmons,MA Starc,E Lewis,0,0,0,0,,0,1,0,1,0,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
1,LMP Simmons,MA Starc,E Lewis,0,0,0,0,,0,2,0,2,0,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
2,LMP Simmons,MA Starc,E Lewis,0,0,0,0,,0,3,0,3,0,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
3,LMP Simmons,MA Starc,E Lewis,4,0,4,4,,4,4,0,4,0,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
4,LMP Simmons,MA Starc,E Lewis,4,0,4,8,,8,5,0,5,0,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
5,LMP Simmons,MA Starc,E Lewis,0,0,0,8,,8,6,0,6,0,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
6,E Lewis,JR Hazlewood,LMP Simmons,0,0,0,8,,0,1,0,1,1,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
7,E Lewis,JR Hazlewood,LMP Simmons,0,0,0,8,,0,2,1,2,1,caught,E Lewis,MR Marsh,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
8,LMP Simmons,JR Hazlewood,CH Gayle,0,0,0,8,,8,7,1,3,1,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
9,LMP Simmons,JR Hazlewood,CH Gayle,0,0,0,8,,8,8,1,4,1,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
10,LMP Simmons,JR Hazlewood,CH Gayle,0,0,0,8,,8,9,1,5,1,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
11,LMP Simmons,JR Hazlewood,CH Gayle,1,0,1,9,,9,10,1,6,1,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
12,LMP Simmons,AC Agar,CH Gayle,0,0,0,9,,9,11,1,1,2,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
13,LMP Simmons,AC Agar,CH Gayle,0,0,0,9,,9,12,1,2,2,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
14,LMP Simmons,AC Agar,CH Gayle,2,0,2,11,,11,13,1,3,2,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
15,LMP Simmons,AC Agar,CH Gayle,0,0,0,11,,11,14,1,4,2,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
16,LMP Simmons,AC Agar,CH Gayle,0,0,0,11,,11,15,1,5,2,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
17,LMP Simmons,AC Agar,CH Gayle,0,0,0,11,,11,16,1,6,2,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
18,CH Gayle,JR Hazlewood,LMP Simmons,0,0,0,11,,0,1,1,1,3,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
19,CH Gayle,JR Hazlewood,LMP Simmons,0,0,0,11,,0,2,1,2,3,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
20,CH Gayle,JR Hazlewood,LMP Simmons,0,0,0,11,,0,3,1,3,3,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
21,CH Gayle,JR Hazlewood,LMP Simmons,0,0,0,11,,0,4,1,4,3,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
22,CH Gayle,JR Hazlewood,LMP Simmons,0,0,0,11,,0,5,1,5,3,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
23,CH Gayle,JR Hazlewood,LMP Simmons,0,0,0,11,,0,6,1,6,3,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
24,LMP Simmons,AC Agar,CH Gayle,6,0,6,17,,17,17,1,1,4,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
25,LMP Simmons,AC Agar,CH Gayle,0,0,0,17,,17,18,1,2,4,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
26,LMP Simmons,AC Agar,CH Gayle,1,0,1,18,,18,19,1,3,4,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
27,CH Gayle,AC Agar,LMP Simmons,0,0,0,18,,0,7,1,4,4,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
28,CH Gayle,AC Agar,LMP Simmons,4,0,4,22,,4,8,1,5,4,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
29,CH Gayle,AC Agar,LMP Simmons,0,0,0,22,,4,9,1,6,4,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
30,LMP Simmons,JR Hazlewood,CH Gayle,0,0,0,22,,18,20,1,1,5,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
31,LMP Simmons,JR Hazlewood,CH Gayle,0,0,0,22,,18,21,1,2,5,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
32,LMP Simmons,JR Hazlewood,CH Gayle,0,0,0,22,,18,22,1,3,5,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
33,LMP Simmons,JR Hazlewood,CH Gayle,1,0,1,23,,19,23,1,4,5,0,,,-,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-09,West Indies,West Indies,Australia,True,145
