,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,Mohammad Rizwan,Taskin Ahmed,Babar Azam,0,0,0,0,160,0,1,0,1,1,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
1,Mohammad Rizwan,Taskin Ahmed,Babar Azam,0,0,0,0,160,0,2,0,2,1,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
2,Mohammad Rizwan,Taskin Ahmed,Babar Azam,1,0,1,1,159,1,3,0,3,1,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
3,Babar Azam,Taskin Ahmed,Mohammad Rizwan,0,0,0,1,159,0,1,0,4,1,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
4,Babar Azam,Taskin Ahmed,Mohammad Rizwan,0,0,0,1,159,0,2,0,5,1,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
5,Babar Azam,Taskin Ahmed,Mohammad Rizwan,0,0,0,1,159,0,3,0,6,1,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
6,Mohammad Rizwan,Mustafizur Rahman,Babar Azam,1,0,1,2,158,2,4,0,1,2,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
7,Babar Azam,Mustafizur Rahman,Mohammad Rizwan,0,1,1,3,157,0,4,0,2,2,wides,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
8,Babar Azam,Mustafizur Rahman,Mohammad Rizwan,0,0,0,3,157,0,5,0,3,2,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
9,Babar Azam,Mustafizur Rahman,Mohammad Rizwan,4,0,4,7,153,4,6,0,4,2,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
10,Babar Azam,Mustafizur Rahman,Mohammad Rizwan,0,0,0,7,153,4,7,0,5,2,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
11,Babar Azam,Mustafizur Rahman,Mohammad Rizwan,4,0,4,11,149,8,8,0,6,2,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
12,Babar Azam,Mustafizur Rahman,Mohammad Rizwan,0,0,0,11,149,8,9,0,7,2,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
13,Mohammad Rizwan,Hasan Mahmud,Babar Azam,0,0,0,11,149,2,5,0,1,3,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
14,Mohammad Rizwan,Hasan Mahmud,Babar Azam,1,0,1,12,148,3,6,0,2,3,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
15,Babar Azam,Hasan Mahmud,Mohammad Rizwan,0,0,0,12,148,8,10,0,3,3,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
16,Babar Azam,Hasan Mahmud,Mohammad Rizwan,4,0,4,16,144,12,11,0,4,3,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
17,Babar Azam,Hasan Mahmud,Mohammad Rizwan,0,0,0,16,144,12,12,0,5,3,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
18,Babar Azam,Hasan Mahmud,Mohammad Rizwan,4,0,4,20,140,16,13,0,6,3,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
19,Mohammad Rizwan,Nasum Ahmed,Babar Azam,0,0,0,20,140,3,7,0,1,4,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
20,Mohammad Rizwan,Nasum Ahmed,Babar Azam,6,0,6,26,134,9,8,0,2,4,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
21,Mohammad Rizwan,Nasum Ahmed,Babar Azam,1,0,1,27,133,10,9,0,3,4,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
22,Babar Azam,Nasum Ahmed,Mohammad Rizwan,0,0,0,27,133,16,14,0,4,4,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
23,Babar Azam,Nasum Ahmed,Mohammad Rizwan,0,0,0,27,133,16,15,0,5,4,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
24,Babar Azam,Nasum Ahmed,Mohammad Rizwan,0,0,0,27,133,16,16,0,6,4,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
25,Mohammad Rizwan,Taskin Ahmed,Babar Azam,0,0,0,27,133,10,10,0,1,5,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
26,Mohammad Rizwan,Taskin Ahmed,Babar Azam,4,0,4,31,129,14,11,0,2,5,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
27,Mohammad Rizwan,Taskin Ahmed,Babar Azam,1,0,1,32,128,15,12,0,3,5,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
28,Babar Azam,Taskin Ahmed,Mohammad Rizwan,0,0,0,32,128,16,17,0,4,5,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
29,Babar Azam,Taskin Ahmed,Mohammad Rizwan,2,0,2,34,126,18,18,0,5,5,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
30,Babar Azam,Taskin Ahmed,Mohammad Rizwan,0,0,0,34,126,18,19,0,6,5,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
31,Mohammad Rizwan,Mustafizur Rahman,Babar Azam,1,0,1,35,125,16,13,0,1,6,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
32,Babar Azam,Mustafizur Rahman,Mohammad Rizwan,0,0,0,35,125,18,20,0,2,6,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
33,Babar Azam,Mustafizur Rahman,Mohammad Rizwan,1,0,1,36,124,19,21,0,3,6,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
34,Mohammad Rizwan,Mustafizur Rahman,Babar Azam,4,0,4,40,120,20,14,0,4,6,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
35,Mohammad Rizwan,Mustafizur Rahman,Babar Azam,0,1,1,41,119,20,15,0,5,6,wides,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
36,Mohammad Rizwan,Mustafizur Rahman,Babar Azam,1,0,1,42,118,21,16,0,6,6,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
37,Babar Azam,Mustafizur Rahman,Mohammad Rizwan,1,0,1,43,117,20,22,0,7,6,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
38,Babar Azam,Hasan Mahmud,Mohammad Rizwan,1,0,1,44,116,21,23,0,1,7,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
39,Mohammad Rizwan,Hasan Mahmud,Babar Azam,4,0,4,48,112,25,17,0,2,7,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
40,Mohammad Rizwan,Hasan Mahmud,Babar Azam,2,0,2,50,110,27,18,0,3,7,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
41,Mohammad Rizwan,Hasan Mahmud,Babar Azam,1,0,1,51,109,28,19,0,4,7,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
42,Babar Azam,Hasan Mahmud,Mohammad Rizwan,0,0,0,51,109,21,24,0,5,7,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
43,Babar Azam,Hasan Mahmud,Mohammad Rizwan,1,0,1,52,108,22,25,0,6,7,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
44,Babar Azam,Mehedi Hasan Miraz,Mohammad Rizwan,0,0,0,52,108,22,26,1,1,8,-,caught,Babar Azam,Mustafizur Rahman,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
45,Shan Masood,Mehedi Hasan Miraz,Mohammad Rizwan,0,0,0,52,108,0,1,1,2,8,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
46,Shan Masood,Mehedi Hasan Miraz,Mohammad Rizwan,0,0,0,52,108,0,2,1,3,8,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
47,Shan Masood,Mehedi Hasan Miraz,Mohammad Rizwan,0,0,0,52,108,0,3,1,4,8,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
48,Shan Masood,Mehedi Hasan Miraz,Mohammad Rizwan,0,0,0,52,108,0,4,1,5,8,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
49,Shan Masood,Mehedi Hasan Miraz,Mohammad Rizwan,1,0,1,53,107,1,5,1,6,8,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
50,Shan Masood,Nasum Ahmed,Mohammad Rizwan,0,0,0,53,107,1,6,1,1,9,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
51,Shan Masood,Nasum Ahmed,Mohammad Rizwan,0,1,1,54,106,1,7,1,2,9,wides,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
52,Shan Masood,Nasum Ahmed,Mohammad Rizwan,0,0,0,54,106,1,8,1,3,9,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
53,Shan Masood,Nasum Ahmed,Mohammad Rizwan,0,0,0,54,106,1,9,1,4,9,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
54,Shan Masood,Nasum Ahmed,Mohammad Rizwan,4,0,4,58,102,5,10,1,5,9,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
55,Shan Masood,Nasum Ahmed,Mohammad Rizwan,1,0,1,59,101,6,11,1,6,9,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
56,Mohammad Rizwan,Nasum Ahmed,Shan Masood,1,0,1,60,100,29,20,1,7,9,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
57,Mohammad Rizwan,Mehedi Hasan Miraz,Shan Masood,1,0,1,61,99,30,21,1,1,10,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
58,Shan Masood,Mehedi Hasan Miraz,Mohammad Rizwan,6,0,6,67,93,12,12,1,2,10,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
59,Shan Masood,Mehedi Hasan Miraz,Mohammad Rizwan,1,0,1,68,92,13,13,1,3,10,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
60,Mohammad Rizwan,Mehedi Hasan Miraz,Shan Masood,1,0,1,69,91,31,22,1,4,10,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
61,Shan Masood,Mehedi Hasan Miraz,Mohammad Rizwan,1,0,1,70,90,14,14,1,5,10,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
62,Mohammad Rizwan,Mehedi Hasan Miraz,Shan Masood,1,0,1,71,89,32,23,1,6,10,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
63,Mohammad Rizwan,Hasan Mahmud,Shan Masood,1,0,1,72,88,33,24,1,1,11,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
64,Shan Masood,Hasan Mahmud,Mohammad Rizwan,4,0,4,76,84,18,15,1,2,11,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
65,Shan Masood,Hasan Mahmud,Mohammad Rizwan,1,0,1,77,83,19,16,1,3,11,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
66,Mohammad Rizwan,Hasan Mahmud,Shan Masood,1,0,1,78,82,34,25,1,4,11,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
67,Shan Masood,Hasan Mahmud,Mohammad Rizwan,2,0,2,80,80,21,17,1,5,11,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
68,Shan Masood,Hasan Mahmud,Mohammad Rizwan,4,0,4,84,76,25,18,1,6,11,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
69,Mohammad Rizwan,Mosaddek Hossain,Shan Masood,0,0,0,84,76,34,26,1,1,12,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
70,Mohammad Rizwan,Mosaddek Hossain,Shan Masood,1,0,1,85,75,35,27,1,2,12,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
71,Shan Masood,Mosaddek Hossain,Mohammad Rizwan,1,0,1,86,74,26,19,1,3,12,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
72,Mohammad Rizwan,Mosaddek Hossain,Shan Masood,0,0,0,86,74,35,28,1,4,12,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
73,Mohammad Rizwan,Mosaddek Hossain,Shan Masood,1,0,1,87,73,36,29,1,5,12,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
74,Shan Masood,Mosaddek Hossain,Mohammad Rizwan,4,0,4,91,69,30,20,1,6,12,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
75,Mohammad Rizwan,Nasum Ahmed,Shan Masood,1,0,1,92,68,37,30,1,1,13,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
76,Shan Masood,Nasum Ahmed,Mohammad Rizwan,0,0,0,92,68,30,21,1,2,13,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
77,Shan Masood,Nasum Ahmed,Mohammad Rizwan,1,0,1,93,67,31,22,1,3,13,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
78,Mohammad Rizwan,Nasum Ahmed,Shan Masood,1,0,1,94,66,38,31,1,4,13,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
79,Shan Masood,Nasum Ahmed,Mohammad Rizwan,0,0,0,94,66,31,23,2,5,13,-,caught,Shan Masood,Hasan Mahmud,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
80,Haider Ali,Nasum Ahmed,Mohammad Rizwan,0,0,0,94,66,0,1,2,6,13,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
81,Mohammad Rizwan,Mosaddek Hossain,Haider Ali,1,0,1,95,65,39,32,2,1,14,-,0,,,,field,Bangladesh,1,"Hagley Oval, Christchurch",2022,10,Pakistan_Bangladesh_2022-10-07,Pakistan,Pakistan,Bangladesh,167
