,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,KL Rahul,SS Cottrell,S Dhawan,0,0,0,0,146,0,1,0,1,0,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
1,KL Rahul,SS Cottrell,S Dhawan,0,0,0,0,146,0,2,0,2,0,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
2,KL Rahul,SS Cottrell,S Dhawan,6,0,6,6,140,6,3,0,3,0,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
3,KL Rahul,SS Cottrell,S Dhawan,0,0,0,6,140,6,4,0,4,0,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
4,KL Rahul,SS Cottrell,S Dhawan,0,0,0,6,140,6,5,0,5,0,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
5,KL Rahul,SS Cottrell,S Dhawan,0,0,0,6,140,6,6,0,6,0,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
6,S Dhawan,O Thomas,KL Rahul,1,0,1,7,139,1,1,0,1,1,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
7,KL Rahul,O Thomas,S Dhawan,1,0,1,8,138,7,7,0,2,1,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
8,S Dhawan,O Thomas,KL Rahul,0,0,0,8,138,1,2,0,3,1,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
9,S Dhawan,O Thomas,KL Rahul,2,0,2,10,136,3,3,0,4,1,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
10,S Dhawan,O Thomas,KL Rahul,0,0,0,10,136,3,4,0,5,1,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
11,S Dhawan,O Thomas,KL Rahul,0,0,0,10,136,3,5,1,6,1,caught,S Dhawan,SS Cottrell,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
12,KL Rahul,SS Cottrell,V Kohli,0,0,0,10,136,7,8,1,1,2,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
13,KL Rahul,SS Cottrell,V Kohli,1,0,1,11,135,8,9,1,2,2,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
14,V Kohli,SS Cottrell,KL Rahul,0,0,0,11,135,0,1,1,3,2,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
15,V Kohli,SS Cottrell,KL Rahul,1,0,1,12,134,1,2,1,4,2,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
16,KL Rahul,SS Cottrell,V Kohli,4,0,4,16,130,12,10,1,5,2,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
17,KL Rahul,SS Cottrell,V Kohli,2,0,2,18,128,14,11,1,6,2,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
18,V Kohli,O Thomas,KL Rahul,0,0,0,18,128,1,3,1,1,3,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
19,V Kohli,O Thomas,KL Rahul,1,0,1,19,127,2,4,1,2,3,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
20,KL Rahul,O Thomas,V Kohli,0,1,1,20,126,14,12,1,3,3,0,,,wides,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
21,KL Rahul,O Thomas,V Kohli,4,0,4,24,122,18,13,1,4,3,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
22,KL Rahul,O Thomas,V Kohli,0,0,0,24,122,18,14,1,5,3,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
23,KL Rahul,O Thomas,V Kohli,0,0,0,24,122,18,15,1,6,3,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
24,KL Rahul,O Thomas,V Kohli,0,0,0,24,122,18,16,1,7,3,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
25,V Kohli,FA Allen,KL Rahul,1,0,1,25,121,3,5,1,1,4,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
26,KL Rahul,FA Allen,V Kohli,2,0,2,27,119,20,17,1,2,4,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
27,KL Rahul,FA Allen,V Kohli,0,0,0,27,119,20,18,1,3,4,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
28,KL Rahul,FA Allen,V Kohli,0,0,0,27,119,20,19,2,4,4,caught,KL Rahul,N Pooran,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
29,RR Pant,FA Allen,V Kohli,0,0,0,27,119,0,1,2,5,4,0,,,-,field,India,2,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,India,West Indies,150
