,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,LMP Simmons,AK Markram,E Lewis,4,0,4,4,163,4,1,0,1,1,0,,,-,field,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,West Indies_South Africa_2021-07-01,West Indies,West Indies,South Africa,167
1,LMP Simmons,AK Markram,E Lewis,0,0,0,4,163,4,2,0,2,1,0,,,-,field,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,West Indies_South Africa_2021-07-01,West Indies,West Indies,South Africa,167
2,LMP Simmons,AK Markram,E Lewis,4,0,4,8,159,8,3,0,3,1,0,,,-,field,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,West Indies_South Africa_2021-07-01,West Indies,West Indies,South Africa,167
3,LMP Simmons,AK Markram,E Lewis,6,0,6,14,153,14,4,0,4,1,0,,,-,field,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,West Indies_South Africa_2021-07-01,West Indies,West Indies,South Africa,167
4,LMP Simmons,AK Markram,E Lewis,0,0,0,14,153,14,5,0,5,1,0,,,-,field,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,West Indies_South Africa_2021-07-01,West Indies,West Indies,South Africa,167
5,LMP Simmons,AK Markram,E Lewis,6,0,6,20,147,20,6,0,6,1,0,,,-,field,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,West Indies_South Africa_2021-07-01,West Indies,West Indies,South Africa,167
6,E Lewis,L Ngidi,LMP Simmons,0,0,0,20,147,0,1,0,1,2,0,,,-,field,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,West Indies_South Africa_2021-07-01,West Indies,West Indies,South Africa,167
7,E Lewis,L Ngidi,LMP Simmons,6,0,6,26,141,6,2,0,2,2,0,,,-,field,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,West Indies_South Africa_2021-07-01,West Indies,West Indies,South Africa,167
8,E Lewis,L Ngidi,LMP Simmons,0,0,0,26,141,6,3,0,3,2,0,,,-,field,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,West Indies_South Africa_2021-07-01,West Indies,West Indies,South Africa,167
9,E Lewis,L Ngidi,LMP Simmons,1,0,1,27,140,7,4,0,4,2,0,,,-,field,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,West Indies_South Africa_2021-07-01,West Indies,West Indies,South Africa,167
