,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,Rahmanullah Gurbaz,Taskin Ahmed,Hazratullah,2,0,2,2,,2,1,0,-,1.0,0,,,0,field,Bangladesh,1,Sylhet International Cricket Stadium,2023,07,Afghanistan_Bangladesh_2023-07-16,Bangladesh,Afghanistan,Bangladesh,False,116
1,Rahmanullah Gurbaz,Taskin Ahmed,Hazratullah,0,0,0,2,,2,2,0,-,2.0,0,,,0,field,Bangladesh,1,Sylhet International Cricket Stadium,2023,07,Afghanistan_Bangladesh_2023-07-16,Bangladesh,Afghanistan,Bangladesh,False,116
2,Rahmanullah Gurbaz,Taskin Ahmed,Hazratullah,0,1,1,3,,2,3,0,wides,2.0,0,,,0,field,Bangladesh,1,Sylhet International Cricket Stadium,2023,07,Afghanistan_Bangladesh_2023-07-16,Bangladesh,Afghanistan,Bangladesh,False,116
3,Rahmanullah Gurbaz,Taskin Ahmed,Hazratullah,0,0,0,3,,2,4,0,-,3.0,0,,,0,field,Bangladesh,1,Sylhet International Cricket Stadium,2023,07,Afghanistan_Bangladesh_2023-07-16,Bangladesh,Afghanistan,Bangladesh,False,116
4,Rahmanullah Gurbaz,Taskin Ahmed,Hazratullah,6,0,6,9,,8,5,0,-,4.0,0,,,0,field,Bangladesh,1,Sylhet International Cricket Stadium,2023,07,Afghanistan_Bangladesh_2023-07-16,Bangladesh,Afghanistan,Bangladesh,False,116
5,Rahmanullah Gurbaz,Taskin Ahmed,Hazratullah,0,0,0,9,,8,6,1,-,5.0,caught and bowled,Rahmanullah Gurbaz,,0,field,Bangladesh,1,Sylhet International Cricket Stadium,2023,07,Afghanistan_Bangladesh_2023-07-16,Bangladesh,Afghanistan,Bangladesh,False,116
6,Ibrahim Zadran,Taskin Ahmed,Hazratullah,0,0,0,9,,0,1,1,-,6.0,0,,,0,field,Bangladesh,1,Sylhet International Cricket Stadium,2023,07,Afghanistan_Bangladesh_2023-07-16,Bangladesh,Afghanistan,Bangladesh,False,116
7,Hazratullah,Hasan Mahmud,Ibrahim Zadran,0,1,1,10,,0,1,1,legbyes,1.0,0,,,1,field,Bangladesh,1,Sylhet International Cricket Stadium,2023,07,Afghanistan_Bangladesh_2023-07-16,Bangladesh,Afghanistan,Bangladesh,False,116
8,Ibrahim Zadran,Hasan Mahmud,Hazratullah,0,0,0,10,,0,2,1,-,2.0,0,,,1,field,Bangladesh,1,Sylhet International Cricket Stadium,2023,07,Afghanistan_Bangladesh_2023-07-16,Bangladesh,Afghanistan,Bangladesh,False,116
9,Ibrahim Zadran,Hasan Mahmud,Hazratullah,0,0,0,10,,0,3,1,-,3.0,0,,,1,field,Bangladesh,1,Sylhet International Cricket Stadium,2023,07,Afghanistan_Bangladesh_2023-07-16,Bangladesh,Afghanistan,Bangladesh,False,116
10,Ibrahim Zadran,Hasan Mahmud,Hazratullah,0,0,0,10,,0,4,1,-,4.0,0,,,1,field,Bangladesh,1,Sylhet International Cricket Stadium,2023,07,Afghanistan_Bangladesh_2023-07-16,Bangladesh,Afghanistan,Bangladesh,False,116
