,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,AJ Finch,A Nehra,DA Warner,4,0,4,4,184,4,1,0,1,-,1,0,,,field,Australia,2,Adelaide Oval,2016,01,Australia_India_2016-01-26,India,Australia,India,151
1,AJ Finch,A Nehra,DA Warner,0,0,0,4,184,4,2,0,2,-,1,0,,,field,Australia,2,Adelaide Oval,2016,01,Australia_India_2016-01-26,India,Australia,India,151
2,AJ Finch,A Nehra,DA Warner,0,0,0,4,184,4,3,0,3,-,1,0,,,field,Australia,2,Adelaide Oval,2016,01,Australia_India_2016-01-26,India,Australia,India,151
3,AJ Finch,A Nehra,DA Warner,0,0,0,4,184,4,4,0,4,-,1,0,,,field,Australia,2,Adelaide Oval,2016,01,Australia_India_2016-01-26,India,Australia,India,151
4,AJ Finch,A Nehra,DA Warner,0,0,0,4,184,4,5,0,5,-,1,0,,,field,Australia,2,Adelaide Oval,2016,01,Australia_India_2016-01-26,India,Australia,India,151
5,AJ Finch,A Nehra,DA Warner,0,1,1,5,183,4,6,0,6,legbyes,1,0,,,field,Australia,2,Adelaide Oval,2016,01,Australia_India_2016-01-26,India,Australia,India,151
6,AJ Finch,R Ashwin,DA Warner,2,0,2,7,181,6,7,0,1,-,2,0,,,field,Australia,2,Adelaide Oval,2016,01,Australia_India_2016-01-26,India,Australia,India,151
7,AJ Finch,R Ashwin,DA Warner,0,0,0,7,181,6,8,0,2,-,2,0,,,field,Australia,2,Adelaide Oval,2016,01,Australia_India_2016-01-26,India,Australia,India,151
8,AJ Finch,R Ashwin,DA Warner,4,0,4,11,177,10,9,0,3,-,2,0,,,field,Australia,2,Adelaide Oval,2016,01,Australia_India_2016-01-26,India,Australia,India,151
9,AJ Finch,R Ashwin,DA Warner,0,1,1,12,176,10,10,0,4,wides,2,0,,,field,Australia,2,Adelaide Oval,2016,01,Australia_India_2016-01-26,India,Australia,India,151
10,AJ Finch,R Ashwin,DA Warner,2,0,2,14,174,12,11,0,5,-,2,0,,,field,Australia,2,Adelaide Oval,2016,01,Australia_India_2016-01-26,India,Australia,India,151
11,AJ Finch,R Ashwin,DA Warner,2,0,2,16,172,14,12,0,6,-,2,0,,,field,Australia,2,Adelaide Oval,2016,01,Australia_India_2016-01-26,India,Australia,India,151
12,AJ Finch,R Ashwin,DA Warner,6,0,6,22,166,20,13,0,7,-,2,0,,,field,Australia,2,Adelaide Oval,2016,01,Australia_India_2016-01-26,India,Australia,India,151
13,DA Warner,A Nehra,AJ Finch,0,0,0,22,166,0,1,0,1,-,3,0,,,field,Australia,2,Adelaide Oval,2016,01,Australia_India_2016-01-26,India,Australia,India,151
