,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,PR Stirling,B Fernando,A Balbirnie,1,0,1,1,111,1,1,0,1,0,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
1,A Balbirnie,B Fernando,PR Stirling,0,0,0,1,111,0,1,0,2,0,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
2,A Balbirnie,B Fernando,PR Stirling,0,0,0,1,111,0,2,0,3,0,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
3,A Balbirnie,B Fernando,PR Stirling,0,0,0,1,111,0,3,0,4,0,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
4,A Balbirnie,B Fernando,PR Stirling,1,0,1,2,110,1,4,0,5,0,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
5,PR Stirling,B Fernando,A Balbirnie,0,0,0,2,110,1,2,0,6,0,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
6,A Balbirnie,CBRLS Kumara,PR Stirling,0,0,0,2,110,1,5,1,1,1,bowled,A Balbirnie,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
7,L Tucker,CBRLS Kumara,PR Stirling,0,0,0,2,110,0,1,1,2,1,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
8,L Tucker,CBRLS Kumara,PR Stirling,4,0,4,6,106,4,2,1,3,1,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
9,L Tucker,CBRLS Kumara,PR Stirling,0,0,0,6,106,4,3,1,4,1,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
10,L Tucker,CBRLS Kumara,PR Stirling,1,0,1,7,105,5,4,1,5,1,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
11,PR Stirling,CBRLS Kumara,L Tucker,1,0,1,8,104,2,3,1,6,1,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
12,PR Stirling,B Fernando,L Tucker,4,0,4,12,100,6,4,1,1,2,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
13,PR Stirling,B Fernando,L Tucker,1,0,1,13,99,7,5,1,2,2,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
14,L Tucker,B Fernando,PR Stirling,0,1,1,14,98,5,5,1,3,2,0,,,wides,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
15,L Tucker,B Fernando,PR Stirling,0,0,0,14,98,5,6,1,4,2,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
16,L Tucker,B Fernando,PR Stirling,3,0,3,17,95,8,7,1,5,2,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
17,PR Stirling,B Fernando,L Tucker,0,0,0,17,95,7,6,1,6,2,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
18,PR Stirling,B Fernando,L Tucker,1,0,1,18,94,8,7,1,7,2,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
19,PR Stirling,CBRLS Kumara,L Tucker,1,0,1,19,93,9,8,1,1,3,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
20,L Tucker,CBRLS Kumara,PR Stirling,0,0,0,19,93,8,8,1,2,3,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
21,L Tucker,CBRLS Kumara,PR Stirling,1,0,1,20,92,9,9,1,3,3,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
22,PR Stirling,CBRLS Kumara,L Tucker,0,0,0,20,92,9,9,1,4,3,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
23,PR Stirling,CBRLS Kumara,L Tucker,0,0,0,20,92,9,10,1,5,3,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
24,PR Stirling,CBRLS Kumara,L Tucker,4,0,4,24,88,13,11,1,6,3,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
25,L Tucker,M Theekshana,PR Stirling,1,0,1,25,87,10,10,1,1,4,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
26,PR Stirling,M Theekshana,L Tucker,0,1,1,26,86,13,12,1,2,4,0,,,byes,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
27,L Tucker,M Theekshana,PR Stirling,0,0,0,26,86,10,11,1,3,4,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
28,L Tucker,M Theekshana,PR Stirling,0,0,0,26,86,10,12,2,4,4,bowled,L Tucker,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
29,HT Tector,M Theekshana,PR Stirling,0,0,0,26,86,0,1,2,5,4,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
30,HT Tector,M Theekshana,PR Stirling,0,0,0,26,86,0,2,2,6,4,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
31,PR Stirling,C Karunaratne,HT Tector,0,0,0,26,86,13,13,2,1,5,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
32,PR Stirling,C Karunaratne,HT Tector,4,0,4,30,82,17,14,2,2,5,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
33,PR Stirling,C Karunaratne,HT Tector,6,0,6,36,76,23,15,2,3,5,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
34,PR Stirling,C Karunaratne,HT Tector,1,0,1,37,75,24,16,2,4,5,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
35,HT Tector,C Karunaratne,PR Stirling,1,0,1,38,74,1,3,2,5,5,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
36,PR Stirling,C Karunaratne,HT Tector,2,0,2,40,72,26,17,2,6,5,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
37,HT Tector,PWH de Silva,PR Stirling,2,0,2,42,70,3,4,2,1,6,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
38,HT Tector,PWH de Silva,PR Stirling,1,0,1,43,69,4,5,2,2,6,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
39,PR Stirling,PWH de Silva,HT Tector,1,0,1,44,68,27,18,2,3,6,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
40,HT Tector,PWH de Silva,PR Stirling,1,0,1,45,67,5,6,2,4,6,0,,,-,bat,Ireland,1,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Ireland,Sri Lanka,128
