,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,RR Hendricks,Washington Sundar,Q de Kock,1,0,1,1,133,1,1,0,-,1.0,0,,0,,,bat,India,2,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,South Africa,India,True,140,Right hand Bat,Left hand Bat,Right arm Offbreak
1,Q de Kock,Washington Sundar,RR Hendricks,4,0,4,5,129,4,1,0,-,2.0,0,,0,,,bat,India,2,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,South Africa,India,True,140,Left hand Bat,Right hand Bat,Right arm Offbreak
2,Q de Kock,Washington Sundar,RR Hendricks,0,0,0,5,129,4,2,0,-,3.0,0,,0,,,bat,India,2,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,South Africa,India,True,140,Left hand Bat,Right hand Bat,Right arm Offbreak
3,Q de Kock,Washington Sundar,RR Hendricks,0,0,0,5,129,4,3,0,-,4.0,0,,0,,,bat,India,2,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,South Africa,India,True,140,Left hand Bat,Right hand Bat,Right arm Offbreak
4,Q de Kock,Washington Sundar,RR Hendricks,0,0,0,5,129,4,4,0,-,5.0,0,,0,,,bat,India,2,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,South Africa,India,True,140,Left hand Bat,Right hand Bat,Right arm Offbreak
5,Q de Kock,Washington Sundar,RR Hendricks,1,0,1,6,128,5,5,0,-,6.0,0,,0,,,bat,India,2,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,South Africa,India,True,140,Left hand Bat,Right hand Bat,Right arm Offbreak
6,Q de Kock,DL Chahar,RR Hendricks,0,0,0,6,128,5,6,0,-,1.0,1,,0,,,bat,India,2,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,South Africa,India,True,140,Left hand Bat,Right hand Bat,Right arm Medium
7,Q de Kock,DL Chahar,RR Hendricks,1,0,1,7,127,6,7,0,-,2.0,1,,0,,,bat,India,2,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,South Africa,India,True,140,Left hand Bat,Right hand Bat,Right arm Medium
8,RR Hendricks,DL Chahar,Q de Kock,0,0,0,7,127,1,2,0,-,3.0,1,,0,,,bat,India,2,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,South Africa,India,True,140,Right hand Bat,Left hand Bat,Right arm Medium
9,RR Hendricks,DL Chahar,Q de Kock,0,0,0,7,127,1,3,0,-,4.0,1,,0,,,bat,India,2,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,South Africa,India,True,140,Right hand Bat,Left hand Bat,Right arm Medium
10,RR Hendricks,DL Chahar,Q de Kock,0,0,0,7,127,1,4,0,-,5.0,1,,0,,,bat,India,2,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,South Africa,India,True,140,Right hand Bat,Left hand Bat,Right arm Medium
11,RR Hendricks,DL Chahar,Q de Kock,0,0,0,7,127,1,5,0,-,6.0,1,,0,,,bat,India,2,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,South Africa,India,True,140,Right hand Bat,Left hand Bat,Right arm Medium
12,Q de Kock,Washington Sundar,RR Hendricks,1,0,1,8,126,7,8,0,-,1.0,2,,0,,,bat,India,2,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,South Africa,India,True,140,Left hand Bat,Right hand Bat,Right arm Offbreak
13,RR Hendricks,Washington Sundar,Q de Kock,0,0,0,8,126,1,6,0,-,2.0,2,,0,,,bat,India,2,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,South Africa,India,True,140,Right hand Bat,Left hand Bat,Right arm Offbreak
14,RR Hendricks,Washington Sundar,Q de Kock,0,1,1,9,125,1,7,0,legbyes,3.0,2,,0,,,bat,India,2,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,South Africa,India,True,140,Right hand Bat,Left hand Bat,Right arm Offbreak
15,Q de Kock,Washington Sundar,RR Hendricks,4,0,4,13,121,11,9,0,-,4.0,2,,0,,,bat,India,2,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,South Africa,India,True,140,Left hand Bat,Right hand Bat,Right arm Offbreak
16,Q de Kock,Washington Sundar,RR Hendricks,0,0,0,13,121,11,10,0,-,5.0,2,,0,,,bat,India,2,M.Chinnaswamy Stadium,2019,09,India_South Africa_2019-09-22,South Africa,South Africa,India,True,140,Left hand Bat,Right hand Bat,Right arm Offbreak
