,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,YBK Jaiswal,Fareed Ahmad,RG Sharma,3,0,3,3,169,3,1,0,1,-,1,0,,,,bat,India,1,"M Chinnaswamy Stadium, Bengaluru",2024,01,India_Afghanistan_2024-01-17,tie,India,Afghanistan,212
1,RG Sharma,Fareed Ahmad,YBK Jaiswal,0,4,4,7,165,0,1,0,2,legbyes,1,0,,,,bat,India,1,"M Chinnaswamy Stadium, Bengaluru",2024,01,India_Afghanistan_2024-01-17,tie,India,Afghanistan,212
2,RG Sharma,Fareed Ahmad,YBK Jaiswal,0,0,0,7,165,0,2,0,3,-,1,0,,,,bat,India,1,"M Chinnaswamy Stadium, Bengaluru",2024,01,India_Afghanistan_2024-01-17,tie,India,Afghanistan,212
3,RG Sharma,Fareed Ahmad,YBK Jaiswal,0,0,0,7,165,0,3,0,4,-,1,0,,,,bat,India,1,"M Chinnaswamy Stadium, Bengaluru",2024,01,India_Afghanistan_2024-01-17,tie,India,Afghanistan,212
4,RG Sharma,Fareed Ahmad,YBK Jaiswal,0,4,4,11,161,0,4,0,5,legbyes,1,0,,,,bat,India,1,"M Chinnaswamy Stadium, Bengaluru",2024,01,India_Afghanistan_2024-01-17,tie,India,Afghanistan,212
5,RG Sharma,Fareed Ahmad,YBK Jaiswal,0,0,0,11,161,0,5,0,6,-,1,0,,,,bat,India,1,"M Chinnaswamy Stadium, Bengaluru",2024,01,India_Afghanistan_2024-01-17,tie,India,Afghanistan,212
6,YBK Jaiswal,Azmatullah Omarzai,RG Sharma,1,0,1,12,160,4,2,0,1,-,2,0,,,,bat,India,1,"M Chinnaswamy Stadium, Bengaluru",2024,01,India_Afghanistan_2024-01-17,tie,India,Afghanistan,212
7,RG Sharma,Azmatullah Omarzai,YBK Jaiswal,0,0,0,12,160,0,6,0,2,-,2,0,,,,bat,India,1,"M Chinnaswamy Stadium, Bengaluru",2024,01,India_Afghanistan_2024-01-17,tie,India,Afghanistan,212
8,RG Sharma,Azmatullah Omarzai,YBK Jaiswal,1,0,1,13,159,1,7,0,3,-,2,0,,,,bat,India,1,"M Chinnaswamy Stadium, Bengaluru",2024,01,India_Afghanistan_2024-01-17,tie,India,Afghanistan,212
9,YBK Jaiswal,Azmatullah Omarzai,RG Sharma,0,0,0,13,159,4,3,0,4,-,2,0,,,,bat,India,1,"M Chinnaswamy Stadium, Bengaluru",2024,01,India_Afghanistan_2024-01-17,tie,India,Afghanistan,212
10,YBK Jaiswal,Azmatullah Omarzai,RG Sharma,0,0,0,13,159,4,4,0,5,-,2,0,,,,bat,India,1,"M Chinnaswamy Stadium, Bengaluru",2024,01,India_Afghanistan_2024-01-17,tie,India,Afghanistan,212
11,YBK Jaiswal,Azmatullah Omarzai,RG Sharma,0,0,0,13,159,4,5,0,6,-,2,0,,,,bat,India,1,"M Chinnaswamy Stadium, Bengaluru",2024,01,India_Afghanistan_2024-01-17,tie,India,Afghanistan,212
12,RG Sharma,Fareed Ahmad,YBK Jaiswal,4,0,4,17,155,5,8,0,1,-,3,0,,,,bat,India,1,"M Chinnaswamy Stadium, Bengaluru",2024,01,India_Afghanistan_2024-01-17,tie,India,Afghanistan,212
13,RG Sharma,Fareed Ahmad,YBK Jaiswal,1,0,1,18,154,6,9,0,2,-,3,0,,,,bat,India,1,"M Chinnaswamy Stadium, Bengaluru",2024,01,India_Afghanistan_2024-01-17,tie,India,Afghanistan,212
14,YBK Jaiswal,Fareed Ahmad,RG Sharma,0,0,0,18,154,4,6,1,3,-,3,caught,YBK Jaiswal,Mohammad Nabi,,bat,India,1,"M Chinnaswamy Stadium, Bengaluru",2024,01,India_Afghanistan_2024-01-17,tie,India,Afghanistan,212
15,V Kohli,Fareed Ahmad,RG Sharma,0,0,0,18,154,0,1,2,4,-,3,caught,V Kohli,Ibrahim Zadran,,bat,India,1,"M Chinnaswamy Stadium, Bengaluru",2024,01,India_Afghanistan_2024-01-17,tie,India,Afghanistan,212
16,S Dube,Fareed Ahmad,RG Sharma,0,0,0,18,154,0,1,2,5,-,3,0,,,,bat,India,1,"M Chinnaswamy Stadium, Bengaluru",2024,01,India_Afghanistan_2024-01-17,tie,India,Afghanistan,212
17,S Dube,Fareed Ahmad,RG Sharma,1,0,1,19,153,1,2,2,6,-,3,0,,,,bat,India,1,"M Chinnaswamy Stadium, Bengaluru",2024,01,India_Afghanistan_2024-01-17,tie,India,Afghanistan,212
18,S Dube,Azmatullah Omarzai,RG Sharma,0,0,0,19,153,1,3,2,1,-,4,0,,,,bat,India,1,"M Chinnaswamy Stadium, Bengaluru",2024,01,India_Afghanistan_2024-01-17,tie,India,Afghanistan,212
