,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,DPMD Jayawardene,KD Mills,TM Dilshan,0,0,0,0,120,0,1,0,1,-,0,,,0,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-22,New Zealand,Sri Lanka,New Zealand,92
1,DPMD Jayawardene,KD Mills,TM Dilshan,0,0,0,0,120,0,2,1,2,-,caught,DPMD Jayawardene,BB McCullum,0,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-22,New Zealand,Sri Lanka,New Zealand,92
2,KC Sangakkara,KD Mills,TM Dilshan,0,0,0,0,120,0,1,1,3,-,0,,,0,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-22,New Zealand,Sri Lanka,New Zealand,92
3,KC Sangakkara,KD Mills,TM Dilshan,0,0,0,0,120,0,2,1,4,-,0,,,0,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-22,New Zealand,Sri Lanka,New Zealand,92
4,KC Sangakkara,KD Mills,TM Dilshan,2,0,2,2,118,2,3,1,5,-,0,,,0,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-22,New Zealand,Sri Lanka,New Zealand,92
5,KC Sangakkara,KD Mills,TM Dilshan,0,1,1,3,117,2,4,1,6,wides,0,,,0,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-22,New Zealand,Sri Lanka,New Zealand,92
6,KC Sangakkara,KD Mills,TM Dilshan,1,0,1,4,116,3,5,1,7,-,0,,,0,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-22,New Zealand,Sri Lanka,New Zealand,92
7,KC Sangakkara,AJ McKay,TM Dilshan,4,0,4,8,112,7,6,1,1,-,0,,,1,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-22,New Zealand,Sri Lanka,New Zealand,92
8,KC Sangakkara,AJ McKay,TM Dilshan,0,0,0,8,112,7,7,1,2,-,0,,,1,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-22,New Zealand,Sri Lanka,New Zealand,92
9,KC Sangakkara,AJ McKay,TM Dilshan,1,0,1,9,111,8,8,1,3,-,0,,,1,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-22,New Zealand,Sri Lanka,New Zealand,92
