,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,Mirza Baig,R Mondol,Khushdil Shah,6,0,6,6,109,6,1,0,1,1,-,0,,,field,Bangladesh,1,Zhejiang University of Technology Cricket Field,2023,10,Pakistan_Bangladesh_2023-10-07,Bangladesh,Pakistan,Bangladesh,48
1,Mirza Baig,R Mondol,Khushdil Shah,0,0,0,6,109,6,2,0,2,1,-,0,,,field,Bangladesh,1,Zhejiang University of Technology Cricket Field,2023,10,Pakistan_Bangladesh_2023-10-07,Bangladesh,Pakistan,Bangladesh,48
2,Mirza Baig,R Mondol,Khushdil Shah,1,0,1,7,108,7,3,0,3,1,-,0,,,field,Bangladesh,1,Zhejiang University of Technology Cricket Field,2023,10,Pakistan_Bangladesh_2023-10-07,Bangladesh,Pakistan,Bangladesh,48
3,Khushdil Shah,R Mondol,Mirza Baig,1,0,1,8,107,1,1,0,4,1,-,0,,,field,Bangladesh,1,Zhejiang University of Technology Cricket Field,2023,10,Pakistan_Bangladesh_2023-10-07,Bangladesh,Pakistan,Bangladesh,48
4,Mirza Baig,R Mondol,Khushdil Shah,0,0,0,8,107,7,4,0,5,1,-,0,,,field,Bangladesh,1,Zhejiang University of Technology Cricket Field,2023,10,Pakistan_Bangladesh_2023-10-07,Bangladesh,Pakistan,Bangladesh,48
5,Mirza Baig,R Mondol,Khushdil Shah,1,0,1,9,106,8,5,0,6,1,-,0,,,field,Bangladesh,1,Zhejiang University of Technology Cricket Field,2023,10,Pakistan_Bangladesh_2023-10-07,Bangladesh,Pakistan,Bangladesh,48
6,Mirza Baig,Rakibul Hasan,Khushdil Shah,0,0,0,9,106,8,6,0,1,2,-,0,,,field,Bangladesh,1,Zhejiang University of Technology Cricket Field,2023,10,Pakistan_Bangladesh_2023-10-07,Bangladesh,Pakistan,Bangladesh,48
7,Mirza Baig,Rakibul Hasan,Khushdil Shah,0,0,0,9,106,8,7,0,2,2,-,0,,,field,Bangladesh,1,Zhejiang University of Technology Cricket Field,2023,10,Pakistan_Bangladesh_2023-10-07,Bangladesh,Pakistan,Bangladesh,48
8,Mirza Baig,Rakibul Hasan,Khushdil Shah,0,0,0,9,106,8,8,0,3,2,-,0,,,field,Bangladesh,1,Zhejiang University of Technology Cricket Field,2023,10,Pakistan_Bangladesh_2023-10-07,Bangladesh,Pakistan,Bangladesh,48
9,Mirza Baig,Rakibul Hasan,Khushdil Shah,0,0,0,9,106,8,9,0,4,2,-,0,,,field,Bangladesh,1,Zhejiang University of Technology Cricket Field,2023,10,Pakistan_Bangladesh_2023-10-07,Bangladesh,Pakistan,Bangladesh,48
10,Mirza Baig,Rakibul Hasan,Khushdil Shah,4,0,4,13,102,12,10,0,5,2,-,0,,,field,Bangladesh,1,Zhejiang University of Technology Cricket Field,2023,10,Pakistan_Bangladesh_2023-10-07,Bangladesh,Pakistan,Bangladesh,48
11,Mirza Baig,Rakibul Hasan,Khushdil Shah,4,0,4,17,98,16,11,0,6,2,-,0,,,field,Bangladesh,1,Zhejiang University of Technology Cricket Field,2023,10,Pakistan_Bangladesh_2023-10-07,Bangladesh,Pakistan,Bangladesh,48
12,Khushdil Shah,Afif Hossain,Mirza Baig,0,0,0,17,98,1,2,0,1,3,-,0,,,field,Bangladesh,1,Zhejiang University of Technology Cricket Field,2023,10,Pakistan_Bangladesh_2023-10-07,Bangladesh,Pakistan,Bangladesh,48
13,Khushdil Shah,Afif Hossain,Mirza Baig,1,0,1,18,97,2,3,0,2,3,-,0,,,field,Bangladesh,1,Zhejiang University of Technology Cricket Field,2023,10,Pakistan_Bangladesh_2023-10-07,Bangladesh,Pakistan,Bangladesh,48
14,Mirza Baig,Afif Hossain,Khushdil Shah,6,0,6,24,91,22,12,0,3,3,-,0,,,field,Bangladesh,1,Zhejiang University of Technology Cricket Field,2023,10,Pakistan_Bangladesh_2023-10-07,Bangladesh,Pakistan,Bangladesh,48
