,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,RD Gaikwad,PVD Chameera,S Dhawan,0,2,2,2,162,0,1,0,1,wides,1,0,,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-28,Sri Lanka,India,Sri Lanka,132
1,S Dhawan,PVD Chameera,RD Gaikwad,0,0,0,2,162,0,1,0,2,-,1,0,,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-28,Sri Lanka,India,Sri Lanka,132
2,S Dhawan,PVD Chameera,RD Gaikwad,1,0,1,3,161,1,2,0,3,-,1,0,,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-28,Sri Lanka,India,Sri Lanka,132
3,RD Gaikwad,PVD Chameera,S Dhawan,1,0,1,4,160,1,2,0,4,-,1,0,,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-28,Sri Lanka,India,Sri Lanka,132
4,S Dhawan,PVD Chameera,RD Gaikwad,4,0,4,8,156,5,3,0,5,-,1,0,,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-28,Sri Lanka,India,Sri Lanka,132
5,S Dhawan,PVD Chameera,RD Gaikwad,1,0,1,9,155,6,4,0,6,-,1,0,,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-28,Sri Lanka,India,Sri Lanka,132
6,RD Gaikwad,PVD Chameera,S Dhawan,0,0,0,9,155,1,3,0,7,-,1,0,,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-28,Sri Lanka,India,Sri Lanka,132
7,S Dhawan,C Karunaratne,RD Gaikwad,1,0,1,10,154,7,5,0,1,-,2,0,,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-28,Sri Lanka,India,Sri Lanka,132
8,RD Gaikwad,C Karunaratne,S Dhawan,1,0,1,11,153,2,4,0,2,-,2,0,,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-28,Sri Lanka,India,Sri Lanka,132
9,S Dhawan,C Karunaratne,RD Gaikwad,2,0,2,13,151,9,6,0,3,-,2,0,,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-28,Sri Lanka,India,Sri Lanka,132
10,S Dhawan,C Karunaratne,RD Gaikwad,1,0,1,14,150,10,7,0,4,-,2,0,,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-28,Sri Lanka,India,Sri Lanka,132
11,RD Gaikwad,C Karunaratne,S Dhawan,0,0,0,14,150,2,5,0,5,-,2,0,,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-28,Sri Lanka,India,Sri Lanka,132
12,RD Gaikwad,C Karunaratne,S Dhawan,1,0,1,15,149,3,6,0,6,-,2,0,,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-28,Sri Lanka,India,Sri Lanka,132
13,RD Gaikwad,A Dananjaya,S Dhawan,4,0,4,19,145,7,7,0,1,-,3,0,,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-28,Sri Lanka,India,Sri Lanka,132
