,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
48,MM Ali,CJ Anderson,MJ Lumb,0,0,0,73,,36,25,2,5,caught,MM Ali,MJ McClenaghan,7,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
49,MJ Lumb,CJ Anderson,EJG Morgan,2,0,2,75,,33,23,2,6,0,,,7,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
50,EJG Morgan,MJ McClenaghan,MJ Lumb,0,0,0,75,,0,1,2,1,0,,,8,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
51,EJG Morgan,MJ McClenaghan,MJ Lumb,0,0,0,75,,0,2,2,2,0,,,8,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
52,EJG Morgan,MJ McClenaghan,MJ Lumb,1,0,1,76,,1,3,2,3,0,,,8,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
53,MJ Lumb,MJ McClenaghan,EJG Morgan,0,0,0,76,,33,24,3,4,caught,MJ Lumb,CJ Anderson,8,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
54,EJG Morgan,MJ McClenaghan,JC Buttler,0,0,0,76,,1,4,3,5,0,,,8,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
55,EJG Morgan,MJ McClenaghan,JC Buttler,1,0,1,77,,2,5,3,6,0,,,8,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
56,EJG Morgan,NL McCullum,JC Buttler,0,0,0,77,,2,6,3,1,0,,,9,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
57,EJG Morgan,NL McCullum,JC Buttler,0,0,0,77,,2,7,3,2,0,,,9,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
58,EJG Morgan,NL McCullum,JC Buttler,0,1,1,78,,2,8,3,3,0,,,9,wides,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
59,EJG Morgan,NL McCullum,JC Buttler,2,0,2,80,,4,9,3,4,0,,,9,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
60,EJG Morgan,NL McCullum,JC Buttler,2,0,2,82,,6,10,3,5,0,,,9,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
61,EJG Morgan,NL McCullum,JC Buttler,1,0,1,83,,7,11,3,6,0,,,9,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
62,JC Buttler,NL McCullum,EJG Morgan,1,0,1,84,,1,1,3,7,0,,,9,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
63,JC Buttler,MJ McClenaghan,EJG Morgan,2,0,2,86,,3,2,3,1,0,,,10,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
64,JC Buttler,MJ McClenaghan,EJG Morgan,1,0,1,87,,4,3,3,2,0,,,10,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
65,EJG Morgan,MJ McClenaghan,JC Buttler,4,0,4,91,,11,12,3,3,0,,,10,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
66,EJG Morgan,MJ McClenaghan,JC Buttler,1,0,1,92,,12,13,3,4,0,,,10,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
67,JC Buttler,MJ McClenaghan,EJG Morgan,1,0,1,93,,5,4,3,5,0,,,10,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
68,EJG Morgan,MJ McClenaghan,JC Buttler,0,0,0,93,,12,14,3,6,0,,,10,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
69,JC Buttler,NL McCullum,EJG Morgan,4,0,4,97,,9,5,3,1,0,,,11,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
70,JC Buttler,NL McCullum,EJG Morgan,0,0,0,97,,9,6,3,2,0,,,11,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
71,JC Buttler,NL McCullum,EJG Morgan,4,0,4,101,,13,7,3,3,0,,,11,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
72,JC Buttler,NL McCullum,EJG Morgan,0,0,0,101,,13,8,3,4,0,,,11,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
73,JC Buttler,NL McCullum,EJG Morgan,2,0,2,103,,15,9,3,5,0,,,11,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
74,JC Buttler,NL McCullum,EJG Morgan,0,0,0,103,,15,10,3,6,0,,,11,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
75,EJG Morgan,TG Southee,JC Buttler,0,0,0,103,,12,15,3,1,0,,,12,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
76,EJG Morgan,TG Southee,JC Buttler,0,0,0,103,,12,16,4,2,caught,EJG Morgan,BB McCullum,12,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
77,RS Bopara,TG Southee,JC Buttler,0,1,1,104,,0,1,4,3,0,,,12,wides,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
78,RS Bopara,TG Southee,JC Buttler,1,0,1,105,,1,2,4,4,0,,,12,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
79,JC Buttler,TG Southee,RS Bopara,0,0,0,105,,15,11,4,5,0,,,12,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
80,JC Buttler,TG Southee,RS Bopara,0,0,0,105,,15,12,4,6,0,,,12,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
81,JC Buttler,TG Southee,RS Bopara,0,0,0,105,,15,13,4,7,0,,,12,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
82,RS Bopara,KD Mills,JC Buttler,0,1,1,106,,1,3,4,1,0,,,13,wides,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
83,RS Bopara,KD Mills,JC Buttler,1,0,1,107,,2,4,4,2,0,,,13,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
84,JC Buttler,KD Mills,RS Bopara,2,0,2,109,,17,14,4,3,0,,,13,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
85,JC Buttler,KD Mills,RS Bopara,1,0,1,110,,18,15,4,4,0,,,13,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
86,RS Bopara,KD Mills,JC Buttler,1,0,1,111,,3,5,4,5,0,,,13,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
87,JC Buttler,KD Mills,RS Bopara,2,0,2,113,,20,16,4,6,0,,,13,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
88,JC Buttler,KD Mills,RS Bopara,1,0,1,114,,21,17,4,7,0,,,13,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
89,JC Buttler,TG Southee,RS Bopara,0,0,0,114,,21,18,4,1,0,,,14,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
90,JC Buttler,TG Southee,RS Bopara,3,0,3,117,,24,19,4,2,0,,,14,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
91,RS Bopara,TG Southee,JC Buttler,1,0,1,118,,4,6,4,3,0,,,14,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
92,JC Buttler,TG Southee,RS Bopara,4,0,4,122,,28,20,4,4,0,,,14,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
93,JC Buttler,TG Southee,RS Bopara,0,0,0,122,,28,21,4,5,0,,,14,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
94,JC Buttler,TG Southee,RS Bopara,4,0,4,126,,32,22,4,6,0,,,14,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
95,RS Bopara,CJ Anderson,JC Buttler,2,0,2,128,,6,7,4,1,0,,,15,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
96,RS Bopara,CJ Anderson,JC Buttler,0,0,0,128,,6,8,4,2,0,,,15,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
97,RS Bopara,CJ Anderson,JC Buttler,1,0,1,129,,7,9,4,3,0,,,15,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
98,JC Buttler,CJ Anderson,RS Bopara,0,0,0,129,,32,23,5,4,bowled,JC Buttler,,15,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
99,CJ Jordan,CJ Anderson,RS Bopara,0,0,0,129,,0,1,5,5,0,,,15,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
100,CJ Jordan,CJ Anderson,RS Bopara,1,0,1,130,,1,2,5,6,0,,,15,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
101,CJ Jordan,TG Southee,RS Bopara,1,0,1,131,,2,3,5,1,0,,,16,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
102,RS Bopara,TG Southee,CJ Jordan,0,0,0,131,,7,10,5,2,0,,,16,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
103,RS Bopara,TG Southee,CJ Jordan,6,0,6,137,,13,11,5,3,0,,,16,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
104,RS Bopara,TG Southee,CJ Jordan,0,0,0,137,,13,12,5,4,0,,,16,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
105,RS Bopara,TG Southee,CJ Jordan,1,0,1,138,,14,13,5,5,0,,,16,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
106,CJ Jordan,TG Southee,RS Bopara,0,1,1,139,,2,4,5,6,0,,,16,wides,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
107,CJ Jordan,TG Southee,RS Bopara,6,0,6,145,,8,5,5,7,0,,,16,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
108,RS Bopara,NL McCullum,CJ Jordan,2,0,2,147,,16,14,5,1,0,,,17,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
109,RS Bopara,NL McCullum,CJ Jordan,1,0,1,148,,17,15,5,2,0,,,17,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
110,CJ Jordan,NL McCullum,RS Bopara,0,0,0,148,,8,6,5,3,0,,,17,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
111,CJ Jordan,NL McCullum,RS Bopara,0,0,0,148,,8,7,6,4,caught,CJ Jordan,TG Southee,17,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
112,TT Bresnan,NL McCullum,RS Bopara,1,0,1,149,,1,1,6,5,0,,,17,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
113,RS Bopara,NL McCullum,TT Bresnan,0,0,0,149,,17,16,6,6,0,,,17,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
114,TT Bresnan,KD Mills,RS Bopara,0,0,0,149,,1,2,6,1,0,,,18,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
115,TT Bresnan,KD Mills,RS Bopara,1,0,1,150,,2,3,6,2,0,,,18,-,field,New Zealand,1,Zahur Ahmed Chowdhury Stadium,2014,03,England_New Zealand_2014-03-22,New Zealand,England,New Zealand,False,172
