,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,LRPL Taylor,MN Samuels,BB McCullum,0,1,1,1,,0,1,0,wides,0.0,0,0,field,New Zealand,3,Pallekele International Cricket Stadium,2012,10,New Zealand_West Indies_2012-10-01,tie,New Zealand,West Indies,,17
1,LRPL Taylor,MN Samuels,BB McCullum,2,0,2,3,,2,2,0,-,1.0,0,0,field,New Zealand,3,Pallekele International Cricket Stadium,2012,10,New Zealand_West Indies_2012-10-01,tie,New Zealand,West Indies,,17
2,LRPL Taylor,MN Samuels,BB McCullum,0,1,1,4,,2,3,0,legbyes,2.0,0,0,field,New Zealand,3,Pallekele International Cricket Stadium,2012,10,New Zealand_West Indies_2012-10-01,tie,New Zealand,West Indies,,17
3,BB McCullum,MN Samuels,LRPL Taylor,1,0,1,5,,1,1,0,-,3.0,0,0,field,New Zealand,3,Pallekele International Cricket Stadium,2012,10,New Zealand_West Indies_2012-10-01,tie,New Zealand,West Indies,,17
4,LRPL Taylor,MN Samuels,BB McCullum,4,0,4,9,,6,4,0,-,4.0,0,0,field,New Zealand,3,Pallekele International Cricket Stadium,2012,10,New Zealand_West Indies_2012-10-01,tie,New Zealand,West Indies,,17
5,LRPL Taylor,MN Samuels,BB McCullum,6,0,6,15,,12,5,0,-,5.0,0,0,field,New Zealand,3,Pallekele International Cricket Stadium,2012,10,New Zealand_West Indies_2012-10-01,tie,New Zealand,West Indies,,17
6,LRPL Taylor,MN Samuels,BB McCullum,2,0,2,17,,14,6,0,-,6.0,0,0,field,New Zealand,3,Pallekele International Cricket Stadium,2012,10,New Zealand_West Indies_2012-10-01,tie,New Zealand,West Indies,,17
