,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,W Madhevere,Fazalhaq Farooqi,I Kaia,0,0,0,0,125,0,1,0,1,1,-,0,,,bat,Afghanistan,2,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Zimbabwe,Afghanistan,90
1,W Madhevere,Fazalhaq Farooqi,I Kaia,0,0,0,0,125,0,2,0,2,1,-,0,,,bat,Afghanistan,2,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Zimbabwe,Afghanistan,90
2,W Madhevere,Fazalhaq Farooqi,I Kaia,2,0,2,2,123,2,3,0,3,1,-,0,,,bat,Afghanistan,2,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Zimbabwe,Afghanistan,90
3,W Madhevere,Fazalhaq Farooqi,I Kaia,0,0,0,2,123,2,4,0,4,1,-,0,,,bat,Afghanistan,2,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Zimbabwe,Afghanistan,90
4,W Madhevere,Fazalhaq Farooqi,I Kaia,0,0,0,2,123,2,5,0,5,1,-,0,,,bat,Afghanistan,2,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Zimbabwe,Afghanistan,90
5,W Madhevere,Fazalhaq Farooqi,I Kaia,0,0,0,2,123,2,6,0,6,1,-,0,,,bat,Afghanistan,2,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Zimbabwe,Afghanistan,90
6,I Kaia,Nijat Masood,W Madhevere,0,1,1,3,122,0,1,0,1,2,noballs,0,,,bat,Afghanistan,2,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Zimbabwe,Afghanistan,90
7,I Kaia,Nijat Masood,W Madhevere,6,0,6,9,116,6,2,0,2,2,-,0,,,bat,Afghanistan,2,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Zimbabwe,Afghanistan,90
8,I Kaia,Nijat Masood,W Madhevere,0,1,1,10,115,6,3,0,3,2,byes,0,,,bat,Afghanistan,2,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Zimbabwe,Afghanistan,90
9,W Madhevere,Nijat Masood,I Kaia,4,0,4,14,111,6,7,0,4,2,-,0,,,bat,Afghanistan,2,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Zimbabwe,Afghanistan,90
