,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
111,Washington Sundar,Shafiul Islam,KH Pandya,,1,0,1,121,,1,1,6,-,3.0,0,,,18,field,Bangladesh,1,Arun Jaitley Stadium,2019,11,India_Bangladesh_2019-11-03,Bangladesh,India,Bangladesh,False,148
112,KH Pandya,Shafiul Islam,Washington Sundar,,4,0,4,125,,7,4,6,-,4.0,0,,,18,field,Bangladesh,1,Arun Jaitley Stadium,2019,11,India_Bangladesh_2019-11-03,Bangladesh,India,Bangladesh,False,148
113,KH Pandya,Shafiul Islam,Washington Sundar,,1,0,1,126,,8,5,6,-,5.0,0,,,18,field,Bangladesh,1,Arun Jaitley Stadium,2019,11,India_Bangladesh_2019-11-03,Bangladesh,India,Bangladesh,False,148
114,Washington Sundar,Shafiul Islam,KH Pandya,,6,0,6,132,,7,2,6,-,6.0,0,,,18,field,Bangladesh,1,Arun Jaitley Stadium,2019,11,India_Bangladesh_2019-11-03,Bangladesh,India,Bangladesh,False,148
115,KH Pandya,Al-Amin Hossain,Washington Sundar,,0,1,1,133,,8,6,6,legbyes,1.0,0,,,19,field,Bangladesh,1,Arun Jaitley Stadium,2019,11,India_Bangladesh_2019-11-03,Bangladesh,India,Bangladesh,False,148
116,Washington Sundar,Al-Amin Hossain,KH Pandya,,0,1,1,134,,7,3,6,legbyes,2.0,0,,,19,field,Bangladesh,1,Arun Jaitley Stadium,2019,11,India_Bangladesh_2019-11-03,Bangladesh,India,Bangladesh,False,148
117,KH Pandya,Al-Amin Hossain,Washington Sundar,,1,0,1,135,,9,7,6,-,3.0,0,,,19,field,Bangladesh,1,Arun Jaitley Stadium,2019,11,India_Bangladesh_2019-11-03,Bangladesh,India,Bangladesh,False,148
118,Washington Sundar,Al-Amin Hossain,KH Pandya,,6,0,6,141,,13,4,6,-,4.0,0,,,19,field,Bangladesh,1,Arun Jaitley Stadium,2019,11,India_Bangladesh_2019-11-03,Bangladesh,India,Bangladesh,False,148
119,Washington Sundar,Al-Amin Hossain,KH Pandya,,1,0,1,142,,14,5,6,-,5.0,0,,,19,field,Bangladesh,1,Arun Jaitley Stadium,2019,11,India_Bangladesh_2019-11-03,Bangladesh,India,Bangladesh,False,148
120,KH Pandya,Al-Amin Hossain,Washington Sundar,,6,0,6,148,,15,8,6,-,6.0,0,,,19,field,Bangladesh,1,Arun Jaitley Stadium,2019,11,India_Bangladesh_2019-11-03,Bangladesh,India,Bangladesh,False,148
