,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
33,GD Phillips,OC McCoy,DP Conway,1,0,1,42,3,5,4,-,6,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
34,DP Conway,OC McCoy,GD Phillips,1,0,1,43,13,17,5,-,6,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
35,GD Phillips,OC McCoy,DP Conway,0,0,0,43,3,6,6,-,6,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
36,GD Phillips,OC McCoy,DP Conway,0,0,0,43,3,7,7,-,6,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
37,DP Conway,JO Holder,GD Phillips,0,0,0,43,13,18,1,-,7,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
38,DP Conway,JO Holder,GD Phillips,0,0,0,43,13,19,2,-,7,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
39,DP Conway,JO Holder,GD Phillips,1,0,1,44,14,20,3,-,7,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
40,GD Phillips,JO Holder,DP Conway,0,0,0,44,3,8,4,-,7,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
41,GD Phillips,JO Holder,DP Conway,1,0,1,45,4,9,5,-,7,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
42,DP Conway,JO Holder,GD Phillips,1,0,1,46,15,21,6,-,7,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
43,DP Conway,HR Walsh,GD Phillips,2,0,2,48,17,22,1,-,8,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
44,DP Conway,HR Walsh,GD Phillips,1,0,1,49,18,23,2,-,8,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
45,GD Phillips,HR Walsh,DP Conway,0,0,0,49,4,10,3,-,8,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
46,GD Phillips,HR Walsh,DP Conway,1,0,1,50,5,11,4,-,8,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
47,DP Conway,HR Walsh,GD Phillips,1,0,1,51,19,24,5,-,8,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
48,GD Phillips,HR Walsh,DP Conway,6,0,6,57,11,12,6,-,8,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
49,DP Conway,JO Holder,GD Phillips,1,0,1,58,20,25,1,-,9,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
50,GD Phillips,JO Holder,DP Conway,4,0,4,62,15,13,2,-,9,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
51,GD Phillips,JO Holder,DP Conway,4,0,4,66,19,14,3,-,9,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
52,GD Phillips,JO Holder,DP Conway,2,0,2,68,21,15,4,-,9,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
53,GD Phillips,JO Holder,DP Conway,1,0,1,69,22,16,5,-,9,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
54,DP Conway,JO Holder,GD Phillips,4,0,4,73,24,26,6,-,9,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
55,GD Phillips,R Shepherd,DP Conway,2,0,2,75,24,17,1,-,10,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
56,GD Phillips,R Shepherd,DP Conway,0,1,1,76,24,18,2,wides,10,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
57,GD Phillips,R Shepherd,DP Conway,1,0,1,77,25,19,3,-,10,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
58,DP Conway,R Shepherd,GD Phillips,6,0,6,83,30,27,4,-,10,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
59,DP Conway,R Shepherd,GD Phillips,1,0,1,84,31,28,5,-,10,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
60,GD Phillips,R Shepherd,DP Conway,1,0,1,85,26,20,6,-,10,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
61,DP Conway,R Shepherd,GD Phillips,0,0,0,85,31,29,7,-,10,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
62,GD Phillips,HR Walsh,DP Conway,2,0,2,87,28,21,1,-,11,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
63,GD Phillips,HR Walsh,DP Conway,1,0,1,88,29,22,2,-,11,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
64,DP Conway,HR Walsh,GD Phillips,6,0,6,94,37,30,3,-,11,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
65,DP Conway,HR Walsh,GD Phillips,4,0,4,98,41,31,4,-,11,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
66,DP Conway,HR Walsh,GD Phillips,1,0,1,99,42,32,5,-,11,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
67,GD Phillips,HR Walsh,DP Conway,6,0,6,105,35,23,6,-,11,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
68,DP Conway,OF Smith,GD Phillips,0,0,0,105,42,33,1,-,12,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
69,DP Conway,OF Smith,GD Phillips,0,1,1,106,42,34,2,legbyes,12,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
70,GD Phillips,OF Smith,DP Conway,0,1,1,107,35,24,3,legbyes,12,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
71,DP Conway,OF Smith,GD Phillips,0,0,0,107,42,35,4,-,12,lbw,DP Conway,,"{'by': 'West Indies', 'umpire': 'LS Reifer', 'batter': 'DP Conway', 'decision': 'upheld'}",bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
72,DJ Mitchell,OF Smith,GD Phillips,0,0,0,107,0,1,5,-,12,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
73,DJ Mitchell,OF Smith,GD Phillips,4,0,4,111,4,2,6,-,12,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
74,GD Phillips,HR Walsh,DJ Mitchell,1,0,1,112,36,25,1,-,13,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
75,DJ Mitchell,HR Walsh,GD Phillips,2,0,2,114,6,3,2,-,13,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
76,DJ Mitchell,HR Walsh,GD Phillips,1,0,1,115,7,4,3,-,13,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
77,GD Phillips,HR Walsh,DJ Mitchell,0,0,0,115,36,26,4,-,13,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
78,GD Phillips,HR Walsh,DJ Mitchell,4,0,4,119,40,27,5,-,13,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
79,GD Phillips,HR Walsh,DJ Mitchell,0,0,0,119,40,28,6,-,13,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
80,DJ Mitchell,OF Smith,GD Phillips,2,0,2,121,9,5,1,-,14,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
81,DJ Mitchell,OF Smith,GD Phillips,0,1,1,122,9,6,2,wides,14,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
82,DJ Mitchell,OF Smith,GD Phillips,4,0,4,126,13,7,3,-,14,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
83,DJ Mitchell,OF Smith,GD Phillips,1,0,1,127,14,8,4,-,14,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
84,GD Phillips,OF Smith,DJ Mitchell,6,0,6,133,46,29,5,-,14,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
85,GD Phillips,OF Smith,DJ Mitchell,1,0,1,134,47,30,6,-,14,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
86,DJ Mitchell,OF Smith,GD Phillips,1,0,1,135,15,9,7,-,14,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
87,DJ Mitchell,HR Walsh,GD Phillips,6,0,6,141,21,10,1,-,15,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
88,DJ Mitchell,HR Walsh,GD Phillips,1,0,1,142,22,11,2,-,15,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
89,GD Phillips,HR Walsh,DJ Mitchell,0,0,0,142,47,31,3,-,15,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
90,GD Phillips,HR Walsh,DJ Mitchell,6,0,6,148,53,32,4,-,15,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
91,GD Phillips,HR Walsh,DJ Mitchell,1,0,1,149,54,33,5,-,15,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
92,DJ Mitchell,HR Walsh,GD Phillips,2,0,2,151,24,12,6,-,15,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
93,GD Phillips,OC McCoy,DJ Mitchell,4,0,4,155,58,34,1,-,16,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
94,GD Phillips,OC McCoy,DJ Mitchell,1,0,1,156,59,35,2,-,16,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
95,DJ Mitchell,OC McCoy,GD Phillips,6,0,6,162,30,13,3,-,16,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
96,DJ Mitchell,OC McCoy,GD Phillips,1,0,1,163,31,14,4,-,16,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
97,GD Phillips,OC McCoy,DJ Mitchell,1,0,1,164,60,36,5,-,16,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
98,DJ Mitchell,OC McCoy,GD Phillips,2,0,2,166,33,15,6,-,16,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
99,GD Phillips,JO Holder,DJ Mitchell,6,0,6,172,66,37,1,-,17,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
100,GD Phillips,JO Holder,DJ Mitchell,1,0,1,173,67,38,2,-,17,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
101,DJ Mitchell,JO Holder,GD Phillips,0,1,1,174,33,16,3,wides,17,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
102,DJ Mitchell,JO Holder,GD Phillips,6,0,6,180,39,17,4,-,17,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
103,DJ Mitchell,JO Holder,GD Phillips,1,0,1,181,40,18,5,-,17,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
104,GD Phillips,JO Holder,DJ Mitchell,2,0,2,183,69,39,6,-,17,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
105,GD Phillips,JO Holder,DJ Mitchell,1,0,1,184,70,40,7,-,17,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
106,GD Phillips,OC McCoy,DJ Mitchell,6,0,6,190,76,41,1,-,18,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
107,GD Phillips,OC McCoy,DJ Mitchell,0,0,0,190,76,42,2,-,18,caught,GD Phillips,R Powell,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
108,JDS Neesham,OC McCoy,DJ Mitchell,0,0,0,190,0,1,3,-,18,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
109,JDS Neesham,OC McCoy,DJ Mitchell,0,0,0,190,0,2,4,-,18,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
110,JDS Neesham,OC McCoy,DJ Mitchell,0,1,1,191,0,3,5,legbyes,18,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
111,DJ Mitchell,OC McCoy,JDS Neesham,6,0,6,197,46,19,6,-,18,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
112,JDS Neesham,OF Smith,DJ Mitchell,4,0,4,201,4,4,1,-,19,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
113,JDS Neesham,OF Smith,DJ Mitchell,1,0,1,202,5,5,2,-,19,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
114,DJ Mitchell,OF Smith,JDS Neesham,1,0,1,203,47,20,3,-,19,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
115,JDS Neesham,OF Smith,DJ Mitchell,1,0,1,204,6,6,4,-,19,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
116,DJ Mitchell,OF Smith,JDS Neesham,1,0,1,205,48,21,5,-,19,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
117,JDS Neesham,OF Smith,DJ Mitchell,0,1,1,206,6,7,6,wides,19,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
118,JDS Neesham,OF Smith,DJ Mitchell,1,0,1,207,7,8,7,-,19,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
119,JDS Neesham,R Shepherd,DJ Mitchell,1,0,1,208,8,9,1,-,20,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
120,DJ Mitchell,R Shepherd,JDS Neesham,0,0,0,208,48,22,2,-,20,bowled,DJ Mitchell,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
121,MG Bracewell,R Shepherd,JDS Neesham,0,1,1,209,0,1,3,legbyes,20,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
122,JDS Neesham,R Shepherd,MG Bracewell,1,0,1,210,9,10,4,-,20,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
123,MG Bracewell,R Shepherd,JDS Neesham,4,0,4,214,4,2,5,-,20,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
124,MG Bracewell,R Shepherd,JDS Neesham,0,1,1,215,4,3,6,byes,20,0,,,,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022-08-12,New Zealand,New Zealand,West Indies
