,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,replacements,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
86,RA Jadeja,PVD Chameera,SS Iyer,1,0,1,116,30,7,6,4,-,6.0,13,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Left hand Bat,Right hand Bat,Right arm Fast
87,RA Jadeja,C Karunaratne,SS Iyer,1,0,1,117,29,8,7,4,-,1.0,14,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Left hand Bat,Right hand Bat,Right arm Medium
88,SS Iyer,C Karunaratne,RA Jadeja,1,0,1,118,28,58,38,4,-,2.0,14,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Left hand Bat,Right arm Medium
89,RA Jadeja,C Karunaratne,SS Iyer,1,0,1,119,27,9,8,4,-,3.0,14,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Left hand Bat,Right hand Bat,Right arm Medium
90,SS Iyer,C Karunaratne,RA Jadeja,1,0,1,120,26,59,39,4,-,4.0,14,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Left hand Bat,Right arm Medium
91,RA Jadeja,C Karunaratne,SS Iyer,1,0,1,121,25,10,9,4,-,5.0,14,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Left hand Bat,Right hand Bat,Right arm Medium
92,SS Iyer,C Karunaratne,RA Jadeja,2,0,2,123,23,61,40,4,-,6.0,14,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Left hand Bat,Right arm Medium
93,RA Jadeja,B Fernando,SS Iyer,4,0,4,127,19,14,10,4,-,1.0,15,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Left hand Bat,Right hand Bat,Left arm Medium
94,RA Jadeja,B Fernando,SS Iyer,1,0,1,128,18,15,11,4,-,2.0,15,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Left hand Bat,Right hand Bat,Left arm Medium
95,SS Iyer,B Fernando,RA Jadeja,2,0,2,130,16,63,41,4,-,3.0,15,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Left hand Bat,Left arm Medium
96,SS Iyer,B Fernando,RA Jadeja,4,0,4,134,12,67,42,4,-,4.0,15,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Left hand Bat,Left arm Medium
97,SS Iyer,B Fernando,RA Jadeja,1,0,1,135,11,68,43,4,-,5.0,15,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Left hand Bat,Left arm Medium
98,RA Jadeja,B Fernando,SS Iyer,1,0,1,136,10,16,12,4,-,6.0,15,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Left hand Bat,Right hand Bat,Left arm Medium
99,RA Jadeja,CBRLS Kumara,SS Iyer,0,1,1,137,9,16,12,4,wides,0.0,16,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Left hand Bat,Right hand Bat,Right arm Fast
100,RA Jadeja,CBRLS Kumara,SS Iyer,4,0,4,141,5,20,13,4,-,1.0,16,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Left hand Bat,Right hand Bat,Right arm Fast
101,RA Jadeja,CBRLS Kumara,SS Iyer,1,0,1,142,4,21,14,4,-,2.0,16,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Left hand Bat,Right hand Bat,Right arm Fast
102,SS Iyer,CBRLS Kumara,RA Jadeja,1,0,1,143,3,69,44,4,-,3.0,16,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Left hand Bat,Right arm Fast
103,RA Jadeja,CBRLS Kumara,SS Iyer,1,0,1,144,2,22,15,4,-,4.0,16,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Left hand Bat,Right hand Bat,Right arm Fast
104,SS Iyer,CBRLS Kumara,RA Jadeja,4,0,4,148,-2,73,45,4,-,5.0,16,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Left hand Bat,Right arm Fast
