,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
30,Babar Azam,JR Hazlewood,Mohammad Rizwan,0,0,0,38,128,21,17,0,6,-,5,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
31,Mohammad Rizwan,PJ Cummins,Babar Azam,1,0,1,39,127,16,15,0,1,-,6,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
32,Babar Azam,PJ Cummins,Mohammad Rizwan,3,0,3,42,124,24,18,0,2,-,6,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
33,Mohammad Rizwan,PJ Cummins,Babar Azam,4,0,4,46,120,20,16,0,3,-,6,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
34,Mohammad Rizwan,PJ Cummins,Babar Azam,0,0,0,46,120,20,17,0,4,-,6,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
35,Mohammad Rizwan,PJ Cummins,Babar Azam,0,0,0,46,120,20,18,0,5,-,6,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
36,Mohammad Rizwan,PJ Cummins,Babar Azam,1,0,1,47,119,21,19,0,6,-,6,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
37,Mohammad Rizwan,A Zampa,Babar Azam,1,0,1,48,118,22,20,0,1,-,7,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
38,Babar Azam,A Zampa,Mohammad Rizwan,1,0,1,49,117,25,19,0,2,-,7,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
39,Mohammad Rizwan,A Zampa,Babar Azam,0,0,0,49,117,22,21,0,3,-,7,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
40,Mohammad Rizwan,A Zampa,Babar Azam,1,0,1,50,116,23,22,0,4,-,7,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
41,Babar Azam,A Zampa,Mohammad Rizwan,0,0,0,50,116,25,20,0,5,-,7,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
42,Babar Azam,A Zampa,Mohammad Rizwan,1,0,1,51,115,26,21,0,6,-,7,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
43,Babar Azam,MR Marsh,Mohammad Rizwan,2,0,2,53,113,28,22,0,1,-,8,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
44,Babar Azam,MR Marsh,Mohammad Rizwan,4,0,4,57,109,32,23,0,2,-,8,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
45,Babar Azam,MR Marsh,Mohammad Rizwan,0,0,0,57,109,32,24,0,3,-,8,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
46,Babar Azam,MR Marsh,Mohammad Rizwan,2,0,2,59,107,34,25,0,4,-,8,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
47,Babar Azam,MR Marsh,Mohammad Rizwan,0,1,1,60,106,34,26,0,5,wides,8,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
48,Babar Azam,MR Marsh,Mohammad Rizwan,1,0,1,61,105,35,27,0,6,-,8,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
49,Mohammad Rizwan,MR Marsh,Babar Azam,1,0,1,62,104,24,23,0,7,-,8,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
50,Mohammad Rizwan,GJ Maxwell,Babar Azam,1,0,1,63,103,25,24,0,1,-,9,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
51,Babar Azam,GJ Maxwell,Mohammad Rizwan,1,0,1,64,102,36,28,0,2,-,9,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
52,Mohammad Rizwan,GJ Maxwell,Babar Azam,1,0,1,65,101,26,25,0,3,-,9,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
53,Babar Azam,GJ Maxwell,Mohammad Rizwan,1,0,1,66,100,37,29,0,4,-,9,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
54,Mohammad Rizwan,GJ Maxwell,Babar Azam,1,0,1,67,99,27,26,0,5,-,9,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
55,Babar Azam,GJ Maxwell,Mohammad Rizwan,1,0,1,68,98,38,30,0,6,-,9,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
56,Babar Azam,A Zampa,Mohammad Rizwan,0,0,0,68,98,38,31,0,1,-,10,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
57,Babar Azam,A Zampa,Mohammad Rizwan,0,1,1,69,97,38,32,0,2,wides,10,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
58,Babar Azam,A Zampa,Mohammad Rizwan,0,0,0,69,97,38,33,0,3,-,10,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
59,Babar Azam,A Zampa,Mohammad Rizwan,1,0,1,70,96,39,34,0,4,-,10,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
60,Mohammad Rizwan,A Zampa,Babar Azam,1,0,1,71,95,28,27,0,5,-,10,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
61,Babar Azam,A Zampa,Mohammad Rizwan,0,0,0,71,95,39,35,0,6,-,10,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
62,Babar Azam,A Zampa,Mohammad Rizwan,0,0,0,71,95,39,36,1,7,-,10,caught,Babar Azam,DA Warner,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
63,Mohammad Rizwan,GJ Maxwell,Fakhar Zaman,0,0,0,71,95,28,28,1,1,-,11,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
64,Mohammad Rizwan,GJ Maxwell,Fakhar Zaman,1,0,1,72,94,29,29,1,2,-,11,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
65,Fakhar Zaman,GJ Maxwell,Mohammad Rizwan,0,0,0,72,94,0,1,1,3,-,11,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
66,Fakhar Zaman,GJ Maxwell,Mohammad Rizwan,1,0,1,73,93,1,2,1,4,-,11,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
67,Mohammad Rizwan,GJ Maxwell,Fakhar Zaman,0,0,0,73,93,29,30,1,5,-,11,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
68,Mohammad Rizwan,GJ Maxwell,Fakhar Zaman,2,0,2,75,91,31,31,1,6,-,11,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
69,Fakhar Zaman,A Zampa,Mohammad Rizwan,1,0,1,76,90,2,3,1,1,-,12,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
70,Mohammad Rizwan,A Zampa,Fakhar Zaman,2,0,2,78,88,33,32,1,2,-,12,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
71,Mohammad Rizwan,A Zampa,Fakhar Zaman,6,0,6,84,82,39,33,1,3,-,12,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
72,Mohammad Rizwan,A Zampa,Fakhar Zaman,0,4,4,88,78,39,34,1,4,byes,12,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
73,Mohammad Rizwan,A Zampa,Fakhar Zaman,0,0,0,88,78,39,35,1,5,-,12,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
74,Mohammad Rizwan,A Zampa,Fakhar Zaman,1,0,1,89,77,40,36,1,6,-,12,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
75,Mohammad Rizwan,MA Starc,Fakhar Zaman,1,0,1,90,76,41,37,1,1,-,13,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
76,Fakhar Zaman,MA Starc,Mohammad Rizwan,0,0,0,90,76,2,4,1,2,-,13,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
77,Fakhar Zaman,MA Starc,Mohammad Rizwan,1,0,1,91,75,3,5,1,3,-,13,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
78,Mohammad Rizwan,MA Starc,Fakhar Zaman,0,0,0,91,75,41,38,1,4,-,13,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
79,Mohammad Rizwan,MA Starc,Fakhar Zaman,1,0,1,92,74,42,39,1,5,-,13,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
80,Fakhar Zaman,MA Starc,Mohammad Rizwan,0,0,0,92,74,3,6,1,6,-,13,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
81,Mohammad Rizwan,JR Hazlewood,Fakhar Zaman,1,0,1,93,73,43,40,1,1,-,14,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
82,Fakhar Zaman,JR Hazlewood,Mohammad Rizwan,0,1,1,94,72,3,7,1,2,wides,14,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
83,Fakhar Zaman,JR Hazlewood,Mohammad Rizwan,4,0,4,98,68,7,8,1,3,-,14,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
84,Fakhar Zaman,JR Hazlewood,Mohammad Rizwan,0,0,0,98,68,7,9,1,4,-,14,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
85,Fakhar Zaman,JR Hazlewood,Mohammad Rizwan,1,0,1,99,67,8,10,1,5,-,14,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
86,Mohammad Rizwan,JR Hazlewood,Fakhar Zaman,6,0,6,105,61,49,41,1,6,-,14,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
87,Mohammad Rizwan,JR Hazlewood,Fakhar Zaman,1,0,1,106,60,50,42,1,7,-,14,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
88,Mohammad Rizwan,PJ Cummins,Fakhar Zaman,1,0,1,107,59,51,43,1,1,-,15,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
89,Fakhar Zaman,PJ Cummins,Mohammad Rizwan,4,1,5,112,54,12,11,1,2,noballs,15,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
90,Fakhar Zaman,PJ Cummins,Mohammad Rizwan,1,0,1,113,53,13,12,1,3,-,15,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
91,Mohammad Rizwan,PJ Cummins,Fakhar Zaman,1,0,1,114,52,52,44,1,4,-,15,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
92,Fakhar Zaman,PJ Cummins,Mohammad Rizwan,1,0,1,115,51,14,13,1,5,-,15,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
93,Mohammad Rizwan,PJ Cummins,Fakhar Zaman,0,0,0,115,51,52,45,1,6,-,15,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
94,Mohammad Rizwan,PJ Cummins,Fakhar Zaman,2,0,2,117,49,54,46,1,7,-,15,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
95,Fakhar Zaman,A Zampa,Mohammad Rizwan,1,0,1,118,48,15,14,1,1,-,16,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
96,Mohammad Rizwan,A Zampa,Fakhar Zaman,1,0,1,119,47,55,47,1,2,-,16,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
97,Fakhar Zaman,A Zampa,Mohammad Rizwan,1,0,1,120,46,16,15,1,3,-,16,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
98,Mohammad Rizwan,A Zampa,Fakhar Zaman,1,0,1,121,45,56,48,1,4,-,16,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
99,Fakhar Zaman,A Zampa,Mohammad Rizwan,0,0,0,121,45,16,16,1,5,-,16,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
100,Fakhar Zaman,A Zampa,Mohammad Rizwan,1,0,1,122,44,17,17,1,6,-,16,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
101,Fakhar Zaman,JR Hazlewood,Mohammad Rizwan,0,0,0,122,44,17,18,1,1,-,17,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
102,Fakhar Zaman,JR Hazlewood,Mohammad Rizwan,6,0,6,128,38,23,19,1,2,-,17,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
103,Fakhar Zaman,JR Hazlewood,Mohammad Rizwan,2,0,2,130,36,25,20,1,3,-,17,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
104,Fakhar Zaman,JR Hazlewood,Mohammad Rizwan,1,0,1,131,35,26,21,1,4,-,17,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
105,Mohammad Rizwan,JR Hazlewood,Fakhar Zaman,4,1,5,136,30,60,49,1,5,noballs,17,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
106,Mohammad Rizwan,JR Hazlewood,Fakhar Zaman,6,0,6,142,24,66,50,1,6,-,17,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
107,Mohammad Rizwan,JR Hazlewood,Fakhar Zaman,1,0,1,143,23,67,51,1,7,-,17,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
108,Mohammad Rizwan,MA Starc,Fakhar Zaman,0,0,0,143,23,67,52,1,1,-,18,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
109,Mohammad Rizwan,MA Starc,Fakhar Zaman,0,0,0,143,23,67,53,2,2,-,18,caught,Mohammad Rizwan,SPD Smith,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
110,Fakhar Zaman,MA Starc,Asif Ali,6,0,6,149,17,32,22,2,3,-,18,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
111,Fakhar Zaman,MA Starc,Asif Ali,2,0,2,151,15,34,23,2,4,-,18,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
112,Fakhar Zaman,MA Starc,Asif Ali,4,0,4,155,11,38,24,2,5,-,18,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
113,Fakhar Zaman,MA Starc,Asif Ali,0,1,1,156,10,38,25,2,6,wides,18,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
114,Fakhar Zaman,MA Starc,Asif Ali,2,0,2,158,8,40,26,2,7,-,18,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
115,Asif Ali,PJ Cummins,Fakhar Zaman,0,0,0,158,8,0,1,3,1,-,19,caught,Asif Ali,SPD Smith,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
116,Fakhar Zaman,PJ Cummins,Shoaib Malik,1,0,1,159,7,41,27,3,2,-,19,0,,,field,Australia,1,Dubai International Cricket Stadium,2021,11,Pakistan_Australia_2021-11-11,Australia,Pakistan,Australia,176
