,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,A Balbirnie,Fazalhaq Farooqi,PR Stirling,4,0,4,4,151,4,1,0,-,1.0,0,0,,,bat,Afghanistan,2,Sharjah Cricket Stadium,2024,03,Afghanistan_Ireland_2024-03-18,Afghanistan,Ireland,Afghanistan,False,98
1,A Balbirnie,Fazalhaq Farooqi,PR Stirling,0,0,0,4,151,4,2,0,-,2.0,0,0,,,bat,Afghanistan,2,Sharjah Cricket Stadium,2024,03,Afghanistan_Ireland_2024-03-18,Afghanistan,Ireland,Afghanistan,False,98
2,A Balbirnie,Fazalhaq Farooqi,PR Stirling,4,0,4,8,147,8,3,0,-,3.0,0,0,,,bat,Afghanistan,2,Sharjah Cricket Stadium,2024,03,Afghanistan_Ireland_2024-03-18,Afghanistan,Ireland,Afghanistan,False,98
3,A Balbirnie,Fazalhaq Farooqi,PR Stirling,0,0,0,8,147,8,4,0,-,4.0,0,0,,,bat,Afghanistan,2,Sharjah Cricket Stadium,2024,03,Afghanistan_Ireland_2024-03-18,Afghanistan,Ireland,Afghanistan,False,98
4,A Balbirnie,Fazalhaq Farooqi,PR Stirling,1,0,1,9,146,9,5,0,-,5.0,0,0,,,bat,Afghanistan,2,Sharjah Cricket Stadium,2024,03,Afghanistan_Ireland_2024-03-18,Afghanistan,Ireland,Afghanistan,False,98
5,PR Stirling,Fazalhaq Farooqi,A Balbirnie,0,0,0,9,146,0,1,0,-,6.0,0,0,,,bat,Afghanistan,2,Sharjah Cricket Stadium,2024,03,Afghanistan_Ireland_2024-03-18,Afghanistan,Ireland,Afghanistan,False,98
6,A Balbirnie,Naveen-ul-Haq,PR Stirling,0,0,0,9,146,9,6,1,-,1.0,1,bowled,A Balbirnie,,bat,Afghanistan,2,Sharjah Cricket Stadium,2024,03,Afghanistan_Ireland_2024-03-18,Afghanistan,Ireland,Afghanistan,False,98
7,L Tucker,Naveen-ul-Haq,PR Stirling,0,0,0,9,146,0,1,2,-,2.0,1,bowled,L Tucker,,bat,Afghanistan,2,Sharjah Cricket Stadium,2024,03,Afghanistan_Ireland_2024-03-18,Afghanistan,Ireland,Afghanistan,False,98
8,HT Tector,Naveen-ul-Haq,PR Stirling,1,0,1,10,145,1,1,2,-,3.0,1,0,,,bat,Afghanistan,2,Sharjah Cricket Stadium,2024,03,Afghanistan_Ireland_2024-03-18,Afghanistan,Ireland,Afghanistan,False,98
9,PR Stirling,Naveen-ul-Haq,HT Tector,0,0,0,10,145,0,2,2,-,4.0,1,0,,,bat,Afghanistan,2,Sharjah Cricket Stadium,2024,03,Afghanistan_Ireland_2024-03-18,Afghanistan,Ireland,Afghanistan,False,98
10,PR Stirling,Naveen-ul-Haq,HT Tector,0,1,1,11,144,0,3,2,legbyes,5.0,1,0,,,bat,Afghanistan,2,Sharjah Cricket Stadium,2024,03,Afghanistan_Ireland_2024-03-18,Afghanistan,Ireland,Afghanistan,False,98
11,HT Tector,Naveen-ul-Haq,PR Stirling,0,0,0,11,144,1,2,2,-,6.0,1,0,,,bat,Afghanistan,2,Sharjah Cricket Stadium,2024,03,Afghanistan_Ireland_2024-03-18,Afghanistan,Ireland,Afghanistan,False,98
