,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
26,SSJ Brooks,Shahnawaz Dhani,BA King,2,0,2,50,122,11,10,0,3,5,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
27,SSJ Brooks,Shahnawaz Dhani,BA King,0,0,0,50,122,11,11,0,4,5,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
28,SSJ Brooks,Shahnawaz Dhani,BA King,0,0,0,50,122,11,12,0,5,5,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
29,SSJ Brooks,Shahnawaz Dhani,BA King,1,0,1,51,121,12,13,0,6,5,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
30,BA King,Shahnawaz Dhani,SSJ Brooks,0,0,0,51,121,37,18,0,7,5,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
31,SSJ Brooks,Mohammad Wasim,BA King,6,0,6,57,115,18,14,0,1,6,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
32,SSJ Brooks,Mohammad Wasim,BA King,2,0,2,59,113,20,15,0,2,6,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
33,SSJ Brooks,Mohammad Wasim,BA King,1,0,1,60,112,21,16,0,3,6,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
34,BA King,Mohammad Wasim,SSJ Brooks,0,0,0,60,112,37,19,0,4,6,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
35,BA King,Mohammad Wasim,SSJ Brooks,6,0,6,66,106,43,20,0,5,6,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
36,BA King,Mohammad Wasim,SSJ Brooks,0,0,0,66,106,43,21,1,6,6,-,bowled,BA King,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
37,SSJ Brooks,Shadab Khan,N Pooran,0,0,0,66,106,21,17,1,1,7,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
38,SSJ Brooks,Shadab Khan,N Pooran,0,0,0,66,106,21,18,1,2,7,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
39,SSJ Brooks,Shadab Khan,N Pooran,1,0,1,67,105,22,19,1,3,7,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
40,N Pooran,Shadab Khan,SSJ Brooks,0,0,0,67,105,0,1,1,4,7,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
41,N Pooran,Shadab Khan,SSJ Brooks,1,0,1,68,104,1,2,1,5,7,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
42,SSJ Brooks,Shadab Khan,N Pooran,1,0,1,69,103,23,20,1,6,7,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
43,SSJ Brooks,Mohammad Nawaz,N Pooran,4,0,4,73,99,27,21,1,1,8,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
44,SSJ Brooks,Mohammad Nawaz,N Pooran,1,0,1,74,98,28,22,1,2,8,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
45,N Pooran,Mohammad Nawaz,SSJ Brooks,1,0,1,75,97,2,3,1,3,8,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
46,SSJ Brooks,Mohammad Nawaz,N Pooran,1,0,1,76,96,29,23,1,4,8,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
47,N Pooran,Mohammad Nawaz,SSJ Brooks,0,0,0,76,96,2,4,1,5,8,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
48,N Pooran,Mohammad Nawaz,SSJ Brooks,2,0,2,78,94,4,5,1,6,8,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
49,SSJ Brooks,Shadab Khan,N Pooran,6,0,6,84,88,35,24,1,1,9,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
50,SSJ Brooks,Shadab Khan,N Pooran,6,0,6,90,82,41,25,1,2,9,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
51,SSJ Brooks,Shadab Khan,N Pooran,0,0,0,90,82,41,26,1,3,9,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
52,SSJ Brooks,Shadab Khan,N Pooran,6,0,6,96,76,47,27,1,4,9,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
53,SSJ Brooks,Shadab Khan,N Pooran,0,0,0,96,76,47,28,1,5,9,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
54,SSJ Brooks,Shadab Khan,N Pooran,1,0,1,97,75,48,29,1,6,9,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
55,SSJ Brooks,Shahnawaz Dhani,N Pooran,1,0,1,98,74,49,30,1,1,10,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
56,N Pooran,Shahnawaz Dhani,SSJ Brooks,0,0,0,98,74,4,6,1,2,10,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
57,N Pooran,Shahnawaz Dhani,SSJ Brooks,1,0,1,99,73,5,7,1,3,10,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
58,SSJ Brooks,Shahnawaz Dhani,N Pooran,0,0,0,99,73,49,31,2,4,10,-,caught,SSJ Brooks,Iftikhar Ahmed,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
59,DM Bravo,Shahnawaz Dhani,N Pooran,0,0,0,99,73,0,1,2,5,10,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
60,DM Bravo,Shahnawaz Dhani,N Pooran,0,0,0,99,73,0,2,2,6,10,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
61,N Pooran,Iftikhar Ahmed,DM Bravo,6,0,6,105,67,11,8,2,1,11,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
62,N Pooran,Iftikhar Ahmed,DM Bravo,0,0,0,105,67,11,9,2,2,11,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
63,N Pooran,Iftikhar Ahmed,DM Bravo,6,0,6,111,61,17,10,2,3,11,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
64,N Pooran,Iftikhar Ahmed,DM Bravo,1,0,1,112,60,18,11,2,4,11,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
65,DM Bravo,Iftikhar Ahmed,N Pooran,1,0,1,113,59,1,3,2,5,11,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
66,N Pooran,Iftikhar Ahmed,DM Bravo,1,0,1,114,58,19,12,2,6,11,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
67,N Pooran,Mohammad Wasim,DM Bravo,6,0,6,120,52,25,13,2,1,12,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
68,N Pooran,Mohammad Wasim,DM Bravo,0,0,0,120,52,25,14,2,2,12,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
69,N Pooran,Mohammad Wasim,DM Bravo,1,0,1,121,51,26,15,2,3,12,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
70,DM Bravo,Mohammad Wasim,N Pooran,2,0,2,123,49,3,4,2,4,12,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
71,DM Bravo,Mohammad Wasim,N Pooran,0,0,0,123,49,3,5,2,5,12,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
72,DM Bravo,Mohammad Wasim,N Pooran,1,0,1,124,48,4,6,2,6,12,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
73,DM Bravo,Shadab Khan,N Pooran,0,1,1,125,47,4,7,2,1,13,legbyes,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
74,N Pooran,Shadab Khan,DM Bravo,0,0,0,125,47,26,16,2,2,13,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
75,N Pooran,Shadab Khan,DM Bravo,0,1,1,126,46,26,17,2,3,13,wides,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
76,N Pooran,Shadab Khan,DM Bravo,1,0,1,127,45,27,18,2,4,13,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
77,DM Bravo,Shadab Khan,N Pooran,1,0,1,128,44,5,8,2,5,13,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
78,N Pooran,Shadab Khan,DM Bravo,0,1,1,129,43,27,19,2,6,13,legbyes,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
79,DM Bravo,Shadab Khan,N Pooran,1,0,1,130,42,6,9,2,7,13,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
80,DM Bravo,Mohammad Hasnain,N Pooran,2,0,2,132,40,8,10,2,1,14,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
81,DM Bravo,Mohammad Hasnain,N Pooran,0,0,0,132,40,8,11,2,2,14,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
82,DM Bravo,Mohammad Hasnain,N Pooran,0,1,1,133,39,8,12,2,3,14,wides,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
83,DM Bravo,Mohammad Hasnain,N Pooran,1,0,1,134,38,9,13,2,4,14,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
84,N Pooran,Mohammad Hasnain,DM Bravo,6,0,6,140,32,33,20,2,5,14,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
85,N Pooran,Mohammad Hasnain,DM Bravo,1,0,1,141,31,34,21,2,6,14,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
86,DM Bravo,Mohammad Hasnain,N Pooran,2,0,2,143,29,11,14,2,7,14,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
87,N Pooran,Shadab Khan,DM Bravo,0,1,1,144,28,34,22,2,1,15,wides,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
88,N Pooran,Shadab Khan,DM Bravo,0,0,0,144,28,34,23,2,2,15,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
89,N Pooran,Shadab Khan,DM Bravo,0,0,0,144,28,34,24,2,3,15,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
90,N Pooran,Shadab Khan,DM Bravo,0,1,1,145,27,34,25,2,4,15,wides,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
91,N Pooran,Shadab Khan,DM Bravo,1,0,1,146,26,35,26,2,5,15,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
92,DM Bravo,Shadab Khan,N Pooran,1,0,1,147,25,12,15,2,6,15,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
93,N Pooran,Shadab Khan,DM Bravo,1,0,1,148,24,36,27,2,7,15,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
94,DM Bravo,Shadab Khan,N Pooran,0,1,1,149,23,12,16,2,8,15,wides,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
95,DM Bravo,Shadab Khan,N Pooran,4,0,4,153,19,16,17,2,9,15,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
96,N Pooran,Mohammad Hasnain,DM Bravo,4,0,4,157,15,40,28,2,1,16,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
97,N Pooran,Mohammad Hasnain,DM Bravo,1,0,1,158,14,41,29,2,2,16,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
98,DM Bravo,Mohammad Hasnain,N Pooran,1,0,1,159,13,17,18,2,3,16,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
99,N Pooran,Mohammad Hasnain,DM Bravo,6,0,6,165,7,47,30,2,4,16,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
100,N Pooran,Mohammad Hasnain,DM Bravo,1,0,1,166,6,48,31,2,5,16,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
101,DM Bravo,Mohammad Hasnain,N Pooran,4,0,4,170,2,21,19,2,6,16,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
102,N Pooran,Shahnawaz Dhani,DM Bravo,0,0,0,170,2,48,32,2,1,17,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
103,N Pooran,Shahnawaz Dhani,DM Bravo,1,0,1,171,1,49,33,2,2,17,-,0,,,"{'by': 'Pakistan', 'umpire': 'Rashid Riaz', 'batter': 'N Pooran', 'decision': 'struck down'}",bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
104,DM Bravo,Shahnawaz Dhani,N Pooran,4,0,4,175,-3,25,20,2,3,17,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
105,DM Bravo,Shahnawaz Dhani,N Pooran,1,0,1,176,-4,26,21,2,4,17,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
106,N Pooran,Shahnawaz Dhani,DM Bravo,2,0,2,178,-6,51,34,2,5,17,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
107,N Pooran,Shahnawaz Dhani,DM Bravo,1,0,1,179,-7,52,35,2,6,17,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
108,N Pooran,Mohammad Wasim,DM Bravo,4,0,4,183,-11,56,36,2,1,18,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
109,N Pooran,Mohammad Wasim,DM Bravo,0,1,1,184,-12,56,37,2,2,18,noballs,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
110,N Pooran,Mohammad Wasim,DM Bravo,6,0,6,190,-18,62,38,2,3,18,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
111,N Pooran,Mohammad Wasim,DM Bravo,2,0,2,192,-20,64,39,2,4,18,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
112,N Pooran,Mohammad Wasim,DM Bravo,0,0,0,192,-20,64,40,3,5,18,-,caught,N Pooran,Mohammad Nawaz,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
113,DM Bravo,Mohammad Wasim,R Powell,1,0,1,193,-21,27,22,3,6,18,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
114,R Powell,Mohammad Wasim,DM Bravo,0,1,1,194,-22,0,1,3,7,18,legbyes,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
115,R Powell,Shahnawaz Dhani,DM Bravo,1,0,1,195,-23,1,2,3,1,19,-,0,,,,bat,West Indies,1,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,West Indies,Pakistan,207
