,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
14,KS Williamson,B Kumar,DP Conway,0,0,0,11,180,6,11,1,2,0,,,3,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
15,KS Williamson,B Kumar,DP Conway,0,0,0,11,180,6,12,1,3,0,,,3,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
16,KS Williamson,B Kumar,DP Conway,1,0,1,12,179,7,13,1,4,0,,,3,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
17,DP Conway,B Kumar,KS Williamson,0,0,0,12,179,0,3,1,5,0,,,3,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
18,DP Conway,B Kumar,KS Williamson,1,0,1,13,178,1,4,1,6,0,,,3,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
19,DP Conway,Mohammed Siraj,KS Williamson,0,0,0,13,178,1,5,1,1,0,,,4,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
20,DP Conway,Mohammed Siraj,KS Williamson,0,0,0,13,178,1,6,1,2,0,,,4,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
21,DP Conway,Mohammed Siraj,KS Williamson,1,0,1,14,177,2,7,1,3,0,,,4,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
22,KS Williamson,Mohammed Siraj,DP Conway,0,0,0,14,177,7,14,1,4,0,,,4,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
23,KS Williamson,Mohammed Siraj,DP Conway,1,0,1,15,176,8,15,1,5,0,,,4,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
24,DP Conway,Mohammed Siraj,KS Williamson,1,0,1,16,175,3,8,1,6,0,,,4,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
25,DP Conway,B Kumar,KS Williamson,1,0,1,17,174,4,9,1,1,0,,,5,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
26,KS Williamson,B Kumar,DP Conway,2,0,2,19,172,10,16,1,2,0,,,5,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
27,KS Williamson,B Kumar,DP Conway,1,0,1,20,171,11,17,1,3,0,,,5,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
28,DP Conway,B Kumar,KS Williamson,4,0,4,24,167,8,10,1,4,0,,,5,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
29,DP Conway,B Kumar,KS Williamson,1,0,1,25,166,9,11,1,5,0,,,5,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
30,KS Williamson,B Kumar,DP Conway,0,0,0,25,166,11,18,1,6,0,,,5,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
31,DP Conway,Mohammed Siraj,KS Williamson,4,0,4,29,162,13,12,1,1,0,,,6,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
32,DP Conway,Mohammed Siraj,KS Williamson,0,0,0,29,162,13,13,1,2,0,,,6,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
33,DP Conway,Mohammed Siraj,KS Williamson,1,0,1,30,161,14,14,1,3,0,,,6,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
34,KS Williamson,Mohammed Siraj,DP Conway,0,0,0,30,161,11,19,1,4,0,,,6,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
35,KS Williamson,Mohammed Siraj,DP Conway,1,0,1,31,160,12,20,1,5,0,,,6,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
36,DP Conway,Mohammed Siraj,KS Williamson,1,0,1,32,159,15,15,1,6,0,,,6,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
37,DP Conway,Washington Sundar,KS Williamson,4,0,4,36,155,19,16,1,1,0,,,7,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
38,DP Conway,Washington Sundar,KS Williamson,1,0,1,37,154,20,17,1,2,0,,,7,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
39,KS Williamson,Washington Sundar,DP Conway,2,0,2,39,152,14,21,1,3,0,,,7,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
40,KS Williamson,Washington Sundar,DP Conway,4,0,4,43,148,18,22,1,4,0,,,7,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
41,KS Williamson,Washington Sundar,DP Conway,6,0,6,49,142,24,23,1,5,0,,,7,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
42,KS Williamson,Washington Sundar,DP Conway,0,0,0,49,142,24,24,1,6,0,,,7,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
43,DP Conway,YS Chahal,KS Williamson,2,0,2,51,140,22,18,1,1,0,,,8,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
44,DP Conway,YS Chahal,KS Williamson,1,0,1,52,139,23,19,1,2,0,,,8,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
45,KS Williamson,YS Chahal,DP Conway,1,0,1,53,138,25,25,1,3,0,,,8,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
46,DP Conway,YS Chahal,KS Williamson,1,0,1,54,137,24,20,1,4,0,,,8,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
47,KS Williamson,YS Chahal,DP Conway,1,0,1,55,136,26,26,1,5,0,,,8,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
48,DP Conway,YS Chahal,KS Williamson,1,0,1,56,135,25,21,1,6,0,,,8,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
49,DP Conway,Washington Sundar,KS Williamson,0,0,0,56,135,25,22,2,1,caught,DP Conway,Arshdeep Singh,9,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
50,GD Phillips,Washington Sundar,KS Williamson,4,0,4,60,131,4,1,2,2,0,,,9,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
51,GD Phillips,Washington Sundar,KS Williamson,1,0,1,61,130,5,2,2,3,0,,,9,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
52,KS Williamson,Washington Sundar,GD Phillips,1,0,1,62,129,27,27,2,4,0,,,9,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
53,GD Phillips,Washington Sundar,KS Williamson,1,0,1,63,128,6,3,2,5,0,,,9,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
54,KS Williamson,Washington Sundar,GD Phillips,0,0,0,63,128,27,28,2,6,0,,,9,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
55,GD Phillips,YS Chahal,KS Williamson,6,0,6,69,122,12,4,2,1,0,,,10,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
56,GD Phillips,YS Chahal,KS Williamson,0,0,0,69,122,12,5,2,2,0,,,10,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
57,GD Phillips,YS Chahal,KS Williamson,0,0,0,69,122,12,6,3,3,bowled,GD Phillips,,10,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
58,DJ Mitchell,YS Chahal,KS Williamson,0,0,0,69,122,0,1,3,4,0,,,10,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
59,DJ Mitchell,YS Chahal,KS Williamson,1,0,1,70,121,1,2,3,5,0,,,10,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
60,KS Williamson,YS Chahal,DJ Mitchell,1,0,1,71,120,28,29,3,6,0,,,10,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
61,KS Williamson,DJ Hooda,DJ Mitchell,1,0,1,72,119,29,30,3,1,0,,,11,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
62,DJ Mitchell,DJ Hooda,KS Williamson,2,0,2,74,117,3,3,3,2,0,,,11,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
63,DJ Mitchell,DJ Hooda,KS Williamson,0,0,0,74,117,3,4,3,3,0,,,11,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
64,DJ Mitchell,DJ Hooda,KS Williamson,1,0,1,75,116,4,5,3,4,0,,,11,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
65,KS Williamson,DJ Hooda,DJ Mitchell,1,0,1,76,115,30,31,3,5,0,,,11,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
66,DJ Mitchell,DJ Hooda,KS Williamson,1,0,1,77,114,5,6,3,6,0,,,11,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
67,DJ Mitchell,YS Chahal,KS Williamson,1,0,1,78,113,6,7,3,1,0,,,12,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
68,KS Williamson,YS Chahal,DJ Mitchell,2,0,2,80,111,32,32,3,2,0,,,12,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
69,KS Williamson,YS Chahal,DJ Mitchell,1,0,1,81,110,33,33,3,3,0,,,12,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
70,DJ Mitchell,YS Chahal,KS Williamson,1,0,1,82,109,7,8,3,4,0,,,12,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
71,KS Williamson,YS Chahal,DJ Mitchell,1,0,1,83,108,34,34,3,5,0,,,12,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
72,DJ Mitchell,YS Chahal,KS Williamson,2,0,2,85,106,9,9,3,6,0,,,12,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
73,KS Williamson,DJ Hooda,DJ Mitchell,1,0,1,86,105,35,35,3,1,0,,,13,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
74,DJ Mitchell,DJ Hooda,KS Williamson,1,0,1,87,104,10,10,3,2,0,,,13,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
75,KS Williamson,DJ Hooda,DJ Mitchell,0,0,0,87,104,35,36,3,3,0,,,13,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
76,KS Williamson,DJ Hooda,DJ Mitchell,1,0,1,88,103,36,37,3,4,0,,,13,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
77,DJ Mitchell,DJ Hooda,KS Williamson,0,0,0,88,103,10,11,4,5,caught,DJ Mitchell,SS Iyer,13,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
78,JDS Neesham,DJ Hooda,KS Williamson,0,0,0,88,103,0,1,4,6,0,,,13,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
79,KS Williamson,YS Chahal,JDS Neesham,1,0,1,89,102,37,38,4,1,0,,,14,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
80,JDS Neesham,YS Chahal,KS Williamson,0,0,0,89,102,0,2,4,2,0,,,14,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
81,JDS Neesham,YS Chahal,KS Williamson,0,0,0,89,102,0,3,5,3,caught,JDS Neesham,Ishan Kishan,14,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
82,MJ Santner,YS Chahal,KS Williamson,0,0,0,89,102,0,1,5,4,0,,,14,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
83,MJ Santner,YS Chahal,KS Williamson,1,0,1,90,101,1,2,5,5,0,,,14,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
84,KS Williamson,YS Chahal,MJ Santner,1,0,1,91,100,38,39,5,6,0,,,14,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
85,KS Williamson,Arshdeep Singh,MJ Santner,1,0,1,92,99,39,40,5,1,0,,,15,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
86,MJ Santner,Arshdeep Singh,KS Williamson,1,0,1,93,98,2,3,5,2,0,,,15,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
87,KS Williamson,Arshdeep Singh,MJ Santner,0,0,0,93,98,39,41,5,3,0,,,15,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
88,KS Williamson,Arshdeep Singh,MJ Santner,4,0,4,97,94,43,42,5,4,0,,,15,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
89,KS Williamson,Arshdeep Singh,MJ Santner,0,0,0,97,94,43,43,5,5,0,,,15,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
90,KS Williamson,Arshdeep Singh,MJ Santner,1,0,1,98,93,44,44,5,6,0,,,15,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
91,KS Williamson,Mohammed Siraj,MJ Santner,0,1,1,99,92,44,45,5,1,0,,,16,legbyes,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
92,MJ Santner,Mohammed Siraj,KS Williamson,0,0,0,99,92,2,4,5,2,0,,,16,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
93,MJ Santner,Mohammed Siraj,KS Williamson,0,0,0,99,92,2,5,5,3,0,,,16,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
94,MJ Santner,Mohammed Siraj,KS Williamson,0,0,0,99,92,2,6,5,4,0,,,16,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
95,MJ Santner,Mohammed Siraj,KS Williamson,0,0,0,99,92,2,7,6,5,caught and bowled,MJ Santner,,16,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
96,AF Milne,Mohammed Siraj,KS Williamson,0,0,0,99,92,0,1,6,6,0,,,16,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
97,KS Williamson,Arshdeep Singh,AF Milne,2,0,2,101,90,46,46,6,1,0,,,17,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
98,KS Williamson,Arshdeep Singh,AF Milne,2,0,2,103,88,48,47,6,2,0,,,17,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
99,KS Williamson,Arshdeep Singh,AF Milne,1,0,1,104,87,49,48,6,3,0,,,17,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
100,AF Milne,Arshdeep Singh,KS Williamson,0,0,0,104,87,0,2,6,4,0,,,17,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
101,AF Milne,Arshdeep Singh,KS Williamson,0,0,0,104,87,0,3,6,5,0,,,17,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
102,AF Milne,Arshdeep Singh,KS Williamson,0,1,1,105,86,0,4,6,6,0,,,17,wides,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
103,AF Milne,Arshdeep Singh,KS Williamson,6,0,6,111,80,6,5,6,7,0,,,17,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
104,KS Williamson,Mohammed Siraj,AF Milne,6,0,6,117,74,55,49,6,1,0,,,18,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
105,KS Williamson,Mohammed Siraj,AF Milne,4,0,4,121,70,59,50,6,2,0,,,18,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
106,KS Williamson,Mohammed Siraj,AF Milne,0,0,0,121,70,59,51,6,3,0,,,18,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
107,KS Williamson,Mohammed Siraj,AF Milne,2,0,2,123,68,61,52,6,4,0,,,18,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
108,KS Williamson,Mohammed Siraj,AF Milne,0,1,1,124,67,61,53,6,5,0,,,18,wides,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
109,KS Williamson,Mohammed Siraj,AF Milne,0,0,0,124,67,61,54,7,6,bowled,KS Williamson,,18,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
110,IS Sodhi,Mohammed Siraj,AF Milne,1,0,1,125,66,1,1,7,7,0,,,18,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
111,IS Sodhi,DJ Hooda,AF Milne,0,0,0,125,66,1,2,7,1,0,,,19,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
112,IS Sodhi,DJ Hooda,AF Milne,0,0,0,125,66,1,3,8,2,stumped,IS Sodhi,RR Pant,19,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
113,TG Southee,DJ Hooda,AF Milne,0,0,0,125,66,0,1,9,3,caught,TG Southee,RR Pant,19,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
114,LH Ferguson,DJ Hooda,AF Milne,1,0,1,126,65,1,1,9,4,0,,,19,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
115,AF Milne,DJ Hooda,LH Ferguson,0,0,0,126,65,6,6,10,5,caught,AF Milne,Arshdeep Singh,19,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
