,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
0,FH Allen,B Kumar,DP Conway,0,0,0,0,191,0,1,0,1,0,,,1,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
1,FH Allen,B Kumar,DP Conway,0,0,0,0,191,0,2,1,2,caught,FH Allen,Arshdeep Singh,1,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
2,KS Williamson,B Kumar,DP Conway,0,0,0,0,191,0,1,1,3,0,,,1,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
3,KS Williamson,B Kumar,DP Conway,1,0,1,1,190,1,2,1,4,0,,,1,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
4,DP Conway,B Kumar,KS Williamson,0,0,0,1,190,0,1,1,5,0,,,1,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
5,DP Conway,B Kumar,KS Williamson,0,0,0,1,190,0,2,1,6,0,,,1,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
6,KS Williamson,Arshdeep Singh,DP Conway,0,0,0,1,190,1,3,1,1,0,,,2,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
7,KS Williamson,Arshdeep Singh,DP Conway,0,0,0,1,190,1,4,1,2,0,,,2,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
8,KS Williamson,Arshdeep Singh,DP Conway,0,0,0,1,190,1,5,1,3,0,,,2,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
9,KS Williamson,Arshdeep Singh,DP Conway,4,0,4,5,186,5,6,1,4,0,,,2,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
10,KS Williamson,Arshdeep Singh,DP Conway,0,5,5,10,181,5,7,1,5,0,,,2,wides,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
11,KS Williamson,Arshdeep Singh,DP Conway,0,0,0,10,181,5,8,1,6,0,,,2,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
12,KS Williamson,Arshdeep Singh,DP Conway,1,0,1,11,180,6,9,1,7,0,,,2,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
13,KS Williamson,B Kumar,DP Conway,0,0,0,11,180,6,10,1,1,0,,,3,-,field,New Zealand,2,"Bay Oval, Mount Maunganui",2022,11,India_New Zealand_2022-11-20,India,New Zealand,India,126
