,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
10,DS Smith,Naeem Islam,ADS Fletcher,1,0,1,4,114,2,10,1,3,-,0,,,2,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
11,ADS Fletcher,Naeem Islam,DS Smith,1,0,1,5,113,1,1,1,4,-,0,,,2,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
12,DS Smith,Naeem Islam,ADS Fletcher,6,0,6,11,107,8,11,1,5,-,0,,,2,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
13,DS Smith,Naeem Islam,ADS Fletcher,4,0,4,15,103,12,12,1,6,-,0,,,2,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
14,ADS Fletcher,Shakib Al Hasan,DS Smith,0,0,0,15,103,1,2,1,1,-,0,,,3,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
15,ADS Fletcher,Shakib Al Hasan,DS Smith,0,0,0,15,103,1,3,1,2,-,0,,,3,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
16,ADS Fletcher,Shakib Al Hasan,DS Smith,0,0,0,15,103,1,4,1,3,-,0,,,3,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
17,ADS Fletcher,Shakib Al Hasan,DS Smith,0,0,0,15,103,1,5,1,4,-,0,,,3,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
18,ADS Fletcher,Shakib Al Hasan,DS Smith,1,0,1,16,102,2,6,1,5,-,0,,,3,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
19,DS Smith,Shakib Al Hasan,ADS Fletcher,1,0,1,17,101,13,13,1,6,-,0,,,3,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
20,DS Smith,Mahmudullah,ADS Fletcher,4,0,4,21,97,17,14,1,1,-,0,,,4,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
21,DS Smith,Mahmudullah,ADS Fletcher,6,0,6,27,91,23,15,1,2,-,0,,,4,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
22,DS Smith,Mahmudullah,ADS Fletcher,4,0,4,31,87,27,16,1,3,-,0,,,4,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
23,DS Smith,Mahmudullah,ADS Fletcher,0,0,0,31,87,27,17,1,4,-,0,,,4,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
24,DS Smith,Mahmudullah,ADS Fletcher,1,0,1,32,86,28,18,1,5,-,0,,,4,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
25,ADS Fletcher,Mahmudullah,DS Smith,0,0,0,32,86,2,7,1,6,-,0,,,4,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
26,DS Smith,Shakib Al Hasan,ADS Fletcher,0,0,0,32,86,28,19,1,1,-,0,,,5,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
27,DS Smith,Shakib Al Hasan,ADS Fletcher,0,0,0,32,86,28,20,1,2,-,0,,,5,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
28,DS Smith,Shakib Al Hasan,ADS Fletcher,3,0,3,35,83,31,21,1,3,-,0,,,5,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
29,ADS Fletcher,Shakib Al Hasan,DS Smith,0,0,0,35,83,2,8,1,4,-,0,,,5,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
30,ADS Fletcher,Shakib Al Hasan,DS Smith,1,0,1,36,82,3,9,1,5,-,0,,,5,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
31,DS Smith,Shakib Al Hasan,ADS Fletcher,0,0,0,36,82,31,22,1,6,-,0,,,5,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
32,ADS Fletcher,Nazmul Hossain,DS Smith,0,0,0,36,82,3,10,1,1,-,0,,,6,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
33,ADS Fletcher,Nazmul Hossain,DS Smith,4,0,4,40,78,7,11,1,2,-,0,,,6,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
34,ADS Fletcher,Nazmul Hossain,DS Smith,1,0,1,41,77,8,12,1,3,-,0,,,6,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
35,DS Smith,Nazmul Hossain,ADS Fletcher,1,0,1,42,76,32,23,1,4,-,0,,,6,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
36,ADS Fletcher,Nazmul Hossain,DS Smith,0,4,4,46,72,8,13,1,5,legbyes,0,,,6,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
37,ADS Fletcher,Nazmul Hossain,DS Smith,0,0,0,46,72,8,14,2,6,-,lbw,ADS Fletcher,,6,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
38,DS Smith,Mehrab Hossain jnr,TM Dowlin,0,1,1,47,71,32,24,2,1,wides,0,,,7,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
39,DS Smith,Mehrab Hossain jnr,TM Dowlin,1,0,1,48,70,33,25,2,2,-,0,,,7,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
40,TM Dowlin,Mehrab Hossain jnr,DS Smith,0,0,0,48,70,0,1,2,3,-,0,,,7,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
41,TM Dowlin,Mehrab Hossain jnr,DS Smith,0,0,0,48,70,0,2,2,4,-,0,,,7,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
42,TM Dowlin,Mehrab Hossain jnr,DS Smith,4,0,4,52,66,4,3,2,5,-,0,,,7,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
43,TM Dowlin,Mehrab Hossain jnr,DS Smith,1,0,1,53,65,5,4,2,6,-,0,,,7,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
44,DS Smith,Mehrab Hossain jnr,TM Dowlin,2,0,2,55,63,35,26,2,7,-,0,,,7,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
45,TM Dowlin,Nazmul Hossain,DS Smith,0,0,0,55,63,5,5,2,1,-,0,,,8,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
46,TM Dowlin,Nazmul Hossain,DS Smith,2,0,2,57,61,7,6,2,2,-,0,,,8,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
47,TM Dowlin,Nazmul Hossain,DS Smith,4,0,4,61,57,11,7,2,3,-,0,,,8,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
48,TM Dowlin,Nazmul Hossain,DS Smith,2,0,2,63,55,13,8,2,4,-,0,,,8,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
49,TM Dowlin,Nazmul Hossain,DS Smith,1,0,1,64,54,14,9,2,5,-,0,,,8,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
50,DS Smith,Nazmul Hossain,TM Dowlin,0,0,0,64,54,35,27,2,6,-,0,,,8,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
51,TM Dowlin,Rubel Hossain,DS Smith,1,0,1,65,53,15,10,2,1,-,0,,,9,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
52,DS Smith,Rubel Hossain,TM Dowlin,0,0,0,65,53,35,28,2,2,-,0,,,9,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
53,DS Smith,Rubel Hossain,TM Dowlin,2,0,2,67,51,37,29,2,3,-,0,,,9,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
54,DS Smith,Rubel Hossain,TM Dowlin,0,0,0,67,51,37,30,3,4,-,caught,DS Smith,Mushfiqur Rahim,9,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
55,FL Reifer,Rubel Hossain,TM Dowlin,0,0,0,67,51,0,1,3,5,-,0,,,9,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
56,FL Reifer,Rubel Hossain,TM Dowlin,1,0,1,68,50,1,2,3,6,-,0,,,9,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
57,FL Reifer,Naeem Islam,TM Dowlin,1,0,1,69,49,2,3,3,1,-,0,,,10,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
58,TM Dowlin,Naeem Islam,FL Reifer,0,0,0,69,49,15,11,3,2,-,0,,,10,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
59,TM Dowlin,Naeem Islam,FL Reifer,2,1,3,72,46,17,12,3,3,noballs,0,,,10,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
60,TM Dowlin,Naeem Islam,FL Reifer,4,0,4,76,42,21,13,3,4,-,0,,,10,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
61,TM Dowlin,Naeem Islam,FL Reifer,1,0,1,77,41,22,14,3,5,-,0,,,10,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
62,FL Reifer,Naeem Islam,TM Dowlin,0,0,0,77,41,2,4,3,6,-,0,,,10,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
63,FL Reifer,Naeem Islam,TM Dowlin,0,0,0,77,41,2,5,3,7,-,0,,,10,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
64,TM Dowlin,Rubel Hossain,FL Reifer,0,0,0,77,41,22,15,3,1,-,0,,,11,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
65,TM Dowlin,Rubel Hossain,FL Reifer,0,0,0,77,41,22,16,3,2,-,0,,,11,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
66,TM Dowlin,Rubel Hossain,FL Reifer,0,0,0,77,41,22,17,3,3,-,0,,,11,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
67,TM Dowlin,Rubel Hossain,FL Reifer,1,0,1,78,40,23,18,3,4,-,0,,,11,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
68,FL Reifer,Rubel Hossain,TM Dowlin,1,0,1,79,39,3,6,3,5,-,0,,,11,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
69,TM Dowlin,Rubel Hossain,FL Reifer,0,0,0,79,39,23,19,3,6,-,0,,,11,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
70,FL Reifer,Shakib Al Hasan,TM Dowlin,1,0,1,80,38,4,7,3,1,-,0,,,12,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
71,TM Dowlin,Shakib Al Hasan,FL Reifer,1,0,1,81,37,24,20,3,2,-,0,,,12,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
72,FL Reifer,Shakib Al Hasan,TM Dowlin,0,0,0,81,37,4,8,3,3,-,0,,,12,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
73,FL Reifer,Shakib Al Hasan,TM Dowlin,0,0,0,81,37,4,9,3,4,-,0,,,12,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
74,FL Reifer,Shakib Al Hasan,TM Dowlin,2,0,2,83,35,6,10,3,5,-,0,,,12,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
75,FL Reifer,Shakib Al Hasan,TM Dowlin,0,0,0,83,35,6,11,3,6,-,0,,,12,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
76,TM Dowlin,Rubel Hossain,FL Reifer,1,0,1,84,34,25,21,3,1,-,0,,,13,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
77,FL Reifer,Rubel Hossain,TM Dowlin,1,0,1,85,33,7,12,3,2,-,0,,,13,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
78,TM Dowlin,Rubel Hossain,FL Reifer,1,0,1,86,32,26,22,3,3,-,0,,,13,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
79,FL Reifer,Rubel Hossain,TM Dowlin,4,0,4,90,28,11,13,3,4,-,0,,,13,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
80,FL Reifer,Rubel Hossain,TM Dowlin,0,0,0,90,28,11,14,3,5,-,0,,,13,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
81,FL Reifer,Rubel Hossain,TM Dowlin,0,0,0,90,28,11,15,3,6,-,0,,,13,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
82,TM Dowlin,Mohammad Ashraful,FL Reifer,0,0,0,90,28,26,23,3,1,-,0,,,14,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
83,TM Dowlin,Mohammad Ashraful,FL Reifer,0,0,0,90,28,26,24,3,2,-,0,,,14,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
84,TM Dowlin,Mohammad Ashraful,FL Reifer,0,0,0,90,28,26,25,3,3,-,0,,,14,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
85,TM Dowlin,Mohammad Ashraful,FL Reifer,1,0,1,91,27,27,26,3,4,-,0,,,14,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
86,FL Reifer,Mohammad Ashraful,TM Dowlin,4,0,4,95,23,15,16,3,5,-,0,,,14,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
87,FL Reifer,Mohammad Ashraful,TM Dowlin,0,0,0,95,23,15,17,3,6,-,0,,,14,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
88,TM Dowlin,Mehrab Hossain jnr,FL Reifer,0,0,0,95,23,27,27,3,1,-,0,,,15,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
89,TM Dowlin,Mehrab Hossain jnr,FL Reifer,0,0,0,95,23,27,28,3,2,-,0,,,15,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
90,TM Dowlin,Mehrab Hossain jnr,FL Reifer,1,0,1,96,22,28,29,3,3,-,0,,,15,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
91,FL Reifer,Mehrab Hossain jnr,TM Dowlin,1,0,1,97,21,16,18,3,4,-,0,,,15,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
92,TM Dowlin,Mehrab Hossain jnr,FL Reifer,0,0,0,97,21,28,30,3,5,-,0,,,15,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
93,TM Dowlin,Mehrab Hossain jnr,FL Reifer,4,0,4,101,17,32,31,3,6,-,0,,,15,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
94,FL Reifer,Mohammad Ashraful,TM Dowlin,6,0,6,107,11,22,19,3,1,-,0,,,16,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
95,FL Reifer,Mohammad Ashraful,TM Dowlin,0,0,0,107,11,22,20,4,2,-,caught,FL Reifer,Mahmudullah,16,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
96,TM Dowlin,Mohammad Ashraful,DJG Sammy,0,0,0,107,11,32,32,4,3,-,0,,,16,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
97,TM Dowlin,Mohammad Ashraful,DJG Sammy,1,0,1,108,10,33,33,4,4,-,0,,,16,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
98,DJG Sammy,Mohammad Ashraful,TM Dowlin,6,0,6,114,4,6,1,4,5,-,0,,,16,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
99,DJG Sammy,Mohammad Ashraful,TM Dowlin,0,0,0,114,4,6,2,5,6,-,caught,DJG Sammy,Mahmudullah,16,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
100,DE Bernard,Mehrab Hossain jnr,TM Dowlin,1,0,1,115,3,1,1,5,1,-,0,,,17,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
101,TM Dowlin,Mehrab Hossain jnr,DE Bernard,0,0,0,115,3,33,34,5,2,-,0,,,17,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
102,TM Dowlin,Mehrab Hossain jnr,DE Bernard,0,0,0,115,3,33,35,5,3,-,0,,,17,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
103,TM Dowlin,Mehrab Hossain jnr,DE Bernard,0,0,0,115,3,33,36,5,4,-,0,,,17,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
104,TM Dowlin,Mehrab Hossain jnr,DE Bernard,4,0,4,119,-1,37,37,5,5,-,0,,,17,bat,Bangladesh,2,"Warner Park, Basseterre",2009,08,West Indies_Bangladesh_2009-08-02,West Indies,West Indies,Bangladesh
