,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,Mohammad Rizwan,DJ Willey,Babar Azam,1,0,1,1,,1,1,0,-,1.0,0,0,,,field,England,1,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-20,England,Pakistan,England,False,158
1,Babar Azam,DJ Willey,Mohammad Rizwan,4,0,4,5,,4,1,0,-,2.0,0,0,,,field,England,1,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-20,England,Pakistan,England,False,158
2,Babar Azam,DJ Willey,Mohammad Rizwan,1,0,1,6,,5,2,0,-,3.0,0,0,,,field,England,1,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-20,England,Pakistan,England,False,158
3,Mohammad Rizwan,DJ Willey,Babar Azam,1,0,1,7,,2,2,0,-,4.0,0,0,,,field,England,1,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-20,England,Pakistan,England,False,158
4,Babar Azam,DJ Willey,Mohammad Rizwan,1,0,1,8,,6,3,0,-,5.0,0,0,,,field,England,1,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-20,England,Pakistan,England,False,158
5,Mohammad Rizwan,DJ Willey,Babar Azam,1,0,1,9,,3,3,0,-,6.0,0,0,,,field,England,1,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-20,England,Pakistan,England,False,158
6,Mohammad Rizwan,SM Curran,Babar Azam,0,0,0,9,,3,4,0,-,1.0,1,0,,,field,England,1,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-20,England,Pakistan,England,False,158
7,Mohammad Rizwan,SM Curran,Babar Azam,0,0,0,9,,3,5,0,-,2.0,1,0,,,field,England,1,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-20,England,Pakistan,England,False,158
8,Mohammad Rizwan,SM Curran,Babar Azam,0,0,0,9,,3,6,0,-,3.0,1,0,,,field,England,1,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-20,England,Pakistan,England,False,158
9,Mohammad Rizwan,SM Curran,Babar Azam,1,0,1,10,,4,7,0,-,4.0,1,0,,,field,England,1,"National Stadium, Karachi",2022,09,Pakistan_England_2022-09-20,England,Pakistan,England,False,158
