,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
11,SS Iyer,AS Joseph,SA Yadav,6,0,6,17,173,6,6,1,6,0,,,2,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
12,SA Yadav,OC McCoy,SS Iyer,0,0,0,17,173,11,6,2,1,caught,SA Yadav,DC Thomas,3,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
13,RR Pant,OC McCoy,SS Iyer,0,0,0,17,173,0,1,2,2,0,,,3,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
14,RR Pant,OC McCoy,SS Iyer,6,0,6,23,167,6,2,2,3,0,,,3,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
15,RR Pant,OC McCoy,SS Iyer,1,0,1,24,166,7,3,2,4,0,,,3,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
16,SS Iyer,OC McCoy,RR Pant,0,0,0,24,166,6,7,2,5,0,,,3,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
17,SS Iyer,OC McCoy,RR Pant,3,0,3,27,163,9,8,2,6,0,,,3,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
18,SS Iyer,OF Smith,RR Pant,1,0,1,28,162,10,9,2,1,0,,,4,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
19,RR Pant,OF Smith,SS Iyer,2,0,2,30,160,9,4,2,2,0,,,4,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
20,RR Pant,OF Smith,SS Iyer,2,0,2,32,158,11,5,2,3,0,,,4,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
21,RR Pant,OF Smith,SS Iyer,6,0,6,38,152,17,6,2,4,0,,,4,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
22,RR Pant,OF Smith,SS Iyer,2,0,2,40,150,19,7,2,5,0,,,4,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
23,RR Pant,OF Smith,SS Iyer,0,0,0,40,150,19,8,2,6,0,,,4,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
24,SS Iyer,AS Joseph,RR Pant,0,0,0,40,150,10,10,2,1,0,,,5,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
25,SS Iyer,AS Joseph,RR Pant,0,0,0,40,150,10,11,3,2,caught,SS Iyer,DC Thomas,5,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
26,HH Pandya,AS Joseph,RR Pant,0,4,4,44,146,0,1,3,3,0,,,5,legbyes,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
27,HH Pandya,AS Joseph,RR Pant,0,0,0,44,146,0,2,3,4,0,,,5,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
28,HH Pandya,AS Joseph,RR Pant,4,0,4,48,142,4,3,3,5,0,,,5,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
29,HH Pandya,AS Joseph,RR Pant,0,0,0,48,142,4,4,3,6,0,,,5,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
30,RR Pant,OF Smith,HH Pandya,0,0,0,48,142,19,9,3,1,0,,,6,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
31,RR Pant,OF Smith,HH Pandya,1,0,1,49,141,20,10,3,2,0,,,6,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
32,HH Pandya,OF Smith,RR Pant,6,0,6,55,135,10,5,3,3,0,,,6,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
33,HH Pandya,OF Smith,RR Pant,0,0,0,55,135,10,6,3,4,0,,,6,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
34,HH Pandya,OF Smith,RR Pant,0,0,0,55,135,10,7,3,5,0,,,6,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
35,HH Pandya,OF Smith,RR Pant,1,0,1,56,134,11,8,3,6,0,,,6,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
36,HH Pandya,AJ Hosein,RR Pant,1,0,1,57,133,12,9,3,1,0,,,7,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
37,RR Pant,AJ Hosein,HH Pandya,4,0,4,61,129,24,11,3,2,0,,,7,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
38,RR Pant,AJ Hosein,HH Pandya,0,0,0,61,129,24,12,4,3,caught,RR Pant,OF Smith,7,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
39,RA Jadeja,AJ Hosein,HH Pandya,0,0,0,61,129,0,1,4,4,0,,,7,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
40,RA Jadeja,AJ Hosein,HH Pandya,1,0,1,62,128,1,2,4,5,0,,,7,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
41,HH Pandya,AJ Hosein,RA Jadeja,1,0,1,63,127,13,10,4,6,0,,,7,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
42,HH Pandya,JO Holder,RA Jadeja,0,0,0,63,127,13,11,4,1,0,,,8,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
43,HH Pandya,JO Holder,RA Jadeja,1,0,1,64,126,14,12,4,2,0,,,8,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
44,RA Jadeja,JO Holder,HH Pandya,0,0,0,64,126,1,3,4,3,0,,,8,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
45,RA Jadeja,JO Holder,HH Pandya,1,0,1,65,125,2,4,4,4,0,,,8,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
46,HH Pandya,JO Holder,RA Jadeja,1,0,1,66,124,15,13,4,5,0,,,8,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
47,RA Jadeja,JO Holder,HH Pandya,1,0,1,67,123,3,5,4,6,0,,,8,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
48,RA Jadeja,AJ Hosein,HH Pandya,0,0,0,67,123,3,6,4,1,0,,,9,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
49,RA Jadeja,AJ Hosein,HH Pandya,1,0,1,68,122,4,7,4,2,0,,,9,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
50,HH Pandya,AJ Hosein,RA Jadeja,0,0,0,68,122,15,14,4,3,0,,,9,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
51,HH Pandya,AJ Hosein,RA Jadeja,0,0,0,68,122,15,15,4,4,0,,,9,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
52,HH Pandya,AJ Hosein,RA Jadeja,1,0,1,69,121,16,16,4,5,0,,,9,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
53,RA Jadeja,AJ Hosein,HH Pandya,0,0,0,69,121,4,8,4,6,0,,,9,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
54,HH Pandya,JO Holder,RA Jadeja,1,0,1,70,120,17,17,4,1,0,,,10,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
55,RA Jadeja,JO Holder,HH Pandya,1,0,1,71,119,5,9,4,2,0,,,10,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
56,HH Pandya,JO Holder,RA Jadeja,1,0,1,72,118,18,18,4,3,0,,,10,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
57,RA Jadeja,JO Holder,HH Pandya,1,0,1,73,117,6,10,4,4,0,,,10,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
58,HH Pandya,JO Holder,RA Jadeja,1,0,1,74,116,19,19,4,5,0,,,10,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
59,RA Jadeja,JO Holder,HH Pandya,1,0,1,75,115,7,11,4,6,0,,,10,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
60,RA Jadeja,AJ Hosein,HH Pandya,6,0,6,81,109,13,12,4,1,0,,,11,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
61,RA Jadeja,AJ Hosein,HH Pandya,1,0,1,82,108,14,13,4,2,0,,,11,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
62,HH Pandya,AJ Hosein,RA Jadeja,0,0,0,82,108,19,20,4,3,0,,,11,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
63,HH Pandya,AJ Hosein,RA Jadeja,2,0,2,84,106,21,21,4,4,0,,,11,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
64,HH Pandya,AJ Hosein,RA Jadeja,0,0,0,84,106,21,22,4,5,0,,,11,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
65,HH Pandya,AJ Hosein,RA Jadeja,0,0,0,84,106,21,23,4,6,0,,,11,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
66,RA Jadeja,OF Smith,HH Pandya,1,0,1,85,105,15,14,4,1,0,,,12,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
67,HH Pandya,OF Smith,RA Jadeja,0,2,2,87,103,21,24,4,2,0,,,12,wides,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
68,RA Jadeja,OF Smith,HH Pandya,1,0,1,88,102,16,15,4,3,0,,,12,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
69,HH Pandya,OF Smith,RA Jadeja,6,0,6,94,96,27,25,4,4,0,,,12,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
70,HH Pandya,OF Smith,RA Jadeja,0,0,0,94,96,27,26,4,5,0,,,12,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
71,HH Pandya,OF Smith,RA Jadeja,1,0,1,95,95,28,27,4,6,0,,,12,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
72,RA Jadeja,OF Smith,HH Pandya,1,0,1,96,94,17,16,4,7,0,,,12,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
73,RA Jadeja,AS Joseph,HH Pandya,0,0,0,96,94,17,17,4,1,0,,,13,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
74,RA Jadeja,AS Joseph,HH Pandya,1,0,1,97,93,18,18,4,2,0,,,13,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
75,HH Pandya,AS Joseph,RA Jadeja,2,0,2,99,91,30,28,4,3,0,,,13,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
76,HH Pandya,AS Joseph,RA Jadeja,0,0,0,99,91,30,29,4,4,0,,,13,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
77,HH Pandya,AS Joseph,RA Jadeja,1,0,1,100,90,31,30,4,5,0,,,13,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
78,RA Jadeja,AS Joseph,HH Pandya,1,0,1,101,89,19,19,4,6,0,,,13,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
79,RA Jadeja,JO Holder,HH Pandya,2,0,2,103,87,21,20,4,1,0,,,14,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
80,RA Jadeja,JO Holder,HH Pandya,1,0,1,104,86,22,21,4,2,0,,,14,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
81,HH Pandya,JO Holder,RA Jadeja,0,0,0,104,86,31,31,4,3,0,,,14,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
82,HH Pandya,JO Holder,RA Jadeja,0,0,0,104,86,31,32,5,4,caught,HH Pandya,OF Smith,14,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
83,KD Karthik,JO Holder,RA Jadeja,0,0,0,104,86,0,1,5,5,0,,,14,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
84,KD Karthik,JO Holder,RA Jadeja,1,0,1,105,85,1,2,5,6,0,,,14,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
85,KD Karthik,AJ Hosein,RA Jadeja,1,0,1,106,84,2,3,5,1,0,,,15,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
86,RA Jadeja,AJ Hosein,KD Karthik,1,0,1,107,83,23,22,5,2,0,,,15,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
87,KD Karthik,AJ Hosein,RA Jadeja,0,0,0,107,83,2,4,5,3,0,,,15,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
88,KD Karthik,AJ Hosein,RA Jadeja,0,0,0,107,83,2,5,5,4,0,,,15,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
89,KD Karthik,AJ Hosein,RA Jadeja,1,0,1,108,82,3,6,5,5,0,,,15,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
90,RA Jadeja,AJ Hosein,KD Karthik,1,0,1,109,81,24,23,5,6,0,,,15,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
91,RA Jadeja,AS Joseph,KD Karthik,1,0,1,110,80,25,24,5,1,0,,,16,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
92,KD Karthik,AS Joseph,RA Jadeja,1,0,1,111,79,4,7,5,2,0,,,16,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
93,RA Jadeja,AS Joseph,KD Karthik,0,0,0,111,79,25,25,5,3,0,,,16,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
94,RA Jadeja,AS Joseph,KD Karthik,0,0,0,111,79,25,26,5,4,0,,,16,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
95,RA Jadeja,AS Joseph,KD Karthik,0,0,0,111,79,25,27,5,5,0,,,16,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
96,RA Jadeja,AS Joseph,KD Karthik,1,0,1,112,78,26,28,5,6,0,,,16,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
97,RA Jadeja,OC McCoy,KD Karthik,1,0,1,113,77,27,29,5,1,0,,,17,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
98,KD Karthik,OC McCoy,RA Jadeja,0,1,1,114,76,4,8,5,2,0,,,17,wides,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
99,KD Karthik,OC McCoy,RA Jadeja,1,0,1,115,75,5,9,5,3,0,,,17,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
100,RA Jadeja,OC McCoy,KD Karthik,0,0,0,115,75,27,30,6,4,caught,RA Jadeja,R Powell,17,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
101,KD Karthik,OC McCoy,R Ashwin,1,0,1,116,74,6,10,6,5,0,,,17,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
102,R Ashwin,OC McCoy,KD Karthik,1,0,1,117,73,1,1,6,6,0,,,17,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
103,KD Karthik,OC McCoy,R Ashwin,0,0,0,117,73,6,11,6,7,0,,,17,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
104,R Ashwin,OF Smith,KD Karthik,0,0,0,117,73,1,2,6,1,0,,,18,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
105,R Ashwin,OF Smith,KD Karthik,4,0,4,121,69,5,3,6,2,0,,,18,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
106,R Ashwin,OF Smith,KD Karthik,1,0,1,122,68,6,4,6,3,0,,,18,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
107,KD Karthik,OF Smith,R Ashwin,0,0,0,122,68,6,12,6,4,0,,,18,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
108,KD Karthik,OF Smith,R Ashwin,1,0,1,123,67,7,13,6,5,0,,,18,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
109,R Ashwin,OF Smith,KD Karthik,4,0,4,127,63,10,5,6,6,0,,,18,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
110,KD Karthik,OC McCoy,R Ashwin,0,0,0,127,63,7,14,7,1,caught,KD Karthik,AS Joseph,19,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
111,B Kumar,OC McCoy,R Ashwin,0,0,0,127,63,0,1,7,2,0,,,19,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
112,B Kumar,OC McCoy,R Ashwin,1,0,1,128,62,1,2,7,3,0,,,19,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
113,R Ashwin,OC McCoy,B Kumar,0,0,0,128,62,10,6,8,4,caught,R Ashwin,OF Smith,19,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
114,Avesh Khan,OC McCoy,B Kumar,1,0,1,129,61,1,1,8,5,0,,,19,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
115,B Kumar,OC McCoy,Avesh Khan,0,0,0,129,61,1,3,9,6,caught,B Kumar,DC Thomas,19,-,"{'by': 'West Indies', 'umpire': 'LS Reifer', 'batter': 'B Kumar', 'decision': 'upheld'}",field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
116,Avesh Khan,JO Holder,Arshdeep Singh,6,0,6,135,55,7,2,9,1,0,,,20,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
117,Avesh Khan,JO Holder,Arshdeep Singh,1,0,1,136,54,8,3,9,2,0,,,20,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
118,Arshdeep Singh,JO Holder,Avesh Khan,0,1,1,137,53,0,1,9,3,0,,,20,wides,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
119,Arshdeep Singh,JO Holder,Avesh Khan,1,0,1,138,52,1,2,9,4,0,,,20,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
120,Avesh Khan,JO Holder,Arshdeep Singh,0,0,0,138,52,8,4,10,5,bowled,Avesh Khan,,20,-,,field,West Indies,1,"Warner Park, Basseterre, St Kitts",2022,08,India_West Indies_2022-08-01,West Indies,India,West Indies,138
