,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
111,MS Wade,AS Joseph,SPD Smith,0,0,0,161,-16,1,4,5,5,18,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
112,MS Wade,AS Joseph,SPD Smith,1,0,1,162,-17,2,5,5,6,18,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
113,MS Wade,JO Holder,SPD Smith,2,0,2,164,-19,4,6,5,1,19,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
114,MS Wade,JO Holder,SPD Smith,4,0,4,168,-23,8,7,5,2,19,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
115,MS Wade,JO Holder,SPD Smith,0,0,0,168,-23,8,8,5,3,19,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
116,MS Wade,JO Holder,SPD Smith,2,0,2,170,-25,10,9,5,4,19,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
117,MS Wade,JO Holder,SPD Smith,0,0,0,170,-25,10,10,5,5,19,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
118,MS Wade,JO Holder,SPD Smith,2,0,2,172,-27,12,11,5,6,19,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
119,SPD Smith,AS Joseph,MS Wade,0,0,0,172,-27,17,18,6,1,20,-,bowled,SPD Smith,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
120,PJ Cummins,AS Joseph,MS Wade,0,0,0,172,-27,0,1,6,2,20,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
121,PJ Cummins,AS Joseph,MS Wade,1,0,1,173,-28,1,2,6,3,20,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
122,MS Wade,AS Joseph,PJ Cummins,4,0,4,177,-32,16,12,6,4,20,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
123,MS Wade,AS Joseph,PJ Cummins,0,1,1,178,-33,16,13,6,5,20,wides,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
124,MS Wade,AS Joseph,PJ Cummins,0,0,0,178,-33,16,14,6,6,20,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
125,MS Wade,AS Joseph,PJ Cummins,0,0,0,178,-33,16,15,7,7,20,-,caught,MS Wade,KR Mayers,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
