,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,review,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
10,Liton Das,Washington Sundar,Tamim Iqbal,0,0,0,12,164,7,7,1,5,2,,stumped,Liton Das,KD Karthik,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
11,Soumya Sarkar,Washington Sundar,Tamim Iqbal,0,0,0,12,164,0,1,1,6,2,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
12,Tamim Iqbal,SN Thakur,Soumya Sarkar,0,0,0,12,164,5,5,1,1,3,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
13,Tamim Iqbal,SN Thakur,Soumya Sarkar,4,0,4,16,160,9,6,1,2,3,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
14,Tamim Iqbal,SN Thakur,Soumya Sarkar,4,0,4,20,156,13,7,1,3,3,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
15,Tamim Iqbal,SN Thakur,Soumya Sarkar,6,0,6,26,150,19,8,1,4,3,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
16,Tamim Iqbal,SN Thakur,Soumya Sarkar,4,0,4,30,146,23,9,1,5,3,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
17,Tamim Iqbal,SN Thakur,Soumya Sarkar,1,0,1,31,145,24,10,1,6,3,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
18,Tamim Iqbal,Washington Sundar,Soumya Sarkar,1,0,1,32,144,25,11,1,1,4,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
19,Soumya Sarkar,Washington Sundar,Tamim Iqbal,1,0,1,33,143,1,2,1,2,4,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
20,Tamim Iqbal,Washington Sundar,Soumya Sarkar,0,1,1,34,142,25,12,1,3,4,,0,,,wides,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
21,Tamim Iqbal,Washington Sundar,Soumya Sarkar,1,0,1,35,141,26,13,1,4,4,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
22,Soumya Sarkar,Washington Sundar,Tamim Iqbal,0,0,0,35,141,1,3,2,5,4,,bowled,Soumya Sarkar,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
23,Mushfiqur Rahim,Washington Sundar,Tamim Iqbal,0,0,0,35,141,0,1,2,6,4,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
24,Mushfiqur Rahim,Washington Sundar,Tamim Iqbal,1,0,1,36,140,1,2,2,7,4,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
25,Mushfiqur Rahim,YS Chahal,Tamim Iqbal,1,0,1,37,139,2,3,2,1,5,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
26,Tamim Iqbal,YS Chahal,Mushfiqur Rahim,0,0,0,37,139,26,14,2,2,5,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
27,Tamim Iqbal,YS Chahal,Mushfiqur Rahim,0,0,0,37,139,26,15,2,3,5,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
28,Tamim Iqbal,YS Chahal,Mushfiqur Rahim,1,0,1,38,138,27,16,2,4,5,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
29,Mushfiqur Rahim,YS Chahal,Tamim Iqbal,1,0,1,39,137,3,4,2,5,5,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
30,Tamim Iqbal,YS Chahal,Mushfiqur Rahim,0,0,0,39,137,27,17,2,6,5,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
31,Mushfiqur Rahim,Washington Sundar,Tamim Iqbal,1,0,1,40,136,4,5,2,1,6,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
32,Tamim Iqbal,Washington Sundar,Mushfiqur Rahim,0,0,0,40,136,27,18,2,2,6,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
33,Tamim Iqbal,Washington Sundar,Mushfiqur Rahim,0,0,0,40,136,27,19,2,3,6,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
34,Tamim Iqbal,Washington Sundar,Mushfiqur Rahim,0,0,0,40,136,27,20,3,4,6,,bowled,Tamim Iqbal,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
35,Mahmudullah,Washington Sundar,Mushfiqur Rahim,4,0,4,44,132,4,1,3,5,6,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
36,Mahmudullah,Washington Sundar,Mushfiqur Rahim,4,0,4,48,128,8,2,3,6,6,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
37,Mushfiqur Rahim,YS Chahal,Mahmudullah,0,0,0,48,128,4,6,3,1,7,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
38,Mushfiqur Rahim,YS Chahal,Mahmudullah,4,0,4,52,124,8,7,3,2,7,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
39,Mushfiqur Rahim,YS Chahal,Mahmudullah,0,0,0,52,124,8,8,3,3,7,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
40,Mushfiqur Rahim,YS Chahal,Mahmudullah,0,0,0,52,124,8,9,3,4,7,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
41,Mushfiqur Rahim,YS Chahal,Mahmudullah,0,0,0,52,124,8,10,3,5,7,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
42,Mushfiqur Rahim,YS Chahal,Mahmudullah,1,0,1,53,123,9,11,3,6,7,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
43,Mushfiqur Rahim,V Shankar,Mahmudullah,1,0,1,54,122,10,12,3,1,8,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
44,Mahmudullah,V Shankar,Mushfiqur Rahim,1,0,1,55,121,9,3,3,2,8,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
45,Mushfiqur Rahim,V Shankar,Mahmudullah,0,0,0,55,121,10,13,3,3,8,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
46,Mushfiqur Rahim,V Shankar,Mahmudullah,1,0,1,56,120,11,14,3,4,8,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
47,Mahmudullah,V Shankar,Mushfiqur Rahim,0,0,0,56,120,9,4,3,5,8,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
48,Mahmudullah,V Shankar,Mushfiqur Rahim,1,0,1,57,119,10,5,3,6,8,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
49,Mahmudullah,YS Chahal,Mushfiqur Rahim,0,1,1,58,118,10,6,3,1,9,,0,,,wides,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
50,Mahmudullah,YS Chahal,Mushfiqur Rahim,1,0,1,59,117,11,7,3,2,9,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
51,Mushfiqur Rahim,YS Chahal,Mahmudullah,0,1,1,60,116,11,15,3,3,9,,0,,,wides,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
52,Mushfiqur Rahim,YS Chahal,Mahmudullah,1,0,1,61,115,12,16,3,4,9,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
53,Mahmudullah,YS Chahal,Mushfiqur Rahim,0,0,0,61,115,11,8,3,5,9,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
54,Mahmudullah,YS Chahal,Mushfiqur Rahim,0,0,0,61,115,11,9,4,6,9,,caught,Mahmudullah,KL Rahul,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
55,Sabbir Rahman,YS Chahal,Mushfiqur Rahim,0,0,0,61,115,0,1,4,7,9,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
56,Sabbir Rahman,YS Chahal,Mushfiqur Rahim,0,0,0,61,115,0,2,4,8,9,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
57,Mushfiqur Rahim,V Shankar,Sabbir Rahman,0,0,0,61,115,12,17,4,1,10,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
58,Mushfiqur Rahim,V Shankar,Sabbir Rahman,0,0,0,61,115,12,18,4,2,10,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
59,Mushfiqur Rahim,V Shankar,Sabbir Rahman,1,0,1,62,114,13,19,4,3,10,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
60,Sabbir Rahman,V Shankar,Mushfiqur Rahim,1,0,1,63,113,1,3,4,4,10,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
61,Mushfiqur Rahim,V Shankar,Sabbir Rahman,1,0,1,64,112,14,20,4,5,10,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
62,Sabbir Rahman,V Shankar,Mushfiqur Rahim,0,0,0,64,112,1,4,4,6,10,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
63,Mushfiqur Rahim,Mohammed Siraj,Sabbir Rahman,0,0,0,64,112,14,21,4,1,11,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
64,Mushfiqur Rahim,Mohammed Siraj,Sabbir Rahman,4,0,4,68,108,18,22,4,2,11,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
65,Mushfiqur Rahim,Mohammed Siraj,Sabbir Rahman,4,0,4,72,104,22,23,4,3,11,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
66,Mushfiqur Rahim,Mohammed Siraj,Sabbir Rahman,0,1,1,73,103,22,24,4,4,11,,0,,,wides,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
67,Mushfiqur Rahim,Mohammed Siraj,Sabbir Rahman,6,0,6,79,97,28,25,4,5,11,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
68,Mushfiqur Rahim,Mohammed Siraj,Sabbir Rahman,1,0,1,80,96,29,26,4,6,11,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
69,Sabbir Rahman,Mohammed Siraj,Mushfiqur Rahim,0,0,0,80,96,1,5,4,7,11,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
70,Mushfiqur Rahim,V Shankar,Sabbir Rahman,4,0,4,84,92,33,27,4,1,12,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
71,Mushfiqur Rahim,V Shankar,Sabbir Rahman,2,0,2,86,90,35,28,4,2,12,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
72,Mushfiqur Rahim,V Shankar,Sabbir Rahman,1,0,1,87,89,36,29,4,3,12,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
73,Sabbir Rahman,V Shankar,Mushfiqur Rahim,4,0,4,91,85,5,6,4,4,12,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
74,Sabbir Rahman,V Shankar,Mushfiqur Rahim,1,0,1,92,84,6,7,4,5,12,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
75,Mushfiqur Rahim,V Shankar,Sabbir Rahman,2,0,2,94,82,38,30,4,6,12,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
76,Sabbir Rahman,YS Chahal,Mushfiqur Rahim,0,1,1,95,81,6,8,4,1,13,,0,,,legbyes,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
77,Mushfiqur Rahim,YS Chahal,Sabbir Rahman,1,0,1,96,80,39,31,4,2,13,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
78,Sabbir Rahman,YS Chahal,Mushfiqur Rahim,1,0,1,97,79,7,9,4,3,13,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
79,Mushfiqur Rahim,YS Chahal,Sabbir Rahman,1,0,1,98,78,40,32,4,4,13,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
80,Sabbir Rahman,YS Chahal,Mushfiqur Rahim,0,0,0,98,78,7,10,4,5,13,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
81,Sabbir Rahman,YS Chahal,Mushfiqur Rahim,6,0,6,104,72,13,11,4,6,13,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
82,Mushfiqur Rahim,SN Thakur,Sabbir Rahman,1,0,1,105,71,41,33,4,1,14,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
83,Sabbir Rahman,SN Thakur,Mushfiqur Rahim,1,0,1,106,70,14,12,4,2,14,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
84,Mushfiqur Rahim,SN Thakur,Sabbir Rahman,0,0,0,106,70,41,34,4,3,14,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
85,Mushfiqur Rahim,SN Thakur,Sabbir Rahman,1,0,1,107,69,42,35,4,4,14,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
86,Sabbir Rahman,SN Thakur,Mushfiqur Rahim,1,0,1,108,68,15,13,4,5,14,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
87,Mushfiqur Rahim,SN Thakur,Sabbir Rahman,1,0,1,109,67,43,36,4,6,14,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
88,Mushfiqur Rahim,V Shankar,Sabbir Rahman,1,0,1,110,66,44,37,4,1,15,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
89,Sabbir Rahman,V Shankar,Mushfiqur Rahim,2,0,2,112,64,17,14,4,2,15,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
90,Sabbir Rahman,V Shankar,Mushfiqur Rahim,1,0,1,113,63,18,15,4,3,15,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
91,Mushfiqur Rahim,V Shankar,Sabbir Rahman,1,0,1,114,62,45,38,4,4,15,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
92,Sabbir Rahman,V Shankar,Mushfiqur Rahim,0,0,0,114,62,18,16,4,5,15,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
93,Sabbir Rahman,V Shankar,Mushfiqur Rahim,2,0,2,116,60,20,17,4,6,15,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
94,Mushfiqur Rahim,Washington Sundar,Sabbir Rahman,1,0,1,117,59,46,39,4,1,16,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
95,Sabbir Rahman,Washington Sundar,Mushfiqur Rahim,0,0,0,117,59,20,18,4,2,16,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
96,Sabbir Rahman,Washington Sundar,Mushfiqur Rahim,1,0,1,118,58,21,19,4,3,16,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
97,Mushfiqur Rahim,Washington Sundar,Sabbir Rahman,0,0,0,118,58,46,40,4,4,16,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
98,Mushfiqur Rahim,Washington Sundar,Sabbir Rahman,0,0,0,118,58,46,41,4,5,16,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
99,Mushfiqur Rahim,Washington Sundar,Sabbir Rahman,2,0,2,120,56,48,42,4,6,16,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
100,Sabbir Rahman,SN Thakur,Mushfiqur Rahim,0,0,0,120,56,21,20,4,1,17,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
101,Sabbir Rahman,SN Thakur,Mushfiqur Rahim,4,0,4,124,52,25,21,4,2,17,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
102,Sabbir Rahman,SN Thakur,Mushfiqur Rahim,2,0,2,126,50,27,22,4,3,17,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
103,Sabbir Rahman,SN Thakur,Mushfiqur Rahim,0,0,0,126,50,27,23,5,4,17,,bowled,Sabbir Rahman,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
104,Mehedi Hasan Miraz,SN Thakur,Mushfiqur Rahim,1,0,1,127,49,1,1,5,5,17,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
105,Mushfiqur Rahim,SN Thakur,Mehedi Hasan Miraz,1,0,1,128,48,49,43,5,6,17,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
106,Mushfiqur Rahim,Mohammed Siraj,Mehedi Hasan Miraz,4,0,4,132,44,53,44,5,1,18,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
107,Mushfiqur Rahim,Mohammed Siraj,Mehedi Hasan Miraz,4,0,4,136,40,57,45,5,2,18,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
108,Mushfiqur Rahim,Mohammed Siraj,Mehedi Hasan Miraz,1,0,1,137,39,58,46,5,3,18,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
109,Mehedi Hasan Miraz,Mohammed Siraj,Mushfiqur Rahim,1,0,1,138,38,2,2,5,4,18,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
110,Mushfiqur Rahim,Mohammed Siraj,Mehedi Hasan Miraz,0,0,0,138,38,58,47,5,5,18,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India,159
