,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
47,Hazratullah,SC Getkate,Usman Ghani,6,0,6,88,54,26,5,-,8,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
48,Hazratullah,SC Getkate,Usman Ghani,1,0,1,89,55,27,6,-,8,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
49,Hazratullah,GH Dockrell,Usman Ghani,4,0,4,93,59,28,1,-,9,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
50,Hazratullah,GH Dockrell,Usman Ghani,2,0,2,95,61,29,2,-,9,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
51,Hazratullah,GH Dockrell,Usman Ghani,0,1,1,96,61,30,3,wides,9,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
52,Hazratullah,GH Dockrell,Usman Ghani,1,0,1,97,62,31,4,-,9,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
53,Usman Ghani,GH Dockrell,Hazratullah,1,0,1,98,32,23,5,-,9,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
54,Hazratullah,GH Dockrell,Usman Ghani,0,0,0,98,62,32,6,-,9,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
55,Hazratullah,GH Dockrell,Usman Ghani,4,0,4,102,66,33,7,-,9,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
56,Usman Ghani,SC Getkate,Hazratullah,1,0,1,103,33,24,1,-,10,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
57,Hazratullah,SC Getkate,Usman Ghani,6,0,6,109,72,34,2,-,10,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
58,Hazratullah,SC Getkate,Usman Ghani,0,1,1,110,72,35,3,wides,10,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
59,Hazratullah,SC Getkate,Usman Ghani,1,0,1,111,73,36,4,-,10,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
60,Usman Ghani,SC Getkate,Hazratullah,1,0,1,112,34,25,5,-,10,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
61,Hazratullah,SC Getkate,Usman Ghani,6,0,6,118,79,37,6,-,10,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
62,Hazratullah,SC Getkate,Usman Ghani,4,0,4,122,83,38,7,-,10,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
63,Usman Ghani,Simi Singh,Hazratullah,1,0,1,123,35,26,1,-,11,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
64,Hazratullah,Simi Singh,Usman Ghani,4,0,4,127,87,39,2,-,11,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
65,Hazratullah,Simi Singh,Usman Ghani,1,0,1,128,88,40,3,-,11,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
66,Usman Ghani,Simi Singh,Hazratullah,4,0,4,132,39,27,4,-,11,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
67,Usman Ghani,Simi Singh,Hazratullah,0,1,1,133,39,28,5,wides,11,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
68,Usman Ghani,Simi Singh,Hazratullah,4,0,4,137,43,29,6,-,11,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
69,Usman Ghani,Simi Singh,Hazratullah,1,0,1,138,44,30,7,-,11,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
70,Usman Ghani,WB Rankin,Hazratullah,4,0,4,142,48,31,1,-,12,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
71,Usman Ghani,WB Rankin,Hazratullah,4,0,4,146,52,32,2,-,12,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
72,Usman Ghani,WB Rankin,Hazratullah,1,0,1,147,53,33,3,-,12,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
73,Hazratullah,WB Rankin,Usman Ghani,0,1,1,148,88,41,4,legbyes,12,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
74,Usman Ghani,WB Rankin,Hazratullah,1,0,1,149,54,34,5,-,12,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
75,Hazratullah,WB Rankin,Usman Ghani,2,0,2,151,90,42,6,-,12,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
76,Usman Ghani,PR Stirling,Hazratullah,6,0,6,157,60,35,1,-,13,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
77,Usman Ghani,PR Stirling,Hazratullah,1,0,1,158,61,36,2,-,13,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
78,Hazratullah,PR Stirling,Usman Ghani,0,1,1,159,90,43,3,wides,13,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
79,Hazratullah,PR Stirling,Usman Ghani,0,1,1,160,90,44,4,wides,13,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
80,Hazratullah,PR Stirling,Usman Ghani,0,1,1,161,90,45,5,wides,13,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
81,Hazratullah,PR Stirling,Usman Ghani,6,0,6,167,96,46,6,-,13,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
82,Hazratullah,PR Stirling,Usman Ghani,0,1,1,168,96,47,7,wides,13,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
83,Hazratullah,PR Stirling,Usman Ghani,0,0,0,168,96,48,8,-,13,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
84,Hazratullah,PR Stirling,Usman Ghani,6,0,6,174,102,49,9,-,13,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
85,Hazratullah,PR Stirling,Usman Ghani,1,0,1,175,103,50,10,-,13,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
86,Hazratullah,J Little,Usman Ghani,1,0,1,176,104,51,1,-,14,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
87,Usman Ghani,J Little,Hazratullah,1,0,1,177,62,37,2,-,14,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
88,Hazratullah,J Little,Usman Ghani,1,0,1,178,105,52,3,-,14,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
89,Usman Ghani,J Little,Hazratullah,0,0,0,178,62,38,4,-,14,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
90,Usman Ghani,J Little,Hazratullah,1,0,1,179,63,39,5,-,14,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
91,Hazratullah,J Little,Usman Ghani,6,0,6,185,111,53,6,-,14,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
92,Usman Ghani,KJ O'Brien,Hazratullah,0,0,0,185,63,40,1,-,15,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
93,Usman Ghani,KJ O'Brien,Hazratullah,0,1,1,186,63,41,2,wides,15,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
94,Usman Ghani,KJ O'Brien,Hazratullah,1,0,1,187,64,42,3,-,15,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
95,Hazratullah,KJ O'Brien,Usman Ghani,0,1,1,188,111,54,4,wides,15,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
96,Hazratullah,KJ O'Brien,Usman Ghani,1,0,1,189,112,55,5,-,15,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
97,Usman Ghani,KJ O'Brien,Hazratullah,1,0,1,190,65,43,6,-,15,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
98,Hazratullah,KJ O'Brien,Usman Ghani,1,0,1,191,113,56,7,-,15,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
99,Usman Ghani,KJ O'Brien,Hazratullah,1,0,1,192,66,44,8,-,15,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
100,Usman Ghani,SC Getkate,Hazratullah,1,0,1,193,67,45,1,-,16,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
101,Hazratullah,SC Getkate,Usman Ghani,0,0,0,193,113,57,2,-,16,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
102,Hazratullah,SC Getkate,Usman Ghani,0,1,1,194,113,58,3,wides,16,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
103,Hazratullah,SC Getkate,Usman Ghani,6,0,6,200,119,59,4,-,16,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
104,Hazratullah,SC Getkate,Usman Ghani,0,1,1,201,119,60,5,wides,16,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
105,Hazratullah,SC Getkate,Usman Ghani,1,0,1,202,120,61,6,-,16,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
106,Usman Ghani,SC Getkate,Hazratullah,4,0,4,206,71,46,7,-,16,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
107,Usman Ghani,SC Getkate,Hazratullah,0,0,0,206,71,47,8,-,16,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
108,Hazratullah,KJ O'Brien,Usman Ghani,6,0,6,212,126,62,1,-,17,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
109,Hazratullah,KJ O'Brien,Usman Ghani,6,0,6,218,132,63,2,-,17,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
110,Hazratullah,KJ O'Brien,Usman Ghani,6,0,6,224,138,64,3,-,17,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
111,Hazratullah,KJ O'Brien,Usman Ghani,0,1,1,225,138,65,4,wides,17,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
112,Hazratullah,KJ O'Brien,Usman Ghani,1,0,1,226,139,66,5,-,17,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
113,Usman Ghani,KJ O'Brien,Hazratullah,0,1,1,227,71,48,6,wides,17,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
114,Usman Ghani,KJ O'Brien,Hazratullah,1,0,1,228,72,49,7,-,17,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
115,Hazratullah,KJ O'Brien,Usman Ghani,6,0,6,234,145,67,8,-,17,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
116,Usman Ghani,WB Rankin,Hazratullah,1,0,1,235,73,50,1,-,18,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
117,Hazratullah,WB Rankin,Usman Ghani,0,1,1,236,145,68,2,legbyes,18,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
118,Usman Ghani,WB Rankin,Hazratullah,0,0,0,236,73,51,3,-,18,caught,Usman Ghani,J Little,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
119,Hazratullah,WB Rankin,Shafiqullah,6,0,6,242,151,69,4,-,18,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
120,Hazratullah,WB Rankin,Shafiqullah,2,0,2,244,153,70,5,-,18,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
121,Hazratullah,WB Rankin,Shafiqullah,4,0,4,248,157,71,6,-,18,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
122,Shafiqullah,PKD Chase,Hazratullah,6,0,6,254,6,1,1,-,19,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
