,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
0,Hazratullah,J Little,Usman Ghani,0,0,0,0,0,1,1,-,1,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
1,Hazratullah,J Little,Usman Ghani,0,0,0,0,0,2,2,-,1,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
2,Hazratullah,J Little,Usman Ghani,4,0,4,4,4,3,3,-,1,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
3,Hazratullah,J Little,Usman Ghani,0,0,0,4,4,4,4,-,1,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
4,Hazratullah,J Little,Usman Ghani,0,0,0,4,4,5,5,-,1,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
5,Hazratullah,J Little,Usman Ghani,0,1,1,5,4,6,6,legbyes,1,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
6,Hazratullah,WB Rankin,Usman Ghani,0,1,1,6,4,7,1,legbyes,2,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
7,Usman Ghani,WB Rankin,Hazratullah,0,0,0,6,0,1,2,-,2,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
8,Usman Ghani,WB Rankin,Hazratullah,0,0,0,6,0,2,3,-,2,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
9,Usman Ghani,WB Rankin,Hazratullah,0,0,0,6,0,3,4,-,2,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
10,Usman Ghani,WB Rankin,Hazratullah,0,0,0,6,0,4,5,-,2,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
11,Usman Ghani,WB Rankin,Hazratullah,1,0,1,7,1,5,6,-,2,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
12,Usman Ghani,PKD Chase,Hazratullah,0,0,0,7,1,6,1,-,3,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
13,Usman Ghani,PKD Chase,Hazratullah,4,0,4,11,5,7,2,-,3,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
14,Usman Ghani,PKD Chase,Hazratullah,1,0,1,12,6,8,3,-,3,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
15,Hazratullah,PKD Chase,Usman Ghani,6,0,6,18,10,8,4,-,3,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
16,Hazratullah,PKD Chase,Usman Ghani,4,0,4,22,14,9,5,-,3,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
17,Hazratullah,PKD Chase,Usman Ghani,0,0,0,22,14,10,6,-,3,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
18,Usman Ghani,WB Rankin,Hazratullah,6,0,6,28,12,9,1,-,4,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
19,Usman Ghani,WB Rankin,Hazratullah,1,0,1,29,13,10,2,-,4,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
20,Hazratullah,WB Rankin,Usman Ghani,1,0,1,30,15,11,3,-,4,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
21,Usman Ghani,WB Rankin,Hazratullah,0,0,0,30,13,11,4,-,4,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
22,Usman Ghani,WB Rankin,Hazratullah,1,0,1,31,14,12,5,-,4,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
23,Hazratullah,WB Rankin,Usman Ghani,0,0,0,31,15,12,6,-,4,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
24,Usman Ghani,PKD Chase,Hazratullah,4,0,4,35,18,13,1,-,5,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
25,Usman Ghani,PKD Chase,Hazratullah,0,0,0,35,18,14,2,-,5,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
26,Usman Ghani,PKD Chase,Hazratullah,1,0,1,36,19,15,3,-,5,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
27,Hazratullah,PKD Chase,Usman Ghani,6,0,6,42,21,13,4,-,5,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
28,Hazratullah,PKD Chase,Usman Ghani,4,0,4,46,25,14,5,-,5,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
29,Hazratullah,PKD Chase,Usman Ghani,0,0,0,46,25,15,6,-,5,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
30,Usman Ghani,J Little,Hazratullah,6,0,6,52,25,16,1,-,6,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
31,Usman Ghani,J Little,Hazratullah,1,0,1,53,26,17,2,-,6,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
32,Hazratullah,J Little,Usman Ghani,4,0,4,57,29,16,3,-,6,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
33,Hazratullah,J Little,Usman Ghani,6,0,6,63,35,17,4,-,6,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
34,Hazratullah,J Little,Usman Ghani,0,0,0,63,35,18,5,-,6,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
35,Hazratullah,J Little,Usman Ghani,0,1,1,64,35,19,6,wides,6,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
36,Hazratullah,J Little,Usman Ghani,0,0,0,64,35,20,7,-,6,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
37,Usman Ghani,GH Dockrell,Hazratullah,1,0,1,65,27,18,1,-,7,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
38,Hazratullah,GH Dockrell,Usman Ghani,1,0,1,66,36,21,2,-,7,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
39,Usman Ghani,GH Dockrell,Hazratullah,1,0,1,67,28,19,3,-,7,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
40,Hazratullah,GH Dockrell,Usman Ghani,6,0,6,73,42,22,4,-,7,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
41,Hazratullah,GH Dockrell,Usman Ghani,1,0,1,74,43,23,5,-,7,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
42,Usman Ghani,GH Dockrell,Hazratullah,1,0,1,75,29,20,6,-,7,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
43,Usman Ghani,SC Getkate,Hazratullah,1,0,1,76,30,21,1,-,8,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
44,Hazratullah,SC Getkate,Usman Ghani,4,0,4,80,47,24,2,-,8,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
45,Hazratullah,SC Getkate,Usman Ghani,1,0,1,81,48,25,3,-,8,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
46,Usman Ghani,SC Getkate,Hazratullah,1,0,1,82,31,22,4,-,8,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
