,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,ADS Fletcher,Mohammad Hafeez,E Lewis,0,0,0,0,157,0,1,0,1,0,,,0,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
1,ADS Fletcher,Mohammad Hafeez,E Lewis,0,0,0,0,157,0,2,1,2,bowled,ADS Fletcher,,0,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
2,CH Gayle,Mohammad Hafeez,E Lewis,0,0,0,0,157,0,1,1,3,0,,,0,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
3,CH Gayle,Mohammad Hafeez,E Lewis,1,0,1,1,156,1,2,1,4,0,,,0,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
4,E Lewis,Mohammad Hafeez,CH Gayle,0,0,0,1,156,0,1,1,5,0,,,0,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
5,E Lewis,Mohammad Hafeez,CH Gayle,2,0,2,3,154,2,2,1,6,0,,,0,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
6,CH Gayle,Shaheen Shah Afridi,E Lewis,2,0,2,5,152,3,3,1,1,0,,,1,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
7,CH Gayle,Shaheen Shah Afridi,E Lewis,0,0,0,5,152,3,4,1,2,0,,,1,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
8,CH Gayle,Shaheen Shah Afridi,E Lewis,0,0,0,5,152,3,5,1,3,0,,,1,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
9,CH Gayle,Shaheen Shah Afridi,E Lewis,2,0,2,7,150,5,6,1,4,0,,,1,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
10,CH Gayle,Shaheen Shah Afridi,E Lewis,0,1,1,8,149,5,7,1,5,0,,,1,legbyes,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
11,E Lewis,Shaheen Shah Afridi,CH Gayle,4,0,4,12,145,6,3,1,6,0,,,1,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
12,CH Gayle,Mohammad Hafeez,E Lewis,0,0,0,12,145,5,8,1,1,0,,,2,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
13,CH Gayle,Mohammad Hafeez,E Lewis,0,0,0,12,145,5,9,1,2,0,,,2,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
14,CH Gayle,Mohammad Hafeez,E Lewis,0,0,0,12,145,5,10,1,3,0,,,2,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
15,CH Gayle,Mohammad Hafeez,E Lewis,1,0,1,13,144,6,11,1,4,0,,,2,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
16,E Lewis,Mohammad Hafeez,CH Gayle,1,0,1,14,143,7,4,1,5,0,,,2,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
17,CH Gayle,Mohammad Hafeez,E Lewis,0,0,0,14,143,6,12,1,6,0,,,2,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
18,E Lewis,Shaheen Shah Afridi,CH Gayle,4,0,4,18,139,11,5,1,1,0,,,3,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
19,E Lewis,Shaheen Shah Afridi,CH Gayle,1,0,1,19,138,12,6,1,2,0,,,3,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
20,CH Gayle,Shaheen Shah Afridi,E Lewis,2,0,2,21,136,8,13,1,3,0,,,3,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
21,CH Gayle,Shaheen Shah Afridi,E Lewis,0,0,0,21,136,8,14,1,4,0,,,3,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
22,CH Gayle,Shaheen Shah Afridi,E Lewis,6,0,6,27,130,14,15,1,5,0,,,3,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
23,CH Gayle,Shaheen Shah Afridi,E Lewis,0,0,0,27,130,14,16,1,6,0,,,3,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
24,E Lewis,Mohammad Hafeez,CH Gayle,0,0,0,27,130,12,7,1,1,0,,,4,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
25,E Lewis,Mohammad Hafeez,CH Gayle,0,0,0,27,130,12,8,1,2,0,,,4,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
26,E Lewis,Mohammad Hafeez,CH Gayle,0,0,0,27,130,12,9,1,3,0,,,4,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
27,E Lewis,Mohammad Hafeez,CH Gayle,0,0,0,27,130,12,10,1,4,0,,,4,-,field,West Indies,2,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,West Indies,Pakistan,False,150
