,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,Liton Das,Mujeeb Ur Rahman,Mushfiqur Rahim,0,0,0,0,164,0,1,0,-,1.0,0,,,0,,bat,Afghanistan,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Bangladesh,Afghanistan,False,139,Right hand Bat,,Right arm Offbreak
1,Liton Das,Mujeeb Ur Rahman,Mushfiqur Rahim,0,0,0,0,164,0,2,1,-,2.0,caught,Liton Das,Najeeb Tarakai,0,,bat,Afghanistan,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Bangladesh,Afghanistan,False,139,Right hand Bat,,Right arm Offbreak
2,Mushfiqur Rahim,Mujeeb Ur Rahman,Shakib Al Hasan,1,0,1,1,163,1,1,1,-,3.0,0,,,0,,bat,Afghanistan,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Bangladesh,Afghanistan,False,139,,Left hand Bat,Right arm Offbreak
3,Shakib Al Hasan,Mujeeb Ur Rahman,Mushfiqur Rahim,0,0,0,1,163,0,1,1,-,4.0,0,,,0,,bat,Afghanistan,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Bangladesh,Afghanistan,False,139,Left hand Bat,,Right arm Offbreak
4,Shakib Al Hasan,Mujeeb Ur Rahman,Mushfiqur Rahim,0,0,0,1,163,0,2,1,-,5.0,0,,,0,,bat,Afghanistan,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Bangladesh,Afghanistan,False,139,Left hand Bat,,Right arm Offbreak
5,Shakib Al Hasan,Mujeeb Ur Rahman,Mushfiqur Rahim,1,0,1,2,162,1,3,1,-,6.0,0,,,0,,bat,Afghanistan,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Bangladesh,Afghanistan,False,139,Left hand Bat,,Right arm Offbreak
6,Shakib Al Hasan,Fareed Ahmad,Mushfiqur Rahim,4,0,4,6,158,5,4,1,-,1.0,0,,,1,,bat,Afghanistan,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Bangladesh,Afghanistan,False,139,Left hand Bat,,Left arm Fast
7,Shakib Al Hasan,Fareed Ahmad,Mushfiqur Rahim,0,0,0,6,158,5,5,1,-,2.0,0,,,1,,bat,Afghanistan,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Bangladesh,Afghanistan,False,139,Left hand Bat,,Left arm Fast
8,Shakib Al Hasan,Fareed Ahmad,Mushfiqur Rahim,1,0,1,7,157,6,6,1,-,3.0,0,,,1,,bat,Afghanistan,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Bangladesh,Afghanistan,False,139,Left hand Bat,,Left arm Fast
9,Mushfiqur Rahim,Fareed Ahmad,Shakib Al Hasan,4,0,4,11,153,5,2,1,-,4.0,0,,,1,,bat,Afghanistan,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Bangladesh,Afghanistan,False,139,,Left hand Bat,Left arm Fast
10,Mushfiqur Rahim,Fareed Ahmad,Shakib Al Hasan,0,0,0,11,153,5,3,2,-,5.0,bowled,Mushfiqur Rahim,,1,,bat,Afghanistan,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Bangladesh,Afghanistan,False,139,,Left hand Bat,Left arm Fast
11,Mahmudullah,Fareed Ahmad,Shakib Al Hasan,1,0,1,12,152,1,1,2,-,6.0,0,,,1,,bat,Afghanistan,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Afghanistan_2019-09-15,Afghanistan,Bangladesh,Afghanistan,False,139,Right hand Bat,Left hand Bat,Left arm Fast
