,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
14,Tamim Iqbal,Mohammad Amir,Mohammad Ashraful,0,0,0,12,160,10,9,1,3,0,,,2,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
15,Tamim Iqbal,Mohammad Amir,Mohammad Ashraful,0,0,0,12,160,10,10,1,4,0,,,2,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
16,Tamim Iqbal,Mohammad Amir,Mohammad Ashraful,0,0,0,12,160,10,11,1,5,0,,,2,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
17,Tamim Iqbal,Mohammad Amir,Mohammad Ashraful,1,0,1,13,159,11,12,1,6,0,,,2,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
18,Tamim Iqbal,Mohammad Sami,Mohammad Ashraful,1,0,1,14,158,12,13,1,1,0,,,3,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
19,Mohammad Ashraful,Mohammad Sami,Tamim Iqbal,4,0,4,18,154,6,5,1,2,0,,,3,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
20,Mohammad Ashraful,Mohammad Sami,Tamim Iqbal,0,0,0,18,154,6,6,1,3,0,,,3,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
21,Mohammad Ashraful,Mohammad Sami,Tamim Iqbal,0,1,1,19,153,6,7,1,4,0,,,3,wides,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
22,Mohammad Ashraful,Mohammad Sami,Tamim Iqbal,0,0,0,19,153,6,8,1,5,0,,,3,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
23,Mohammad Ashraful,Mohammad Sami,Tamim Iqbal,1,0,1,20,152,7,9,1,6,0,,,3,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
24,Tamim Iqbal,Mohammad Sami,Mohammad Ashraful,2,0,2,22,150,14,14,1,7,0,,,3,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
25,Mohammad Ashraful,Mohammad Amir,Tamim Iqbal,1,0,1,23,149,8,10,1,1,0,,,4,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
26,Tamim Iqbal,Mohammad Amir,Mohammad Ashraful,1,0,1,24,148,15,15,1,2,0,,,4,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
27,Mohammad Ashraful,Mohammad Amir,Tamim Iqbal,0,0,0,24,148,8,11,1,3,0,,,4,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
28,Mohammad Ashraful,Mohammad Amir,Tamim Iqbal,1,0,1,25,147,9,12,1,4,0,,,4,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
29,Tamim Iqbal,Mohammad Amir,Mohammad Ashraful,4,0,4,29,143,19,16,1,5,0,,,4,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
30,Tamim Iqbal,Mohammad Amir,Mohammad Ashraful,0,0,0,29,143,19,17,1,6,0,,,4,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
31,Mohammad Ashraful,Mohammad Hafeez,Tamim Iqbal,0,0,0,29,143,9,13,1,1,0,,,5,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
32,Mohammad Ashraful,Mohammad Hafeez,Tamim Iqbal,0,1,1,30,142,9,14,1,2,0,,,5,wides,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
33,Mohammad Ashraful,Mohammad Hafeez,Tamim Iqbal,1,0,1,31,141,10,15,1,3,0,,,5,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
34,Tamim Iqbal,Mohammad Hafeez,Mohammad Ashraful,0,0,0,31,141,19,18,2,4,caught and bowled,Tamim Iqbal,,5,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
35,Shakib Al Hasan,Mohammad Hafeez,Mohammad Ashraful,0,0,0,31,141,0,1,2,5,0,,,5,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
36,Shakib Al Hasan,Mohammad Hafeez,Mohammad Ashraful,2,0,2,33,139,2,2,2,6,0,,,5,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
37,Shakib Al Hasan,Mohammad Hafeez,Mohammad Ashraful,3,0,3,36,136,5,3,2,7,0,,,5,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
38,Shakib Al Hasan,Abdul Razzaq,Mohammad Ashraful,1,0,1,37,135,6,4,2,1,0,,,6,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
39,Mohammad Ashraful,Abdul Razzaq,Shakib Al Hasan,1,0,1,38,134,11,16,2,2,0,,,6,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
40,Shakib Al Hasan,Abdul Razzaq,Mohammad Ashraful,0,0,0,38,134,6,5,2,3,0,,,6,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
41,Shakib Al Hasan,Abdul Razzaq,Mohammad Ashraful,1,0,1,39,133,7,6,2,4,0,,,6,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
42,Mohammad Ashraful,Abdul Razzaq,Shakib Al Hasan,4,0,4,43,129,15,17,2,5,0,,,6,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
43,Mohammad Ashraful,Abdul Razzaq,Shakib Al Hasan,0,0,0,43,129,15,18,2,6,0,,,6,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
44,Shakib Al Hasan,Mohammad Hafeez,Mohammad Ashraful,0,0,0,43,129,7,7,2,1,0,,,7,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
45,Shakib Al Hasan,Mohammad Hafeez,Mohammad Ashraful,1,0,1,44,128,8,8,2,2,0,,,7,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
46,Mohammad Ashraful,Mohammad Hafeez,Shakib Al Hasan,0,0,0,44,128,15,19,2,3,0,,,7,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
47,Mohammad Ashraful,Mohammad Hafeez,Shakib Al Hasan,2,0,2,46,126,17,20,2,4,0,,,7,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
48,Mohammad Ashraful,Mohammad Hafeez,Shakib Al Hasan,0,0,0,46,126,17,21,2,5,0,,,7,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
49,Mohammad Ashraful,Mohammad Hafeez,Shakib Al Hasan,1,0,1,47,125,18,22,2,6,0,,,7,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
50,Mohammad Ashraful,Abdul Razzaq,Shakib Al Hasan,6,0,6,53,119,24,23,2,1,0,,,8,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
51,Mohammad Ashraful,Abdul Razzaq,Shakib Al Hasan,0,0,0,53,119,24,24,2,2,0,,,8,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
52,Mohammad Ashraful,Abdul Razzaq,Shakib Al Hasan,1,1,2,55,117,25,25,2,3,0,,,8,noballs,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
53,Shakib Al Hasan,Abdul Razzaq,Mohammad Ashraful,1,0,1,56,116,9,9,2,4,0,,,8,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
54,Mohammad Ashraful,Abdul Razzaq,Shakib Al Hasan,2,0,2,58,114,27,26,2,5,0,,,8,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
55,Mohammad Ashraful,Abdul Razzaq,Shakib Al Hasan,1,0,1,59,113,28,27,2,6,0,,,8,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
56,Shakib Al Hasan,Abdul Razzaq,Mohammad Ashraful,4,0,4,63,109,13,10,2,7,0,,,8,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
57,Mohammad Ashraful,Saeed Ajmal,Shakib Al Hasan,1,0,1,64,108,29,28,2,1,0,,,9,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
58,Shakib Al Hasan,Saeed Ajmal,Mohammad Ashraful,0,0,0,64,108,13,11,2,2,0,,,9,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
59,Shakib Al Hasan,Saeed Ajmal,Mohammad Ashraful,0,0,0,64,108,13,12,2,3,0,,,9,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
60,Shakib Al Hasan,Saeed Ajmal,Mohammad Ashraful,4,0,4,68,104,17,13,2,4,0,,,9,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
61,Shakib Al Hasan,Saeed Ajmal,Mohammad Ashraful,0,0,0,68,104,17,14,2,5,0,,,9,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
62,Shakib Al Hasan,Saeed Ajmal,Mohammad Ashraful,0,0,0,68,104,17,15,2,6,0,,,9,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
63,Mohammad Ashraful,Shahid Afridi,Shakib Al Hasan,4,0,4,72,100,33,29,2,1,0,,,10,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
64,Mohammad Ashraful,Shahid Afridi,Shakib Al Hasan,0,0,0,72,100,33,30,2,2,0,,,10,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
65,Mohammad Ashraful,Shahid Afridi,Shakib Al Hasan,1,0,1,73,99,34,31,2,3,0,,,10,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
66,Shakib Al Hasan,Shahid Afridi,Mohammad Ashraful,0,0,0,73,99,17,16,2,4,0,,,10,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
67,Shakib Al Hasan,Shahid Afridi,Mohammad Ashraful,1,0,1,74,98,18,17,2,5,0,,,10,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
68,Mohammad Ashraful,Shahid Afridi,Shakib Al Hasan,0,0,0,74,98,34,32,2,6,0,,,10,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
69,Shakib Al Hasan,Saeed Ajmal,Mohammad Ashraful,1,0,1,75,97,19,18,2,1,0,,,11,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
70,Mohammad Ashraful,Saeed Ajmal,Shakib Al Hasan,1,0,1,76,96,35,33,2,2,0,,,11,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
71,Shakib Al Hasan,Saeed Ajmal,Mohammad Ashraful,0,0,0,76,96,19,19,2,3,0,,,11,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
72,Shakib Al Hasan,Saeed Ajmal,Mohammad Ashraful,4,0,4,80,92,23,20,2,4,0,,,11,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
73,Shakib Al Hasan,Saeed Ajmal,Mohammad Ashraful,2,0,2,82,90,25,21,2,5,0,,,11,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
74,Shakib Al Hasan,Saeed Ajmal,Mohammad Ashraful,2,0,2,84,88,27,22,2,6,0,,,11,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
75,Mohammad Ashraful,Shahid Afridi,Shakib Al Hasan,6,0,6,90,82,41,34,2,1,0,,,12,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
76,Mohammad Ashraful,Shahid Afridi,Shakib Al Hasan,2,0,2,92,80,43,35,2,2,0,,,12,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
77,Mohammad Ashraful,Shahid Afridi,Shakib Al Hasan,0,0,0,92,80,43,36,2,3,0,,,12,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
78,Mohammad Ashraful,Shahid Afridi,Shakib Al Hasan,0,0,0,92,80,43,37,2,4,0,,,12,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
79,Mohammad Ashraful,Shahid Afridi,Shakib Al Hasan,4,0,4,96,76,47,38,2,5,0,,,12,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
80,Mohammad Ashraful,Shahid Afridi,Shakib Al Hasan,1,0,1,97,75,48,39,2,6,0,,,12,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
81,Mohammad Ashraful,Mohammad Hafeez,Shakib Al Hasan,2,0,2,99,73,50,40,2,1,0,,,13,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
82,Mohammad Ashraful,Mohammad Hafeez,Shakib Al Hasan,1,0,1,100,72,51,41,2,2,0,,,13,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
83,Shakib Al Hasan,Mohammad Hafeez,Mohammad Ashraful,6,0,6,106,66,33,23,2,3,0,,,13,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
84,Shakib Al Hasan,Mohammad Hafeez,Mohammad Ashraful,1,0,1,107,65,34,24,2,4,0,,,13,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
85,Mohammad Ashraful,Mohammad Hafeez,Shakib Al Hasan,1,0,1,108,64,52,42,2,5,0,,,13,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
86,Shakib Al Hasan,Mohammad Hafeez,Mohammad Ashraful,6,0,6,114,58,40,25,2,6,0,,,13,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
87,Mohammad Ashraful,Shahid Afridi,Shakib Al Hasan,1,0,1,115,57,53,43,2,1,0,,,14,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
88,Shakib Al Hasan,Shahid Afridi,Mohammad Ashraful,0,0,0,115,57,40,26,2,2,0,,,14,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
89,Shakib Al Hasan,Shahid Afridi,Mohammad Ashraful,2,0,2,117,55,42,27,2,3,0,,,14,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
90,Shakib Al Hasan,Shahid Afridi,Mohammad Ashraful,2,0,2,119,53,44,28,2,4,0,,,14,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
91,Shakib Al Hasan,Shahid Afridi,Mohammad Ashraful,1,0,1,120,52,45,29,2,5,0,,,14,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
92,Mohammad Ashraful,Shahid Afridi,Shakib Al Hasan,0,0,0,120,52,53,44,2,6,0,,,14,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
93,Shakib Al Hasan,Mohammad Sami,Mohammad Ashraful,2,0,2,122,50,47,30,2,1,0,,,15,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
94,Shakib Al Hasan,Mohammad Sami,Mohammad Ashraful,0,0,0,122,50,47,31,3,2,caught,Shakib Al Hasan,Umar Akmal,15,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
95,Mohammad Ashraful,Mohammad Sami,Mahmudullah,1,0,1,123,49,54,45,3,3,0,,,15,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
96,Mahmudullah,Mohammad Sami,Mohammad Ashraful,0,0,0,123,49,0,1,3,4,0,,,15,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
97,Mahmudullah,Mohammad Sami,Mohammad Ashraful,0,0,0,123,49,0,2,3,5,0,,,15,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
98,Mahmudullah,Mohammad Sami,Mohammad Ashraful,0,0,0,123,49,0,3,4,6,caught,Mahmudullah,Mohammad Amir,15,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
99,Mohammad Ashraful,Shahid Afridi,Naeem Islam,6,0,6,129,43,60,46,4,1,0,,,16,-,bat,Pakistan,2,"Beausejour Stadium, Gros Islet",2010,05,Bangladesh_Pakistan_2010-05-01,Pakistan,Bangladesh,Pakistan,False,151
