,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extras,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
0,P Nissanka,Mustafizur Rahman,BKG Mendis,0,0,0,0,0,1,1,1,,-,0,,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022-09-01,Sri Lanka,Bangladesh
1,P Nissanka,Mustafizur Rahman,BKG Mendis,0,0,0,0,0,2,2,1,,-,0,,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022-09-01,Sri Lanka,Bangladesh
2,P Nissanka,Mustafizur Rahman,BKG Mendis,1,0,1,1,1,3,3,1,,-,0,,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022-09-01,Sri Lanka,Bangladesh
3,BKG Mendis,Mustafizur Rahman,P Nissanka,1,0,1,2,1,1,4,1,,-,0,,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022-09-01,Sri Lanka,Bangladesh
4,P Nissanka,Mustafizur Rahman,BKG Mendis,0,0,0,2,1,4,5,1,,-,0,,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022-09-01,Sri Lanka,Bangladesh
5,P Nissanka,Mustafizur Rahman,BKG Mendis,0,0,0,2,1,5,6,1,,-,0,,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022-09-01,Sri Lanka,Bangladesh
6,BKG Mendis,Taskin Ahmed,P Nissanka,0,0,0,2,1,2,1,2,,-,0,,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022-09-01,Sri Lanka,Bangladesh
7,BKG Mendis,Taskin Ahmed,P Nissanka,1,0,1,3,2,3,2,2,,-,0,,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022-09-01,Sri Lanka,Bangladesh
8,P Nissanka,Taskin Ahmed,BKG Mendis,0,0,0,3,1,6,3,2,,-,0,,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022-09-01,Sri Lanka,Bangladesh
9,P Nissanka,Taskin Ahmed,BKG Mendis,4,0,4,7,5,7,4,2,,-,0,,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022-09-01,Sri Lanka,Bangladesh
10,P Nissanka,Taskin Ahmed,BKG Mendis,1,0,1,8,6,8,5,2,,-,0,,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022-09-01,Sri Lanka,Bangladesh
11,BKG Mendis,Taskin Ahmed,P Nissanka,1,0,1,9,3,4,6,2,,-,0,,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022-09-01,Sri Lanka,Bangladesh
12,BKG Mendis,Shakib Al Hasan,P Nissanka,0,0,0,9,3,5,1,3,,-,0,,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022-09-01,Sri Lanka,Bangladesh
13,BKG Mendis,Shakib Al Hasan,P Nissanka,1,0,1,10,4,6,2,3,,-,0,,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022-09-01,Sri Lanka,Bangladesh
14,P Nissanka,Shakib Al Hasan,BKG Mendis,1,0,1,11,7,9,3,3,,-,0,,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022-09-01,Sri Lanka,Bangladesh
15,BKG Mendis,Shakib Al Hasan,P Nissanka,0,0,0,11,4,7,4,3,,-,0,,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022-09-01,Sri Lanka,Bangladesh
16,BKG Mendis,Shakib Al Hasan,P Nissanka,1,0,1,12,5,8,5,3,,-,0,,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022-09-01,Sri Lanka,Bangladesh
