,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
80,DJ Hussey,I Udana,MEK Hussey,4,0,4,85,52,5,4,5,6,0,,,13,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
81,DJ Hussey,I Udana,MEK Hussey,1,0,1,86,51,6,5,5,7,0,,,13,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
82,DJ Hussey,M Muralitharan,MEK Hussey,0,0,0,86,51,6,6,5,1,0,,,14,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
83,DJ Hussey,M Muralitharan,MEK Hussey,0,0,0,86,51,6,7,5,2,0,,,14,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
84,DJ Hussey,M Muralitharan,MEK Hussey,0,0,0,86,51,6,8,5,3,0,,,14,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
85,DJ Hussey,M Muralitharan,MEK Hussey,1,0,1,87,50,7,9,5,4,0,,,14,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
86,MEK Hussey,M Muralitharan,DJ Hussey,0,0,0,87,50,1,4,5,5,0,,,14,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
87,MEK Hussey,M Muralitharan,DJ Hussey,0,0,0,87,50,1,5,5,6,0,,,14,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
88,DJ Hussey,BAW Mendis,MEK Hussey,0,0,0,87,50,7,10,5,1,0,,,15,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
89,DJ Hussey,BAW Mendis,MEK Hussey,0,0,0,87,50,7,11,5,2,0,,,15,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
90,DJ Hussey,BAW Mendis,MEK Hussey,6,0,6,93,44,13,12,5,3,0,,,15,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
91,DJ Hussey,BAW Mendis,MEK Hussey,1,0,1,94,43,14,13,5,4,0,,,15,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
92,MEK Hussey,BAW Mendis,DJ Hussey,0,0,0,94,43,1,6,6,5,lbw,MEK Hussey,,15,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
93,MG Johnson,BAW Mendis,DJ Hussey,0,0,0,94,43,0,1,6,6,0,,,15,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
94,DJ Hussey,M Muralitharan,MG Johnson,1,0,1,95,42,15,14,6,1,0,,,16,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
95,MG Johnson,M Muralitharan,DJ Hussey,6,0,6,101,36,6,2,6,2,0,,,16,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
96,MG Johnson,M Muralitharan,DJ Hussey,3,0,3,104,33,9,3,6,3,0,,,16,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
97,DJ Hussey,M Muralitharan,MG Johnson,1,0,1,105,32,16,15,6,4,0,,,16,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
98,MG Johnson,M Muralitharan,DJ Hussey,6,0,6,111,26,15,4,6,5,0,,,16,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
99,MG Johnson,M Muralitharan,DJ Hussey,4,0,4,115,22,19,5,6,6,0,,,16,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
100,DJ Hussey,BAW Mendis,MG Johnson,2,0,2,117,20,18,16,6,1,0,,,17,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
101,DJ Hussey,BAW Mendis,MG Johnson,1,0,1,118,19,19,17,6,2,0,,,17,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
102,MG Johnson,BAW Mendis,DJ Hussey,4,0,4,122,15,23,6,6,3,0,,,17,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
103,MG Johnson,BAW Mendis,DJ Hussey,0,0,0,122,15,23,7,6,4,0,,,17,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
104,MG Johnson,BAW Mendis,DJ Hussey,1,0,1,123,14,24,8,6,5,0,,,17,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
105,DJ Hussey,BAW Mendis,MG Johnson,1,0,1,124,13,20,18,6,6,0,,,17,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
106,DJ Hussey,SL Malinga,MG Johnson,1,0,1,125,12,21,19,6,1,0,,,18,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
107,MG Johnson,SL Malinga,DJ Hussey,2,0,2,127,10,26,9,6,2,0,,,18,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
108,MG Johnson,SL Malinga,DJ Hussey,1,0,1,128,9,27,10,6,3,0,,,18,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
109,DJ Hussey,SL Malinga,MG Johnson,1,0,1,129,8,22,20,6,4,0,,,18,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
110,MG Johnson,SL Malinga,DJ Hussey,0,0,0,129,8,27,11,6,5,0,,,18,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
111,MG Johnson,SL Malinga,DJ Hussey,0,0,0,129,8,27,12,6,6,0,,,18,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
112,DJ Hussey,I Udana,MG Johnson,6,0,6,135,2,28,21,6,1,0,,,19,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
113,DJ Hussey,I Udana,MG Johnson,0,0,0,135,2,28,22,7,2,caught,DJ Hussey,ST Jayasuriya,19,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
114,MG Johnson,I Udana,B Lee,1,0,1,136,1,28,13,7,3,0,,,19,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
115,B Lee,I Udana,MG Johnson,4,0,4,140,-3,4,1,7,4,0,,,19,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
116,B Lee,I Udana,MG Johnson,6,0,6,146,-9,10,2,7,5,0,,,19,-,field,Sri Lanka,1,Trent Bridge,2009,06,Australia_Sri Lanka_2009-06-08,Sri Lanka,Australia,Sri Lanka,159
