,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
41,Karim Janat,Shoriful Islam,Mohammad Nabi,1,0,1,50,2,7,6,7,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
42,Karim Janat,Shakib Al Hasan,Mohammad Nabi,1,0,1,51,3,8,1,8,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
43,Mohammad Nabi,Shakib Al Hasan,Karim Janat,0,0,0,51,16,9,2,8,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
44,Mohammad Nabi,Shakib Al Hasan,Karim Janat,1,0,1,52,17,10,3,8,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
45,Karim Janat,Shakib Al Hasan,Mohammad Nabi,0,0,0,52,3,9,4,8,caught,Karim Janat,Nazmul Hossain Shanto,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
46,Najibullah Zadran,Shakib Al Hasan,Mohammad Nabi,0,1,1,53,0,1,5,8,0,,,legbyes,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
47,Mohammad Nabi,Shakib Al Hasan,Najibullah Zadran,0,0,0,53,17,11,6,8,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
48,Najibullah Zadran,Mustafizur Rahman,Mohammad Nabi,1,0,1,54,1,2,1,9,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
49,Mohammad Nabi,Mustafizur Rahman,Najibullah Zadran,0,0,0,54,17,12,2,9,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
50,Mohammad Nabi,Mustafizur Rahman,Najibullah Zadran,1,0,1,55,18,13,3,9,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
51,Najibullah Zadran,Mustafizur Rahman,Mohammad Nabi,0,0,0,55,1,3,4,9,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
52,Najibullah Zadran,Mustafizur Rahman,Mohammad Nabi,0,0,0,55,1,4,5,9,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
53,Najibullah Zadran,Mustafizur Rahman,Mohammad Nabi,2,0,2,57,3,5,6,9,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
54,Mohammad Nabi,Shakib Al Hasan,Najibullah Zadran,0,0,0,57,18,14,1,10,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
55,Mohammad Nabi,Shakib Al Hasan,Najibullah Zadran,1,0,1,58,19,15,2,10,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
56,Najibullah Zadran,Shakib Al Hasan,Mohammad Nabi,1,0,1,59,4,6,3,10,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
57,Mohammad Nabi,Shakib Al Hasan,Najibullah Zadran,2,0,2,61,21,16,4,10,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
58,Mohammad Nabi,Shakib Al Hasan,Najibullah Zadran,0,0,0,61,21,17,5,10,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
59,Mohammad Nabi,Shakib Al Hasan,Najibullah Zadran,1,0,1,62,22,18,6,10,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
60,Mohammad Nabi,Mustafizur Rahman,Najibullah Zadran,1,0,1,63,23,19,1,11,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
61,Najibullah Zadran,Mustafizur Rahman,Mohammad Nabi,1,0,1,64,5,7,2,11,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
62,Mohammad Nabi,Mustafizur Rahman,Najibullah Zadran,0,0,0,64,23,20,3,11,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
63,Mohammad Nabi,Mustafizur Rahman,Najibullah Zadran,1,0,1,65,24,21,4,11,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
64,Najibullah Zadran,Mustafizur Rahman,Mohammad Nabi,0,0,0,65,5,8,5,11,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
65,Najibullah Zadran,Mustafizur Rahman,Mohammad Nabi,1,0,1,66,6,9,6,11,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
66,Najibullah Zadran,Mehedi Hasan Miraz,Mohammad Nabi,4,0,4,70,10,10,1,12,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
67,Najibullah Zadran,Mehedi Hasan Miraz,Mohammad Nabi,0,0,0,70,10,11,2,12,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
68,Najibullah Zadran,Mehedi Hasan Miraz,Mohammad Nabi,1,0,1,71,11,12,3,12,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
69,Mohammad Nabi,Mehedi Hasan Miraz,Najibullah Zadran,1,0,1,72,25,22,4,12,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
70,Najibullah Zadran,Mehedi Hasan Miraz,Mohammad Nabi,0,0,0,72,11,13,5,12,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
71,Najibullah Zadran,Mehedi Hasan Miraz,Mohammad Nabi,0,0,0,72,11,14,6,12,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
72,Mohammad Nabi,Shoriful Islam,Najibullah Zadran,1,0,1,73,26,23,1,13,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
73,Najibullah Zadran,Shoriful Islam,Mohammad Nabi,0,1,1,74,11,15,2,13,0,,,wides,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
74,Najibullah Zadran,Shoriful Islam,Mohammad Nabi,4,0,4,78,15,16,3,13,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
75,Najibullah Zadran,Shoriful Islam,Mohammad Nabi,1,0,1,79,16,17,4,13,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
76,Mohammad Nabi,Shoriful Islam,Najibullah Zadran,1,0,1,80,27,24,5,13,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
77,Najibullah Zadran,Shoriful Islam,Mohammad Nabi,0,0,0,80,16,18,6,13,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
78,Najibullah Zadran,Shoriful Islam,Mohammad Nabi,1,0,1,81,17,19,7,13,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
79,Najibullah Zadran,Mehedi Hasan Miraz,Mohammad Nabi,0,0,0,81,17,20,1,14,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
80,Najibullah Zadran,Mehedi Hasan Miraz,Mohammad Nabi,0,0,0,81,17,21,2,14,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
81,Najibullah Zadran,Mehedi Hasan Miraz,Mohammad Nabi,2,0,2,83,19,22,3,14,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
82,Najibullah Zadran,Mehedi Hasan Miraz,Mohammad Nabi,4,0,4,87,23,23,4,14,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
83,Najibullah Zadran,Mehedi Hasan Miraz,Mohammad Nabi,0,0,0,87,23,24,5,14,caught,Najibullah Zadran,Liton Das,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
84,Azmatullah Omarzai,Mehedi Hasan Miraz,Mohammad Nabi,1,0,1,88,1,1,6,14,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
85,Azmatullah Omarzai,Shakib Al Hasan,Mohammad Nabi,1,0,1,89,2,2,1,15,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
86,Mohammad Nabi,Shakib Al Hasan,Azmatullah Omarzai,2,0,2,91,29,25,2,15,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
87,Mohammad Nabi,Shakib Al Hasan,Azmatullah Omarzai,1,0,1,92,30,26,3,15,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
88,Azmatullah Omarzai,Shakib Al Hasan,Mohammad Nabi,0,0,0,92,2,3,4,15,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
89,Azmatullah Omarzai,Shakib Al Hasan,Mohammad Nabi,2,0,2,94,4,4,5,15,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
90,Azmatullah Omarzai,Shakib Al Hasan,Mohammad Nabi,0,0,0,94,4,5,6,15,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
91,Mohammad Nabi,Nasum Ahmed,Azmatullah Omarzai,4,0,4,98,34,27,1,16,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
92,Mohammad Nabi,Nasum Ahmed,Azmatullah Omarzai,0,0,0,98,34,28,2,16,0,,,-,"{'by': 'Bangladesh', 'umpire': 'Gazi Sohel', 'batter': 'Mohammad Nabi', 'decision': 'struck down', 'type': 'wicket'}",field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
93,Mohammad Nabi,Nasum Ahmed,Azmatullah Omarzai,1,0,1,99,35,29,3,16,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
94,Azmatullah Omarzai,Nasum Ahmed,Mohammad Nabi,1,0,1,100,5,6,4,16,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
95,Mohammad Nabi,Nasum Ahmed,Azmatullah Omarzai,0,0,0,100,35,30,5,16,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
96,Mohammad Nabi,Nasum Ahmed,Azmatullah Omarzai,1,0,1,101,36,31,6,16,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
97,Mohammad Nabi,Taskin Ahmed,Azmatullah Omarzai,6,0,6,107,42,32,1,17,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
98,Mohammad Nabi,Taskin Ahmed,Azmatullah Omarzai,0,1,1,108,42,33,2,17,0,,,legbyes,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
99,Azmatullah Omarzai,Taskin Ahmed,Mohammad Nabi,6,0,6,114,11,7,3,17,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
100,Azmatullah Omarzai,Taskin Ahmed,Mohammad Nabi,0,0,0,114,11,8,4,17,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
101,Azmatullah Omarzai,Taskin Ahmed,Mohammad Nabi,1,0,1,115,12,9,5,17,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
102,Mohammad Nabi,Taskin Ahmed,Azmatullah Omarzai,0,0,0,115,42,34,6,17,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
103,Azmatullah Omarzai,Mustafizur Rahman,Mohammad Nabi,6,0,6,121,18,10,1,18,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
104,Azmatullah Omarzai,Mustafizur Rahman,Mohammad Nabi,0,0,0,121,18,11,2,18,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
105,Azmatullah Omarzai,Mustafizur Rahman,Mohammad Nabi,1,0,1,122,19,12,3,18,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
106,Mohammad Nabi,Mustafizur Rahman,Azmatullah Omarzai,4,0,4,126,46,35,4,18,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
107,Mohammad Nabi,Mustafizur Rahman,Azmatullah Omarzai,0,0,0,126,46,36,5,18,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
108,Mohammad Nabi,Mustafizur Rahman,Azmatullah Omarzai,0,1,1,127,46,37,6,18,0,,,wides,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
109,Mohammad Nabi,Mustafizur Rahman,Azmatullah Omarzai,2,0,2,129,48,38,7,18,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
110,Azmatullah Omarzai,Shakib Al Hasan,Mohammad Nabi,6,0,6,135,25,13,1,19,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
111,Azmatullah Omarzai,Shakib Al Hasan,Mohammad Nabi,6,0,6,141,31,14,2,19,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
112,Azmatullah Omarzai,Shakib Al Hasan,Mohammad Nabi,2,0,2,143,33,15,3,19,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
113,Azmatullah Omarzai,Shakib Al Hasan,Mohammad Nabi,0,0,0,143,33,16,4,19,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
114,Azmatullah Omarzai,Shakib Al Hasan,Mohammad Nabi,0,0,0,143,33,17,5,19,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
115,Azmatullah Omarzai,Shakib Al Hasan,Mohammad Nabi,0,0,0,143,33,18,6,19,caught,Azmatullah Omarzai,Taskin Ahmed,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
116,Mohammad Nabi,Mustafizur Rahman,Rashid Khan,1,0,1,144,49,39,1,20,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
117,Rashid Khan,Mustafizur Rahman,Mohammad Nabi,3,0,3,147,3,1,2,20,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
118,Mohammad Nabi,Mustafizur Rahman,Rashid Khan,4,0,4,151,53,40,3,20,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
119,Mohammad Nabi,Mustafizur Rahman,Rashid Khan,1,0,1,152,54,41,4,20,0,,,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
120,Rashid Khan,Mustafizur Rahman,Mohammad Nabi,0,0,0,152,3,2,5,20,caught,Rashid Khan,Nazmul Hossain Shanto,-,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
121,Mujeeb Ur Rahman,Mustafizur Rahman,Mohammad Nabi,0,2,2,154,0,1,6,20,0,,,byes,,field,Bangladesh,1,Sylhet International Cricket Stadium,2023-07-14,Bangladesh,Afghanistan,Bangladesh
