,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
0,KL Rahul,Shaheen Shah Afridi,RG Sharma,0,0,0,0,159,0,1,0,1,1,0,,,-,,field,India,2,Melbourne Cricket Ground,2022,10,Pakistan_India_2022-10-23,India,India,Pakistan,160
1,KL Rahul,Shaheen Shah Afridi,RG Sharma,1,0,1,1,158,1,2,0,2,1,0,,,-,,field,India,2,Melbourne Cricket Ground,2022,10,Pakistan_India_2022-10-23,India,India,Pakistan,160
2,RG Sharma,Shaheen Shah Afridi,KL Rahul,1,0,1,2,157,1,1,0,3,1,0,,,-,,field,India,2,Melbourne Cricket Ground,2022,10,Pakistan_India_2022-10-23,India,India,Pakistan,160
3,KL Rahul,Shaheen Shah Afridi,RG Sharma,1,0,1,3,156,2,3,0,4,1,0,,,-,,field,India,2,Melbourne Cricket Ground,2022,10,Pakistan_India_2022-10-23,India,India,Pakistan,160
4,RG Sharma,Shaheen Shah Afridi,KL Rahul,0,0,0,3,156,1,2,0,5,1,0,,,-,,field,India,2,Melbourne Cricket Ground,2022,10,Pakistan_India_2022-10-23,India,India,Pakistan,160
5,RG Sharma,Shaheen Shah Afridi,KL Rahul,2,0,2,5,154,3,3,0,6,1,0,,,-,,field,India,2,Melbourne Cricket Ground,2022,10,Pakistan_India_2022-10-23,India,India,Pakistan,160
6,KL Rahul,Naseem Shah,RG Sharma,0,0,0,5,154,2,4,0,1,2,0,,,-,,field,India,2,Melbourne Cricket Ground,2022,10,Pakistan_India_2022-10-23,India,India,Pakistan,160
7,KL Rahul,Naseem Shah,RG Sharma,0,0,0,5,154,2,5,0,2,2,0,,,-,,field,India,2,Melbourne Cricket Ground,2022,10,Pakistan_India_2022-10-23,India,India,Pakistan,160
8,KL Rahul,Naseem Shah,RG Sharma,2,0,2,7,152,4,6,0,3,2,0,,,-,,field,India,2,Melbourne Cricket Ground,2022,10,Pakistan_India_2022-10-23,India,India,Pakistan,160
9,KL Rahul,Naseem Shah,RG Sharma,0,0,0,7,152,4,7,0,4,2,0,,,-,,field,India,2,Melbourne Cricket Ground,2022,10,Pakistan_India_2022-10-23,India,India,Pakistan,160
10,KL Rahul,Naseem Shah,RG Sharma,0,0,0,7,152,4,8,1,5,2,bowled,KL Rahul,,-,,field,India,2,Melbourne Cricket Ground,2022,10,Pakistan_India_2022-10-23,India,India,Pakistan,160
11,V Kohli,Naseem Shah,RG Sharma,0,0,0,7,152,0,1,1,6,2,0,,,-,,field,India,2,Melbourne Cricket Ground,2022,10,Pakistan_India_2022-10-23,India,India,Pakistan,160
12,RG Sharma,Shaheen Shah Afridi,V Kohli,0,0,0,7,152,3,4,1,1,3,0,,,-,,field,India,2,Melbourne Cricket Ground,2022,10,Pakistan_India_2022-10-23,India,India,Pakistan,160
13,RG Sharma,Shaheen Shah Afridi,V Kohli,1,0,1,8,151,4,5,1,2,3,0,,,-,,field,India,2,Melbourne Cricket Ground,2022,10,Pakistan_India_2022-10-23,India,India,Pakistan,160
14,V Kohli,Shaheen Shah Afridi,RG Sharma,0,0,0,8,151,0,2,1,3,3,0,,,-,,field,India,2,Melbourne Cricket Ground,2022,10,Pakistan_India_2022-10-23,India,India,Pakistan,160
15,V Kohli,Shaheen Shah Afridi,RG Sharma,2,0,2,10,149,2,3,1,4,3,0,,,-,,field,India,2,Melbourne Cricket Ground,2022,10,Pakistan_India_2022-10-23,India,India,Pakistan,160
16,V Kohli,Shaheen Shah Afridi,RG Sharma,0,0,0,10,149,2,4,1,5,3,0,,,-,,field,India,2,Melbourne Cricket Ground,2022,10,Pakistan_India_2022-10-23,India,India,Pakistan,160
17,V Kohli,Shaheen Shah Afridi,RG Sharma,0,0,0,10,149,2,5,1,6,3,0,,,-,,field,India,2,Melbourne Cricket Ground,2022,10,Pakistan_India_2022-10-23,India,India,Pakistan,160
18,RG Sharma,Haris Rauf,V Kohli,0,0,0,10,149,4,6,1,1,4,0,,,-,,field,India,2,Melbourne Cricket Ground,2022,10,Pakistan_India_2022-10-23,India,India,Pakistan,160
19,RG Sharma,Haris Rauf,V Kohli,0,0,0,10,149,4,7,2,2,4,caught,RG Sharma,Iftikhar Ahmed,-,,field,India,2,Melbourne Cricket Ground,2022,10,Pakistan_India_2022-10-23,India,India,Pakistan,160
20,SA Yadav,Haris Rauf,V Kohli,4,0,4,14,145,4,1,2,3,4,0,,,-,,field,India,2,Melbourne Cricket Ground,2022,10,Pakistan_India_2022-10-23,India,India,Pakistan,160
