,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,MD Gunathilaka,DJ Willey,MDKJ Perera,4,0,4,4,176,4,1,0,-,1.0,0,,,0,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Left hand Bat,,Left arm Fast
1,MD Gunathilaka,DJ Willey,MDKJ Perera,0,0,0,4,176,4,2,1,-,2.0,caught,MD Gunathilaka,DJ Malan,0,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Left hand Bat,,Left arm Fast
2,BOP Fernando,DJ Willey,MDKJ Perera,2,0,2,6,174,2,1,1,-,3.0,0,,,0,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Fast
3,BOP Fernando,DJ Willey,MDKJ Perera,0,3,3,9,171,2,2,1,wides,3.0,0,,,0,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Fast
4,BOP Fernando,DJ Willey,MDKJ Perera,2,0,2,11,169,4,3,1,-,4.0,0,,,0,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Fast
5,BOP Fernando,DJ Willey,MDKJ Perera,0,0,0,11,169,4,4,1,-,5.0,0,,,0,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Fast
6,BOP Fernando,DJ Willey,MDKJ Perera,0,1,1,12,168,4,5,1,legbyes,6.0,0,,,0,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Fast
7,BOP Fernando,CR Woakes,MDKJ Perera,0,0,0,12,168,4,6,1,-,1.0,0,,,1,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
8,BOP Fernando,CR Woakes,MDKJ Perera,0,0,0,12,168,4,7,1,-,2.0,0,,,1,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
9,BOP Fernando,CR Woakes,MDKJ Perera,0,0,0,12,168,4,8,1,-,3.0,0,,,1,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
10,BOP Fernando,CR Woakes,MDKJ Perera,0,0,0,12,168,4,9,1,-,4.0,0,,,1,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
11,BOP Fernando,CR Woakes,MDKJ Perera,0,0,0,12,168,4,10,1,-,5.0,0,,,1,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
12,BOP Fernando,CR Woakes,MDKJ Perera,2,0,2,14,166,6,11,1,-,6.0,0,,,1,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
13,MDKJ Perera,DJ Willey,BOP Fernando,0,0,0,14,166,0,1,1,-,1.0,0,,,2,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Left arm Fast
14,MDKJ Perera,DJ Willey,BOP Fernando,0,1,1,15,165,0,2,1,legbyes,2.0,0,,,2,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Left arm Fast
15,BOP Fernando,DJ Willey,MDKJ Perera,0,0,0,15,165,6,12,1,-,3.0,0,,,2,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Fast
16,BOP Fernando,DJ Willey,MDKJ Perera,2,0,2,17,163,8,13,1,-,4.0,0,,,2,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Fast
17,BOP Fernando,DJ Willey,MDKJ Perera,1,0,1,18,162,9,14,1,-,5.0,0,,,2,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Fast
18,MDKJ Perera,DJ Willey,BOP Fernando,2,0,2,20,160,2,3,1,-,6.0,0,,,2,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Left arm Fast
19,BOP Fernando,CR Woakes,MDKJ Perera,1,0,1,21,159,10,15,1,-,1.0,0,,,3,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
20,MDKJ Perera,CR Woakes,BOP Fernando,0,0,0,21,159,2,4,1,-,2.0,0,,,3,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Right arm Fast
21,MDKJ Perera,CR Woakes,BOP Fernando,1,0,1,22,158,3,5,1,-,3.0,0,,,3,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Right arm Fast
22,BOP Fernando,CR Woakes,MDKJ Perera,0,0,0,22,158,10,16,1,-,4.0,0,,,3,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
23,BOP Fernando,CR Woakes,MDKJ Perera,1,0,1,23,157,11,17,1,-,5.0,0,,,3,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
24,MDKJ Perera,CR Woakes,BOP Fernando,0,0,0,23,157,3,6,2,-,6.0,caught,MDKJ Perera,LS Livingstone,3,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Right arm Fast
25,BKG Mendis,DJ Willey,BOP Fernando,0,0,0,23,157,0,1,2,-,1.0,0,,,4,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,Right hand Bat,Left arm Fast
26,BKG Mendis,DJ Willey,BOP Fernando,0,0,0,23,157,0,2,2,-,2.0,0,,,4,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,Right hand Bat,Left arm Fast
27,BKG Mendis,DJ Willey,BOP Fernando,6,0,6,29,151,6,3,2,-,3.0,0,,,4,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,Right hand Bat,Left arm Fast
28,BKG Mendis,DJ Willey,BOP Fernando,0,0,0,29,151,6,4,3,-,4.0,caught,BKG Mendis,JM Bairstow,4,"{'by': 'Sri Lanka', 'umpire': 'MJ Saggers', 'batter': 'BKG Mendis', 'decision': 'struck down'}",field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,Right hand Bat,Left arm Fast
29,N Dickwella,DJ Willey,BOP Fernando,0,0,0,29,151,0,1,3,-,5.0,0,,,4,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Left arm Fast
30,N Dickwella,DJ Willey,BOP Fernando,4,0,4,33,147,4,2,3,-,6.0,0,,,4,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Left arm Fast
31,BOP Fernando,CJ Jordan,N Dickwella,0,0,0,33,147,11,18,3,-,1.0,0,,,5,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
32,BOP Fernando,CJ Jordan,N Dickwella,0,0,0,33,147,11,19,3,-,2.0,0,,,5,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
33,BOP Fernando,CJ Jordan,N Dickwella,6,0,6,39,141,17,20,3,-,3.0,0,,,5,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
34,BOP Fernando,CJ Jordan,N Dickwella,0,0,0,39,141,17,21,3,-,4.0,0,,,5,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
35,BOP Fernando,CJ Jordan,N Dickwella,0,0,0,39,141,17,22,3,-,5.0,0,,,5,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
36,BOP Fernando,CJ Jordan,N Dickwella,0,0,0,39,141,17,23,3,-,6.0,0,,,5,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
37,N Dickwella,SM Curran,BOP Fernando,0,1,1,40,140,4,3,3,legbyes,1.0,0,,,6,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Left arm Medium
38,BOP Fernando,SM Curran,N Dickwella,1,0,1,41,139,18,24,3,-,2.0,0,,,6,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Medium
39,N Dickwella,SM Curran,BOP Fernando,0,0,0,41,139,4,4,3,-,3.0,0,,,6,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Left arm Medium
40,N Dickwella,SM Curran,BOP Fernando,1,0,1,42,138,5,5,3,-,4.0,0,,,6,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Left arm Medium
41,BOP Fernando,SM Curran,N Dickwella,0,1,1,43,137,18,25,3,wides,4.0,0,,,6,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Medium
42,BOP Fernando,SM Curran,N Dickwella,0,0,0,43,137,18,26,3,-,5.0,0,,,6,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Medium
43,BOP Fernando,SM Curran,N Dickwella,0,0,0,43,137,18,27,3,-,6.0,0,,,6,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Medium
44,N Dickwella,CJ Jordan,BOP Fernando,0,0,0,43,137,5,6,3,-,1.0,0,,,7,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Right arm Fast
45,N Dickwella,CJ Jordan,BOP Fernando,1,0,1,44,136,6,7,3,-,2.0,0,,,7,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Right arm Fast
46,BOP Fernando,CJ Jordan,N Dickwella,1,0,1,45,135,19,28,3,-,3.0,0,,,7,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
47,N Dickwella,CJ Jordan,BOP Fernando,0,1,1,46,134,6,8,3,wides,3.0,0,,,7,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Right arm Fast
48,N Dickwella,CJ Jordan,BOP Fernando,0,0,0,46,134,6,9,3,-,4.0,0,,,7,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Right arm Fast
49,N Dickwella,CJ Jordan,BOP Fernando,0,0,0,46,134,6,10,3,-,5.0,0,,,7,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Right arm Fast
50,N Dickwella,CJ Jordan,BOP Fernando,0,0,0,46,134,6,11,3,-,6.0,0,,,7,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Right arm Fast
51,BOP Fernando,SM Curran,N Dickwella,0,0,0,46,134,19,29,4,-,1.0,caught,BOP Fernando,DJ Willey,8,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Medium
52,N Dickwella,SM Curran,MD Shanaka,1,0,1,47,133,7,12,4,-,2.0,0,,,8,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Left arm Medium
53,MD Shanaka,SM Curran,N Dickwella,0,1,1,48,132,0,1,4,legbyes,3.0,0,,,8,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Medium
54,N Dickwella,SM Curran,MD Shanaka,1,0,1,49,131,8,13,4,-,4.0,0,,,8,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Left arm Medium
55,MD Shanaka,SM Curran,N Dickwella,0,0,0,49,131,0,2,4,-,5.0,0,,,8,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Medium
56,MD Shanaka,SM Curran,N Dickwella,0,0,0,49,131,0,3,4,-,6.0,0,,,8,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Medium
57,N Dickwella,CR Woakes,MD Shanaka,0,1,1,50,130,8,14,4,legbyes,1.0,0,,,9,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Right arm Fast
58,MD Shanaka,CR Woakes,N Dickwella,1,0,1,51,129,1,4,4,-,2.0,0,,,9,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
59,N Dickwella,CR Woakes,MD Shanaka,1,0,1,52,128,9,15,4,-,3.0,0,,,9,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Right arm Fast
60,MD Shanaka,CR Woakes,N Dickwella,0,0,0,52,128,1,5,4,-,4.0,0,,,9,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
61,MD Shanaka,CR Woakes,N Dickwella,0,1,1,53,127,1,6,4,wides,4.0,0,,,9,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
62,MD Shanaka,CR Woakes,N Dickwella,0,0,0,53,127,1,7,4,-,5.0,0,,,9,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
63,MD Shanaka,CR Woakes,N Dickwella,0,0,0,53,127,1,8,4,-,6.0,0,,,9,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
64,N Dickwella,SM Curran,MD Shanaka,1,0,1,54,126,10,16,4,-,1.0,0,,,10,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Left arm Medium
65,MD Shanaka,SM Curran,N Dickwella,0,0,0,54,126,1,9,4,-,2.0,0,,,10,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Medium
66,MD Shanaka,SM Curran,N Dickwella,0,0,0,54,126,1,10,4,-,3.0,0,,,10,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Medium
67,MD Shanaka,SM Curran,N Dickwella,0,0,0,54,126,1,11,4,-,4.0,0,,,10,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Medium
68,MD Shanaka,SM Curran,N Dickwella,4,0,4,58,122,5,12,4,-,5.0,0,,,10,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Medium
69,MD Shanaka,SM Curran,N Dickwella,0,1,1,59,121,5,13,4,noballs,5.0,0,,,10,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Medium
70,MD Shanaka,SM Curran,N Dickwella,1,0,1,60,120,6,14,4,-,6.0,0,,,10,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Medium
71,MD Shanaka,CR Woakes,N Dickwella,0,0,0,60,120,6,15,4,-,1.0,0,,,11,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
72,MD Shanaka,CR Woakes,N Dickwella,1,0,1,61,119,7,16,5,-,2.0,run out,MD Shanaka,SW Billings,11,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
73,N Dickwella,CR Woakes,PWH de Silva,0,1,1,62,118,10,17,5,byes,3.0,0,,,11,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Right arm Fast
74,PWH de Silva,CR Woakes,N Dickwella,0,0,0,62,118,0,1,5,-,4.0,0,,,11,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
75,PWH de Silva,CR Woakes,N Dickwella,0,0,0,62,118,0,2,5,-,5.0,0,,,11,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
76,PWH de Silva,CR Woakes,N Dickwella,0,0,0,62,118,0,3,5,-,6.0,0,,,11,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Right arm Fast
77,N Dickwella,SM Curran,PWH de Silva,0,0,0,62,118,10,18,5,-,1.0,0,,,12,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Left arm Medium
78,N Dickwella,SM Curran,PWH de Silva,1,0,1,63,117,11,19,5,-,2.0,0,,,12,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Left arm Medium
79,PWH de Silva,SM Curran,N Dickwella,1,0,1,64,116,1,4,5,-,3.0,0,,,12,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,Right hand Bat,,Left arm Medium
80,N Dickwella,SM Curran,PWH de Silva,0,0,0,64,116,11,20,6,-,4.0,caught,N Dickwella,CJ Jordan,12,,field,Sri Lanka,2,"The Rose Bowl, Southampton",2021,06,England_Sri Lanka_2021-06-26,England,Sri Lanka,England,False,91,,Right hand Bat,Left arm Medium
