,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,Tamim Iqbal,MJ Santner,Soumya Sarkar,1,0,1,1,193,1,1,0,1,-,1,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
1,Soumya Sarkar,MJ Santner,Tamim Iqbal,4,0,4,5,189,4,1,0,2,-,1,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
2,Soumya Sarkar,MJ Santner,Tamim Iqbal,0,0,0,5,189,4,2,0,3,-,1,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
3,Soumya Sarkar,MJ Santner,Tamim Iqbal,0,1,1,6,188,4,3,0,4,wides,1,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
4,Soumya Sarkar,MJ Santner,Tamim Iqbal,4,0,4,10,184,8,4,0,5,-,1,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
5,Soumya Sarkar,MJ Santner,Tamim Iqbal,0,0,0,10,184,8,5,0,6,-,1,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
6,Soumya Sarkar,MJ Santner,Tamim Iqbal,0,1,1,11,183,8,6,0,7,wides,1,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
7,Soumya Sarkar,MJ Santner,Tamim Iqbal,0,0,0,11,183,8,7,0,8,-,1,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
8,Tamim Iqbal,BM Wheeler,Soumya Sarkar,0,0,0,11,183,1,2,0,1,-,2,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
9,Tamim Iqbal,BM Wheeler,Soumya Sarkar,1,0,1,12,182,2,3,0,2,-,2,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
10,Soumya Sarkar,BM Wheeler,Tamim Iqbal,1,0,1,13,181,9,8,0,3,-,2,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
11,Tamim Iqbal,BM Wheeler,Soumya Sarkar,0,0,0,13,181,2,4,0,4,-,2,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
12,Tamim Iqbal,BM Wheeler,Soumya Sarkar,0,0,0,13,181,2,5,0,5,-,2,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
13,Tamim Iqbal,BM Wheeler,Soumya Sarkar,2,0,2,15,179,4,6,0,6,-,2,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
14,Soumya Sarkar,TA Boult,Tamim Iqbal,1,0,1,16,178,10,9,0,1,-,3,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
15,Tamim Iqbal,TA Boult,Soumya Sarkar,1,0,1,17,177,5,7,0,2,-,3,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
16,Soumya Sarkar,TA Boult,Tamim Iqbal,1,0,1,18,176,11,10,0,3,-,3,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
17,Tamim Iqbal,TA Boult,Soumya Sarkar,0,0,0,18,176,5,8,0,4,-,3,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
18,Tamim Iqbal,TA Boult,Soumya Sarkar,4,0,4,22,172,9,9,0,5,-,3,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
19,Tamim Iqbal,TA Boult,Soumya Sarkar,4,0,4,26,168,13,10,0,6,-,3,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
20,Soumya Sarkar,BM Wheeler,Tamim Iqbal,0,0,0,26,168,11,11,0,1,-,4,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
21,Soumya Sarkar,BM Wheeler,Tamim Iqbal,1,0,1,27,167,12,12,0,2,-,4,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
22,Tamim Iqbal,BM Wheeler,Soumya Sarkar,4,0,4,31,163,17,11,0,3,-,4,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
23,Tamim Iqbal,BM Wheeler,Soumya Sarkar,1,0,1,32,162,18,12,0,4,-,4,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
24,Soumya Sarkar,BM Wheeler,Tamim Iqbal,4,0,4,36,158,16,13,0,5,-,4,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
25,Soumya Sarkar,BM Wheeler,Tamim Iqbal,1,0,1,37,157,17,14,0,6,-,4,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
26,Soumya Sarkar,TA Boult,Tamim Iqbal,1,0,1,38,156,18,15,0,1,-,5,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
27,Tamim Iqbal,TA Boult,Soumya Sarkar,6,0,6,44,150,24,13,0,2,-,5,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
28,Tamim Iqbal,TA Boult,Soumya Sarkar,0,0,0,44,150,24,14,0,3,-,5,0,,,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-08,New Zealand,Bangladesh,New Zealand,167
