,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
0,HD Rutherford,ST Finn,MJ Guptill,1,0,1,1,213,1,1,0,1,1,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
1,MJ Guptill,ST Finn,HD Rutherford,1,0,1,2,212,1,1,0,2,1,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
2,HD Rutherford,ST Finn,MJ Guptill,4,0,4,6,208,5,2,0,3,1,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
3,HD Rutherford,ST Finn,MJ Guptill,4,0,4,10,204,9,3,0,4,1,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
4,HD Rutherford,ST Finn,MJ Guptill,1,0,1,11,203,10,4,0,5,1,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
5,MJ Guptill,ST Finn,HD Rutherford,2,0,2,13,201,3,2,0,6,1,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
6,HD Rutherford,SCJ Broad,MJ Guptill,0,1,1,14,200,10,5,0,1,2,legbyes,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
7,MJ Guptill,SCJ Broad,HD Rutherford,0,0,0,14,200,3,3,0,2,2,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
8,MJ Guptill,SCJ Broad,HD Rutherford,1,0,1,15,199,4,4,0,3,2,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
9,HD Rutherford,SCJ Broad,MJ Guptill,1,0,1,16,198,11,6,0,4,2,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
10,MJ Guptill,SCJ Broad,HD Rutherford,1,0,1,17,197,5,5,0,5,2,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
11,HD Rutherford,SCJ Broad,MJ Guptill,1,0,1,18,196,12,7,0,6,2,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
12,HD Rutherford,JW Dernbach,MJ Guptill,0,0,0,18,196,12,8,0,1,3,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
13,HD Rutherford,JW Dernbach,MJ Guptill,0,1,1,19,195,12,9,0,2,3,legbyes,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
14,MJ Guptill,JW Dernbach,HD Rutherford,0,0,0,19,195,5,6,0,3,3,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
15,MJ Guptill,JW Dernbach,HD Rutherford,0,0,0,19,195,5,7,0,4,3,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
16,MJ Guptill,JW Dernbach,HD Rutherford,2,0,2,21,193,7,8,0,5,3,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
17,MJ Guptill,JW Dernbach,HD Rutherford,4,0,4,25,189,11,9,0,6,3,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
18,HD Rutherford,SCJ Broad,MJ Guptill,6,0,6,31,183,18,10,0,1,4,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
19,HD Rutherford,SCJ Broad,MJ Guptill,0,0,0,31,183,18,11,1,2,4,-,caught,HD Rutherford,JC Tredwell,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
20,MJ Guptill,SCJ Broad,BB McCullum,1,0,1,32,182,12,10,1,3,4,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
21,BB McCullum,SCJ Broad,MJ Guptill,4,0,4,36,178,4,1,1,4,4,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
22,BB McCullum,SCJ Broad,MJ Guptill,1,0,1,37,177,5,2,1,5,4,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
23,MJ Guptill,SCJ Broad,BB McCullum,1,0,1,38,176,13,11,1,6,4,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
24,MJ Guptill,ST Finn,BB McCullum,1,0,1,39,175,14,12,1,1,5,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
25,BB McCullum,ST Finn,MJ Guptill,1,0,1,40,174,6,3,1,2,5,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
26,MJ Guptill,ST Finn,BB McCullum,1,0,1,41,173,15,13,1,3,5,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
27,BB McCullum,ST Finn,MJ Guptill,4,0,4,45,169,10,4,1,4,5,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
28,BB McCullum,ST Finn,MJ Guptill,0,1,1,46,168,10,5,1,5,5,wides,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
29,BB McCullum,ST Finn,MJ Guptill,0,0,0,46,168,10,6,2,6,5,-,caught,BB McCullum,EJG Morgan,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
30,MJ Guptill,ST Finn,LRPL Taylor,0,0,0,46,168,15,14,2,7,5,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
31,LRPL Taylor,JW Dernbach,MJ Guptill,1,0,1,47,167,1,1,2,1,6,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
32,MJ Guptill,JW Dernbach,LRPL Taylor,1,0,1,48,166,16,15,2,2,6,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
33,LRPL Taylor,JW Dernbach,MJ Guptill,0,0,0,48,166,1,2,2,3,6,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
34,LRPL Taylor,JW Dernbach,MJ Guptill,1,0,1,49,165,2,3,2,4,6,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
35,MJ Guptill,JW Dernbach,LRPL Taylor,1,0,1,50,164,17,16,2,5,6,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
36,LRPL Taylor,JW Dernbach,MJ Guptill,4,0,4,54,160,6,4,2,6,6,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
37,MJ Guptill,LJ Wright,LRPL Taylor,1,0,1,55,159,18,17,2,1,7,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
38,LRPL Taylor,LJ Wright,MJ Guptill,2,0,2,57,157,8,5,2,2,7,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
39,LRPL Taylor,LJ Wright,MJ Guptill,1,0,1,58,156,9,6,2,3,7,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
40,MJ Guptill,LJ Wright,LRPL Taylor,6,0,6,64,150,24,18,2,4,7,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
41,MJ Guptill,LJ Wright,LRPL Taylor,0,0,0,64,150,24,19,2,5,7,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
42,MJ Guptill,LJ Wright,LRPL Taylor,0,0,0,64,150,24,20,2,6,7,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
43,LRPL Taylor,SR Patel,MJ Guptill,0,1,1,65,149,9,7,2,1,8,wides,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
44,LRPL Taylor,SR Patel,MJ Guptill,0,1,1,66,148,9,8,2,2,8,wides,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
45,LRPL Taylor,SR Patel,MJ Guptill,0,0,0,66,148,9,9,2,3,8,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
46,LRPL Taylor,SR Patel,MJ Guptill,2,0,2,68,146,11,10,2,4,8,-,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
47,LRPL Taylor,SR Patel,MJ Guptill,0,1,1,69,145,11,11,2,5,8,legbyes,0,,,field,New Zealand,2,Eden Park,2013,02,New Zealand_England_2013-02-09,England,New Zealand,England,174
