,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
0,C Green,B Kumar,AJ Finch,2,0,2,2,88,2,1,0,1,1,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
1,C Green,B Kumar,AJ Finch,6,0,6,8,82,8,2,0,2,1,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
2,C Green,B Kumar,AJ Finch,4,0,4,12,78,12,3,0,3,1,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
3,C Green,B Kumar,AJ Finch,0,0,0,12,78,12,4,0,4,1,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
4,C Green,B Kumar,AJ Finch,0,0,0,12,78,12,5,0,5,1,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
5,C Green,B Kumar,AJ Finch,0,0,0,12,78,12,6,0,6,1,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
6,AJ Finch,AR Patel,C Green,1,0,1,13,77,1,1,0,1,2,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
7,C Green,AR Patel,AJ Finch,4,0,4,17,73,16,7,0,2,2,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
8,C Green,AR Patel,AJ Finch,1,0,1,18,72,17,8,0,3,2,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
9,AJ Finch,AR Patel,C Green,1,0,1,19,71,2,2,0,4,2,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
10,C Green,AR Patel,AJ Finch,4,0,4,23,67,21,9,0,5,2,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
11,C Green,AR Patel,AJ Finch,0,0,0,23,67,21,10,0,6,2,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
12,AJ Finch,JJ Bumrah,C Green,1,0,1,24,66,3,3,0,1,3,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
13,C Green,JJ Bumrah,AJ Finch,0,0,0,24,66,21,11,0,2,3,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
14,C Green,JJ Bumrah,AJ Finch,4,0,4,28,62,25,12,0,3,3,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
15,C Green,JJ Bumrah,AJ Finch,0,0,0,28,62,25,13,0,4,3,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
16,C Green,JJ Bumrah,AJ Finch,6,0,6,34,56,31,14,0,5,3,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
17,C Green,JJ Bumrah,AJ Finch,6,0,6,40,50,37,15,0,6,3,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
18,AJ Finch,AR Patel,C Green,4,0,4,44,46,7,4,0,1,4,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
19,AJ Finch,AR Patel,C Green,0,0,0,44,46,7,5,0,2,4,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
20,AJ Finch,AR Patel,C Green,0,0,0,44,46,7,6,1,3,4,caught,AJ Finch,HH Pandya,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
21,C Green,AR Patel,SPD Smith,4,0,4,48,42,41,16,1,4,4,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
22,C Green,AR Patel,SPD Smith,4,0,4,52,38,45,17,1,5,4,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
23,C Green,AR Patel,SPD Smith,4,0,4,56,34,49,18,1,6,4,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
24,SPD Smith,B Kumar,C Green,0,0,0,56,34,0,1,1,1,5,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
25,SPD Smith,B Kumar,C Green,1,0,1,57,33,1,2,1,2,5,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
26,C Green,B Kumar,SPD Smith,1,0,1,58,32,50,19,1,3,5,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
27,SPD Smith,B Kumar,C Green,1,0,1,59,31,2,3,1,4,5,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
28,C Green,B Kumar,SPD Smith,2,0,2,61,29,52,20,1,5,5,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
29,C Green,B Kumar,SPD Smith,0,1,1,62,28,52,21,1,6,5,0,,,wides,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
30,C Green,B Kumar,SPD Smith,0,0,0,62,28,52,22,2,7,5,caught,C Green,KL Rahul,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
31,GJ Maxwell,AR Patel,SPD Smith,0,0,0,62,28,0,1,2,1,6,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
32,GJ Maxwell,AR Patel,SPD Smith,0,0,0,62,28,0,2,2,2,6,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
33,GJ Maxwell,AR Patel,SPD Smith,0,0,0,62,28,0,3,2,3,6,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
34,GJ Maxwell,AR Patel,SPD Smith,0,0,0,62,28,0,4,2,4,6,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
35,GJ Maxwell,AR Patel,SPD Smith,0,0,0,62,28,0,5,2,5,6,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
36,GJ Maxwell,AR Patel,SPD Smith,4,0,4,66,24,4,6,2,6,6,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
37,SPD Smith,HH Pandya,GJ Maxwell,4,0,4,70,20,6,4,2,1,7,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
38,SPD Smith,HH Pandya,GJ Maxwell,0,0,0,70,20,6,5,2,2,7,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
39,SPD Smith,HH Pandya,GJ Maxwell,1,0,1,71,19,7,6,2,3,7,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
40,GJ Maxwell,HH Pandya,SPD Smith,0,0,0,71,19,4,7,2,4,7,0,,,-,field,India,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2022,09,Australia_India_2022-09-25,India,Australia,India
