,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
13,BKG Mendis,TG Southee,MDKJ Perera,1,0,1,15,159,14,13,0,2,3,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
14,MDKJ Perera,TG Southee,BKG Mendis,1,0,1,16,158,2,2,0,3,3,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
15,BKG Mendis,TG Southee,MDKJ Perera,0,0,0,16,158,14,14,0,4,3,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
16,BKG Mendis,TG Southee,MDKJ Perera,1,0,1,17,157,15,15,0,5,3,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
17,MDKJ Perera,TG Southee,BKG Mendis,1,0,1,18,156,3,3,0,6,3,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
18,MDKJ Perera,SC Kuggeleijn,BKG Mendis,3,0,3,21,153,6,4,0,1,4,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
19,BKG Mendis,SC Kuggeleijn,MDKJ Perera,0,0,0,21,153,15,16,0,2,4,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
20,BKG Mendis,SC Kuggeleijn,MDKJ Perera,0,0,0,21,153,15,17,0,3,4,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
21,BKG Mendis,SC Kuggeleijn,MDKJ Perera,6,0,6,27,147,21,18,0,4,4,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
22,BKG Mendis,SC Kuggeleijn,MDKJ Perera,1,0,1,28,146,22,19,0,5,4,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
23,MDKJ Perera,SC Kuggeleijn,BKG Mendis,0,0,0,28,146,6,5,0,6,4,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
24,BKG Mendis,SHA Rance,MDKJ Perera,4,0,4,32,142,26,20,0,1,5,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
25,BKG Mendis,SHA Rance,MDKJ Perera,0,0,0,32,142,26,21,0,2,5,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
26,BKG Mendis,SHA Rance,MDKJ Perera,0,1,1,33,141,26,22,0,3,5,legbyes,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
27,MDKJ Perera,SHA Rance,BKG Mendis,1,0,1,34,140,7,6,0,4,5,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
28,BKG Mendis,SHA Rance,MDKJ Perera,0,0,0,34,140,26,23,0,5,5,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
29,BKG Mendis,SHA Rance,MDKJ Perera,0,0,0,34,140,26,24,1,6,5,-,caught,BKG Mendis,TG Southee,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
30,WIA Fernando,MJ Santner,MDKJ Perera,1,0,1,35,139,1,1,1,1,6,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
31,MDKJ Perera,MJ Santner,WIA Fernando,1,0,1,36,138,8,7,1,2,6,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
32,WIA Fernando,MJ Santner,MDKJ Perera,1,0,1,37,137,2,2,1,3,6,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
33,MDKJ Perera,MJ Santner,WIA Fernando,1,0,1,38,136,9,8,1,4,6,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
34,WIA Fernando,MJ Santner,MDKJ Perera,0,0,0,38,136,2,3,1,5,6,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
35,WIA Fernando,MJ Santner,MDKJ Perera,0,0,0,38,136,2,4,1,6,6,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
36,MDKJ Perera,IS Sodhi,WIA Fernando,2,0,2,40,134,11,9,1,1,7,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
37,MDKJ Perera,IS Sodhi,WIA Fernando,0,0,0,40,134,11,10,2,2,7,-,bowled,MDKJ Perera,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
38,N Dickwella,IS Sodhi,WIA Fernando,1,0,1,41,133,1,1,2,3,7,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
39,WIA Fernando,IS Sodhi,N Dickwella,0,0,0,41,133,2,5,2,4,7,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
40,WIA Fernando,IS Sodhi,N Dickwella,1,0,1,42,132,3,6,2,5,7,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
41,N Dickwella,IS Sodhi,WIA Fernando,0,0,0,42,132,1,2,2,6,7,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
42,WIA Fernando,MJ Santner,N Dickwella,1,0,1,43,131,4,7,2,1,8,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
43,N Dickwella,MJ Santner,WIA Fernando,0,0,0,43,131,1,3,2,2,8,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
44,N Dickwella,MJ Santner,WIA Fernando,1,0,1,44,130,2,4,2,3,8,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
45,WIA Fernando,MJ Santner,N Dickwella,2,0,2,46,128,6,8,2,4,8,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
46,WIA Fernando,MJ Santner,N Dickwella,1,0,1,47,127,7,9,2,5,8,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
47,N Dickwella,MJ Santner,WIA Fernando,1,0,1,48,126,3,5,2,6,8,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
48,N Dickwella,IS Sodhi,WIA Fernando,0,1,1,49,125,3,6,2,1,9,legbyes,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
49,WIA Fernando,IS Sodhi,N Dickwella,4,0,4,53,121,11,10,2,2,9,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
50,WIA Fernando,IS Sodhi,N Dickwella,1,0,1,54,120,12,11,2,3,9,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
51,N Dickwella,IS Sodhi,WIA Fernando,4,0,4,58,116,7,7,2,4,9,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
52,N Dickwella,IS Sodhi,WIA Fernando,0,0,0,58,116,7,8,2,5,9,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
53,N Dickwella,IS Sodhi,WIA Fernando,1,0,1,59,115,8,9,2,6,9,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
54,N Dickwella,MJ Santner,WIA Fernando,2,0,2,61,113,10,10,2,1,10,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
55,N Dickwella,MJ Santner,WIA Fernando,1,0,1,62,112,11,11,2,2,10,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
56,WIA Fernando,MJ Santner,N Dickwella,0,0,0,62,112,12,12,2,3,10,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
57,WIA Fernando,MJ Santner,N Dickwella,1,0,1,63,111,13,13,2,4,10,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
58,N Dickwella,MJ Santner,WIA Fernando,6,0,6,69,105,17,12,2,5,10,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
59,N Dickwella,MJ Santner,WIA Fernando,0,0,0,69,105,17,13,2,6,10,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
60,WIA Fernando,SC Kuggeleijn,N Dickwella,1,0,1,70,104,14,14,2,1,11,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
61,N Dickwella,SC Kuggeleijn,WIA Fernando,0,0,0,70,104,17,14,2,2,11,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
62,N Dickwella,SC Kuggeleijn,WIA Fernando,4,0,4,74,100,21,15,2,3,11,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
63,N Dickwella,SC Kuggeleijn,WIA Fernando,0,1,1,75,99,21,16,2,4,11,legbyes,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
64,WIA Fernando,SC Kuggeleijn,N Dickwella,4,0,4,79,95,18,15,2,5,11,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
65,WIA Fernando,SC Kuggeleijn,N Dickwella,1,0,1,80,94,19,16,2,6,11,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
66,WIA Fernando,IS Sodhi,N Dickwella,1,0,1,81,93,20,17,2,1,12,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
67,N Dickwella,IS Sodhi,WIA Fernando,4,0,4,85,89,25,17,2,2,12,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
68,N Dickwella,IS Sodhi,WIA Fernando,1,0,1,86,88,26,18,2,3,12,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
69,WIA Fernando,IS Sodhi,N Dickwella,1,0,1,87,87,21,18,2,4,12,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
70,N Dickwella,IS Sodhi,WIA Fernando,1,0,1,88,86,27,19,2,5,12,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
71,WIA Fernando,IS Sodhi,N Dickwella,1,0,1,89,85,22,19,2,6,12,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
72,WIA Fernando,MJ Santner,N Dickwella,1,0,1,90,84,23,20,2,1,13,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
73,N Dickwella,MJ Santner,WIA Fernando,2,0,2,92,82,29,20,2,2,13,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
74,N Dickwella,MJ Santner,WIA Fernando,1,0,1,93,81,30,21,2,3,13,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
75,WIA Fernando,MJ Santner,N Dickwella,2,0,2,95,79,25,21,2,4,13,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
76,WIA Fernando,MJ Santner,N Dickwella,6,0,6,101,73,31,22,2,5,13,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
77,WIA Fernando,MJ Santner,N Dickwella,2,0,2,103,71,33,23,2,6,13,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
78,N Dickwella,TG Southee,WIA Fernando,0,0,0,103,71,30,22,2,1,14,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
79,N Dickwella,TG Southee,WIA Fernando,1,0,1,104,70,31,23,2,2,14,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
80,WIA Fernando,TG Southee,N Dickwella,4,0,4,108,66,37,24,2,3,14,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
81,WIA Fernando,TG Southee,N Dickwella,0,0,0,108,66,37,25,3,4,14,-,caught,WIA Fernando,MJ Santner,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
82,N Dickwella,TG Southee,MD Shanaka,2,0,2,110,64,33,24,3,5,14,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
83,N Dickwella,TG Southee,MD Shanaka,0,0,0,110,64,33,25,3,6,14,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
84,MD Shanaka,SC Kuggeleijn,N Dickwella,0,0,0,110,64,0,1,4,1,15,-,lbw,MD Shanaka,,"{'by': 'Sri Lanka', 'umpire': 'LE Hannibal', 'batter': 'MD Shanaka', 'decision': 'struck down'}",bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
85,GSNFG Jayasuriya,SC Kuggeleijn,N Dickwella,0,0,0,110,64,0,1,4,2,15,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
86,GSNFG Jayasuriya,SC Kuggeleijn,N Dickwella,0,1,1,111,63,0,2,4,3,15,legbyes,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
87,N Dickwella,SC Kuggeleijn,GSNFG Jayasuriya,1,0,1,112,62,34,26,4,4,15,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
88,GSNFG Jayasuriya,SC Kuggeleijn,N Dickwella,4,0,4,116,58,4,3,4,5,15,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
89,GSNFG Jayasuriya,SC Kuggeleijn,N Dickwella,0,0,0,116,58,4,4,4,6,15,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
90,N Dickwella,SHA Rance,GSNFG Jayasuriya,2,0,2,118,56,36,27,4,1,16,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
91,N Dickwella,SHA Rance,GSNFG Jayasuriya,1,0,1,119,55,37,28,4,2,16,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
92,GSNFG Jayasuriya,SHA Rance,N Dickwella,1,0,1,120,54,5,5,4,3,16,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
93,N Dickwella,SHA Rance,GSNFG Jayasuriya,2,0,2,122,52,39,29,4,4,16,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
94,N Dickwella,SHA Rance,GSNFG Jayasuriya,0,0,0,122,52,39,30,5,5,16,-,lbw,N Dickwella,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
95,PWH de Silva,SHA Rance,GSNFG Jayasuriya,2,0,2,124,50,2,1,5,6,16,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
96,GSNFG Jayasuriya,IS Sodhi,PWH de Silva,1,0,1,125,49,6,6,5,1,17,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
97,PWH de Silva,IS Sodhi,GSNFG Jayasuriya,2,0,2,127,47,4,2,5,2,17,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
98,PWH de Silva,IS Sodhi,GSNFG Jayasuriya,4,0,4,131,43,8,3,5,3,17,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
99,PWH de Silva,IS Sodhi,GSNFG Jayasuriya,2,0,2,133,41,10,4,5,4,17,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
100,PWH de Silva,IS Sodhi,GSNFG Jayasuriya,1,0,1,134,40,11,5,5,5,17,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
101,GSNFG Jayasuriya,IS Sodhi,PWH de Silva,1,0,1,135,39,7,7,5,6,17,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
102,GSNFG Jayasuriya,SC Kuggeleijn,PWH de Silva,4,0,4,139,35,11,8,5,1,18,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
103,GSNFG Jayasuriya,SC Kuggeleijn,PWH de Silva,6,0,6,145,29,17,9,5,2,18,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
104,GSNFG Jayasuriya,SC Kuggeleijn,PWH de Silva,1,0,1,146,28,18,10,5,3,18,-,0,,,,bat,Sri Lanka,1,Pallekele International Cricket Stadium,2019,09,Sri Lanka_New Zealand_2019-09-03,New Zealand,Sri Lanka,New Zealand,161
