,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,Fakhar Zaman,KMA Paul,Babar Azam,4,0,4,4,149,4,1,0,1,1,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
1,Fakhar Zaman,KMA Paul,Babar Azam,0,0,0,4,149,4,2,0,2,1,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
2,Fakhar Zaman,KMA Paul,Babar Azam,1,0,1,5,148,5,3,0,3,1,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
3,Babar Azam,KMA Paul,Fakhar Zaman,0,0,0,5,148,0,1,0,4,1,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
4,Babar Azam,KMA Paul,Fakhar Zaman,0,0,0,5,148,0,2,0,5,1,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
5,Babar Azam,KMA Paul,Fakhar Zaman,0,0,0,5,148,0,3,0,6,1,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
6,Fakhar Zaman,RR Emrit,Babar Azam,0,0,0,5,148,5,4,0,1,2,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
7,Fakhar Zaman,RR Emrit,Babar Azam,1,0,1,6,147,6,5,0,2,2,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
8,Babar Azam,RR Emrit,Fakhar Zaman,4,0,4,10,143,4,4,0,3,2,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
9,Babar Azam,RR Emrit,Fakhar Zaman,1,0,1,11,142,5,5,0,4,2,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
10,Fakhar Zaman,RR Emrit,Babar Azam,4,0,4,15,138,10,6,0,5,2,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
11,Fakhar Zaman,RR Emrit,Babar Azam,0,0,0,15,138,10,7,0,6,2,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
12,Babar Azam,KMA Paul,Fakhar Zaman,1,0,1,16,137,6,6,0,1,3,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
13,Fakhar Zaman,KMA Paul,Babar Azam,4,0,4,20,133,14,8,0,2,3,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
14,Fakhar Zaman,KMA Paul,Babar Azam,6,0,6,26,127,20,9,0,3,3,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
15,Fakhar Zaman,KMA Paul,Babar Azam,4,0,4,30,123,24,10,0,4,3,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
16,Fakhar Zaman,KMA Paul,Babar Azam,1,0,1,31,122,25,11,0,5,3,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
17,Babar Azam,KMA Paul,Fakhar Zaman,1,0,1,32,121,7,7,0,6,3,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
18,Babar Azam,OF Smith,Fakhar Zaman,4,0,4,36,117,11,8,0,1,4,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
19,Babar Azam,OF Smith,Fakhar Zaman,4,0,4,40,113,15,9,0,2,4,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
20,Babar Azam,OF Smith,Fakhar Zaman,1,0,1,41,112,16,10,0,3,4,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
21,Fakhar Zaman,OF Smith,Babar Azam,0,0,0,41,112,25,12,0,4,4,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
22,Fakhar Zaman,OF Smith,Babar Azam,6,0,6,47,106,31,13,0,5,4,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
23,Fakhar Zaman,OF Smith,Babar Azam,4,0,4,51,102,35,14,0,6,4,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
24,Babar Azam,S Badree,Fakhar Zaman,1,0,1,52,101,17,11,0,1,5,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
25,Fakhar Zaman,S Badree,Babar Azam,1,0,1,53,100,36,15,0,2,5,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
26,Babar Azam,S Badree,Fakhar Zaman,0,0,0,53,100,17,12,0,3,5,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
27,Babar Azam,S Badree,Fakhar Zaman,2,0,2,55,98,19,13,0,4,5,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
28,Babar Azam,S Badree,Fakhar Zaman,2,0,2,57,96,21,14,0,5,5,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
29,Babar Azam,S Badree,Fakhar Zaman,0,0,0,57,96,21,15,0,6,5,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
30,Fakhar Zaman,RR Emrit,Babar Azam,4,0,4,61,92,40,16,0,1,6,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
31,Fakhar Zaman,RR Emrit,Babar Azam,0,0,0,61,92,40,17,1,2,6,caught,Fakhar Zaman,D Ramdin,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
32,Hussain Talat,RR Emrit,Babar Azam,0,0,0,61,92,0,1,1,3,6,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
33,Hussain Talat,RR Emrit,Babar Azam,0,0,0,61,92,0,2,1,4,6,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
34,Hussain Talat,RR Emrit,Babar Azam,1,0,1,62,91,1,3,1,5,6,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
35,Babar Azam,RR Emrit,Hussain Talat,0,0,0,62,91,21,16,1,6,6,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
36,Hussain Talat,S Badree,Babar Azam,0,1,1,63,90,1,4,1,1,7,0,,,legbyes,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
37,Babar Azam,S Badree,Hussain Talat,1,0,1,64,89,22,17,1,2,7,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
38,Hussain Talat,S Badree,Babar Azam,1,0,1,65,88,2,5,1,3,7,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
39,Babar Azam,S Badree,Hussain Talat,1,0,1,66,87,23,18,1,4,7,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
40,Hussain Talat,S Badree,Babar Azam,4,0,4,70,83,6,6,1,5,7,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
41,Hussain Talat,S Badree,Babar Azam,1,0,1,71,82,7,7,1,6,7,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
42,Hussain Talat,JN Mohammed,Babar Azam,1,0,1,72,81,8,8,1,1,8,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
43,Babar Azam,JN Mohammed,Hussain Talat,4,0,4,76,77,27,19,1,2,8,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
44,Babar Azam,JN Mohammed,Hussain Talat,0,0,0,76,77,27,20,1,3,8,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
45,Babar Azam,JN Mohammed,Hussain Talat,1,0,1,77,76,28,21,1,4,8,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
46,Hussain Talat,JN Mohammed,Babar Azam,1,0,1,78,75,9,9,1,5,8,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
47,Babar Azam,JN Mohammed,Hussain Talat,1,0,1,79,74,29,22,1,6,8,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
48,Babar Azam,S Badree,Hussain Talat,1,0,1,80,73,30,23,1,1,9,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
49,Hussain Talat,S Badree,Babar Azam,1,0,1,81,72,10,10,1,2,9,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
50,Babar Azam,S Badree,Hussain Talat,1,0,1,82,71,31,24,1,3,9,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
51,Hussain Talat,S Badree,Babar Azam,1,0,1,83,70,11,11,1,4,9,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
52,Babar Azam,S Badree,Hussain Talat,2,0,2,85,68,33,25,1,5,9,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
53,Babar Azam,S Badree,Hussain Talat,1,0,1,86,67,34,26,1,6,9,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
54,Babar Azam,AM McCarthy,Hussain Talat,0,0,0,86,67,34,27,1,1,10,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
55,Babar Azam,AM McCarthy,Hussain Talat,1,0,1,87,66,35,28,1,2,10,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
56,Hussain Talat,AM McCarthy,Babar Azam,0,0,0,87,66,11,12,1,3,10,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
57,Hussain Talat,AM McCarthy,Babar Azam,0,0,0,87,66,11,13,1,4,10,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
58,Hussain Talat,AM McCarthy,Babar Azam,1,0,1,88,65,12,14,1,5,10,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
59,Babar Azam,AM McCarthy,Hussain Talat,1,0,1,89,64,36,29,1,6,10,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
60,Babar Azam,S Badree,Hussain Talat,1,0,1,90,63,37,30,1,1,11,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
61,Hussain Talat,S Badree,Babar Azam,4,0,4,94,59,16,15,1,2,11,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
62,Hussain Talat,S Badree,Babar Azam,0,0,0,94,59,16,16,1,3,11,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
63,Hussain Talat,S Badree,Babar Azam,1,0,1,95,58,17,17,1,4,11,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
64,Babar Azam,S Badree,Hussain Talat,1,0,1,96,57,38,31,1,5,11,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
65,Hussain Talat,S Badree,Babar Azam,2,0,2,98,55,19,18,1,6,11,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
66,Babar Azam,AM McCarthy,Hussain Talat,4,0,4,102,51,42,32,1,1,12,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
67,Babar Azam,AM McCarthy,Hussain Talat,2,0,2,104,49,44,33,1,2,12,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
68,Babar Azam,AM McCarthy,Hussain Talat,0,0,0,104,49,44,34,1,3,12,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
69,Babar Azam,AM McCarthy,Hussain Talat,1,0,1,105,48,45,35,1,4,12,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
70,Hussain Talat,AM McCarthy,Babar Azam,1,0,1,106,47,20,19,1,5,12,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
71,Babar Azam,AM McCarthy,Hussain Talat,1,0,1,107,46,46,36,1,6,12,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
72,Babar Azam,OF Smith,Hussain Talat,1,0,1,108,45,47,37,1,1,13,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
73,Hussain Talat,OF Smith,Babar Azam,1,0,1,109,44,21,20,1,2,13,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
74,Babar Azam,OF Smith,Hussain Talat,0,0,0,109,44,47,38,1,3,13,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
75,Babar Azam,OF Smith,Hussain Talat,4,0,4,113,40,51,39,1,4,13,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
76,Babar Azam,OF Smith,Hussain Talat,0,0,0,113,40,51,40,2,5,13,caught,Babar Azam,CAK Walton,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
77,Asif Ali,OF Smith,Hussain Talat,1,0,1,114,39,1,1,2,6,13,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
78,Asif Ali,RR Emrit,Hussain Talat,1,0,1,115,38,2,2,2,1,14,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
79,Hussain Talat,RR Emrit,Asif Ali,1,0,1,116,37,22,21,2,2,14,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
80,Asif Ali,RR Emrit,Hussain Talat,0,0,0,116,37,2,3,2,3,14,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
81,Asif Ali,RR Emrit,Hussain Talat,0,4,4,120,33,2,4,2,4,14,0,,,legbyes,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
82,Asif Ali,RR Emrit,Hussain Talat,0,0,0,120,33,2,5,2,5,14,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
83,Asif Ali,RR Emrit,Hussain Talat,0,0,0,120,33,2,6,2,6,14,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
84,Hussain Talat,OF Smith,Asif Ali,1,0,1,121,32,23,22,2,1,15,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
85,Asif Ali,OF Smith,Hussain Talat,1,0,1,122,31,3,7,2,2,15,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
86,Hussain Talat,OF Smith,Asif Ali,2,0,2,124,29,25,23,2,3,15,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
87,Hussain Talat,OF Smith,Asif Ali,1,0,1,125,28,26,24,2,4,15,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
88,Asif Ali,OF Smith,Hussain Talat,0,1,1,126,27,3,8,2,5,15,0,,,wides,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
89,Asif Ali,OF Smith,Hussain Talat,4,0,4,130,23,7,9,2,6,15,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
90,Asif Ali,OF Smith,Hussain Talat,0,1,1,131,22,7,10,2,7,15,0,,,wides,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
91,Asif Ali,OF Smith,Hussain Talat,1,0,1,132,21,8,11,2,8,15,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
92,Asif Ali,RR Emrit,Hussain Talat,2,0,2,134,19,10,12,2,1,16,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
93,Asif Ali,RR Emrit,Hussain Talat,2,0,2,136,17,12,13,2,2,16,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
94,Asif Ali,RR Emrit,Hussain Talat,1,0,1,137,16,13,14,2,3,16,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
95,Hussain Talat,RR Emrit,Asif Ali,1,0,1,138,15,27,25,2,4,16,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
96,Asif Ali,RR Emrit,Hussain Talat,1,0,1,139,14,14,15,2,5,16,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
97,Hussain Talat,RR Emrit,Asif Ali,0,0,0,139,14,27,26,2,6,16,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
98,Asif Ali,KMA Paul,Hussain Talat,4,0,4,143,10,18,16,2,1,17,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
99,Asif Ali,KMA Paul,Hussain Talat,6,0,6,149,4,24,17,2,2,17,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
100,Asif Ali,KMA Paul,Hussain Talat,1,0,1,150,3,25,18,2,3,17,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
101,Hussain Talat,KMA Paul,Asif Ali,0,0,0,150,3,27,27,2,4,17,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
102,Hussain Talat,KMA Paul,Asif Ali,4,0,4,154,-1,31,28,2,5,17,0,,,-,bat,West Indies,2,National Stadium,2018,04,West Indies_Pakistan_2018-04-03,Pakistan,Pakistan,West Indies,154
