,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
37,MDKJ Perera,Kuldeep Yadav,WU Tharanga,0,1,1,61,199,14,5,1,6,6,legbyes,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
38,MDKJ Perera,HH Pandya,WU Tharanga,1,0,1,62,198,15,6,1,1,7,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
39,WU Tharanga,HH Pandya,MDKJ Perera,0,0,0,62,198,19,14,1,2,7,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
40,WU Tharanga,HH Pandya,MDKJ Perera,1,0,1,63,197,20,15,1,3,7,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
41,MDKJ Perera,HH Pandya,WU Tharanga,1,0,1,64,196,16,7,1,4,7,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
42,WU Tharanga,HH Pandya,MDKJ Perera,1,0,1,65,195,21,16,1,5,7,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
43,MDKJ Perera,HH Pandya,WU Tharanga,1,0,1,66,194,17,8,1,6,7,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
44,MDKJ Perera,Kuldeep Yadav,WU Tharanga,1,0,1,67,193,18,9,1,1,8,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
45,WU Tharanga,Kuldeep Yadav,MDKJ Perera,1,0,1,68,192,22,17,1,2,8,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
46,MDKJ Perera,Kuldeep Yadav,WU Tharanga,1,0,1,69,191,19,10,1,3,8,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
47,WU Tharanga,Kuldeep Yadav,MDKJ Perera,1,0,1,70,190,23,18,1,4,8,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
48,MDKJ Perera,Kuldeep Yadav,WU Tharanga,6,0,6,76,184,25,11,1,5,8,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
49,MDKJ Perera,Kuldeep Yadav,WU Tharanga,1,0,1,77,183,26,12,1,6,8,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
50,MDKJ Perera,HH Pandya,WU Tharanga,1,0,1,78,182,27,13,1,1,9,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
51,WU Tharanga,HH Pandya,MDKJ Perera,1,0,1,79,181,24,19,1,2,9,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
52,MDKJ Perera,HH Pandya,WU Tharanga,2,0,2,81,179,29,14,1,3,9,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
53,MDKJ Perera,HH Pandya,WU Tharanga,1,0,1,82,178,30,15,1,4,9,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
54,WU Tharanga,HH Pandya,MDKJ Perera,0,0,0,82,178,24,20,1,5,9,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
55,WU Tharanga,HH Pandya,MDKJ Perera,4,0,4,86,174,28,21,1,6,9,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
56,MDKJ Perera,YS Chahal,WU Tharanga,0,0,0,86,174,30,16,1,1,10,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
57,MDKJ Perera,YS Chahal,WU Tharanga,0,0,0,86,174,30,17,1,2,10,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
58,MDKJ Perera,YS Chahal,WU Tharanga,1,0,1,87,173,31,18,1,3,10,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
59,WU Tharanga,YS Chahal,MDKJ Perera,6,0,6,93,167,34,22,1,4,10,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
60,WU Tharanga,YS Chahal,MDKJ Perera,2,0,2,95,165,36,23,1,5,10,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
61,WU Tharanga,YS Chahal,MDKJ Perera,0,1,1,96,164,36,24,1,6,10,wides,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
62,WU Tharanga,YS Chahal,MDKJ Perera,6,0,6,102,158,42,25,1,7,10,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
63,MDKJ Perera,HH Pandya,WU Tharanga,0,0,0,102,158,31,19,1,1,11,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
64,MDKJ Perera,HH Pandya,WU Tharanga,1,0,1,103,157,32,20,1,2,11,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
65,WU Tharanga,HH Pandya,MDKJ Perera,0,1,1,104,156,42,26,1,3,11,legbyes,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
66,MDKJ Perera,HH Pandya,WU Tharanga,1,0,1,105,155,33,21,1,4,11,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
67,WU Tharanga,HH Pandya,MDKJ Perera,1,0,1,106,154,43,27,1,5,11,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
68,MDKJ Perera,HH Pandya,WU Tharanga,6,0,6,112,148,39,22,1,6,11,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
69,WU Tharanga,YS Chahal,MDKJ Perera,1,0,1,113,147,44,28,1,1,12,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
70,MDKJ Perera,YS Chahal,WU Tharanga,2,0,2,115,145,41,23,1,2,12,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
71,MDKJ Perera,YS Chahal,WU Tharanga,0,0,0,115,145,41,24,1,3,12,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
72,MDKJ Perera,YS Chahal,WU Tharanga,6,0,6,121,139,47,25,1,4,12,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
73,MDKJ Perera,YS Chahal,WU Tharanga,4,0,4,125,135,51,26,1,5,12,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
74,MDKJ Perera,YS Chahal,WU Tharanga,1,0,1,126,134,52,27,1,6,12,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
75,MDKJ Perera,Kuldeep Yadav,WU Tharanga,0,0,0,126,134,52,28,1,1,13,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
76,MDKJ Perera,Kuldeep Yadav,WU Tharanga,4,0,4,130,130,56,29,1,2,13,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
77,MDKJ Perera,Kuldeep Yadav,WU Tharanga,6,0,6,136,124,62,30,1,3,13,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
78,MDKJ Perera,Kuldeep Yadav,WU Tharanga,4,0,4,140,120,66,31,1,4,13,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
79,MDKJ Perera,Kuldeep Yadav,WU Tharanga,1,0,1,141,119,67,32,1,5,13,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
80,WU Tharanga,Kuldeep Yadav,MDKJ Perera,1,0,1,142,118,45,29,1,6,13,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
81,WU Tharanga,YS Chahal,MDKJ Perera,2,0,2,144,116,47,30,1,1,14,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
82,WU Tharanga,YS Chahal,MDKJ Perera,0,1,1,145,115,47,31,1,2,14,wides,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
83,WU Tharanga,YS Chahal,MDKJ Perera,0,0,0,145,115,47,32,2,3,14,-,caught and bowled,WU Tharanga,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
84,MDKJ Perera,YS Chahal,NLTC Perera,4,0,4,149,111,71,33,2,4,14,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
85,MDKJ Perera,YS Chahal,NLTC Perera,0,0,0,149,111,71,34,2,5,14,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
86,MDKJ Perera,YS Chahal,NLTC Perera,6,0,6,155,105,77,35,2,6,14,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
87,MDKJ Perera,YS Chahal,NLTC Perera,0,0,0,155,105,77,36,2,7,14,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
88,NLTC Perera,Kuldeep Yadav,MDKJ Perera,0,0,0,155,105,0,1,3,1,15,-,caught,NLTC Perera,HH Pandya,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
89,MDKJ Perera,Kuldeep Yadav,DAS Gunaratne,0,1,1,156,104,77,37,3,2,15,wides,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
90,MDKJ Perera,Kuldeep Yadav,DAS Gunaratne,0,0,0,156,104,77,38,4,3,15,-,caught,MDKJ Perera,MK Pandey,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
91,S Samarawickrama,Kuldeep Yadav,DAS Gunaratne,4,0,4,160,100,4,1,4,4,15,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
92,S Samarawickrama,Kuldeep Yadav,DAS Gunaratne,1,0,1,161,99,5,2,4,5,15,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
93,DAS Gunaratne,Kuldeep Yadav,S Samarawickrama,0,0,0,161,99,0,1,5,6,15,-,stumped,DAS Gunaratne,MS Dhoni,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
94,PC de Silva,Kuldeep Yadav,S Samarawickrama,1,0,1,162,98,1,1,5,7,15,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
95,PC de Silva,YS Chahal,S Samarawickrama,0,0,0,162,98,1,2,6,1,16,-,bowled,PC de Silva,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
96,A Dananjaya,YS Chahal,S Samarawickrama,1,0,1,163,97,1,1,6,2,16,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
97,S Samarawickrama,YS Chahal,A Dananjaya,0,1,1,164,96,5,3,7,3,16,wides,stumped,S Samarawickrama,MS Dhoni,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
98,PVD Chameera,YS Chahal,A Dananjaya,1,0,1,165,95,1,1,7,4,16,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
99,A Dananjaya,YS Chahal,PVD Chameera,4,0,4,169,91,5,2,7,5,16,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
100,A Dananjaya,YS Chahal,PVD Chameera,0,1,1,170,90,5,3,7,6,16,wides,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
101,A Dananjaya,YS Chahal,PVD Chameera,0,0,0,170,90,5,4,8,7,16,-,caught,A Dananjaya,MK Pandey,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
102,PVD Chameera,YS Chahal,N Pradeep,1,0,1,171,89,2,2,8,8,16,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
103,PVD Chameera,JJ Bumrah,N Pradeep,1,0,1,172,88,3,3,8,1,17,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
104,N Pradeep,JJ Bumrah,PVD Chameera,0,0,0,172,88,0,1,8,2,17,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
105,N Pradeep,JJ Bumrah,PVD Chameera,0,0,0,172,88,0,2,8,3,17,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
106,N Pradeep,JJ Bumrah,PVD Chameera,0,0,0,172,88,0,3,8,4,17,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
107,N Pradeep,JJ Bumrah,PVD Chameera,0,0,0,172,88,0,4,8,5,17,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
108,N Pradeep,JJ Bumrah,PVD Chameera,0,0,0,172,88,0,5,8,6,17,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
109,PVD Chameera,HH Pandya,N Pradeep,0,0,0,172,88,3,4,8,1,18,-,0,,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
110,PVD Chameera,HH Pandya,N Pradeep,0,0,0,172,88,3,5,9,2,18,-,bowled,PVD Chameera,,field,Sri Lanka,2,Holkar Cricket Stadium,2017,12,India_Sri Lanka_2017-12-22,India,Sri Lanka,India,172
