,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
16,KIC Asalanka,Mohammed Siraj,J Liyanage,0,0,0,10,173,4,4,2,5,0,,,3,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
17,KIC Asalanka,Mohammed Siraj,J Liyanage,0,0,0,10,173,4,5,2,6,0,,,3,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
18,J Liyanage,Avesh Khan,KIC Asalanka,0,0,0,10,173,1,3,2,1,0,,,4,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
19,J Liyanage,Avesh Khan,KIC Asalanka,0,0,0,10,173,1,4,2,2,0,,,4,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
20,J Liyanage,Avesh Khan,KIC Asalanka,0,0,0,10,173,1,5,2,3,0,,,4,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
21,J Liyanage,Avesh Khan,KIC Asalanka,0,0,0,10,173,1,6,2,4,0,,,4,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
22,J Liyanage,Avesh Khan,KIC Asalanka,1,0,1,11,172,2,7,2,5,0,,,4,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
23,KIC Asalanka,Avesh Khan,J Liyanage,0,0,0,11,172,4,6,3,6,caught,KIC Asalanka,SV Samson,4,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
24,LD Chandimal,Mohammed Siraj,J Liyanage,0,0,0,11,172,0,1,3,1,0,,,5,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
25,LD Chandimal,Mohammed Siraj,J Liyanage,0,0,0,11,172,0,2,3,2,0,,,5,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
26,LD Chandimal,Mohammed Siraj,J Liyanage,1,0,1,12,171,1,3,3,3,0,,,5,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
27,J Liyanage,Mohammed Siraj,LD Chandimal,1,0,1,13,170,3,8,3,4,0,,,5,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
28,LD Chandimal,Mohammed Siraj,J Liyanage,1,0,1,14,169,2,4,3,5,0,,,5,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
29,J Liyanage,Mohammed Siraj,LD Chandimal,0,0,0,14,169,3,9,3,6,0,,,5,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
30,LD Chandimal,Avesh Khan,J Liyanage,1,0,1,15,168,3,5,3,1,0,,,6,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
31,J Liyanage,Avesh Khan,LD Chandimal,0,0,0,15,168,3,10,3,2,0,,,6,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
32,J Liyanage,Avesh Khan,LD Chandimal,0,1,1,16,167,3,11,3,3,0,,,6,legbyes,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
33,LD Chandimal,Avesh Khan,J Liyanage,0,0,0,16,167,3,6,3,4,0,,,6,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
34,LD Chandimal,Avesh Khan,J Liyanage,1,0,1,17,166,4,7,3,5,0,,,6,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
35,J Liyanage,Avesh Khan,LD Chandimal,1,0,1,18,165,4,12,3,6,0,,,6,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
36,J Liyanage,HV Patel,LD Chandimal,1,0,1,19,164,5,13,3,1,0,,,7,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
37,LD Chandimal,HV Patel,J Liyanage,1,0,1,20,163,5,8,3,2,0,,,7,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
38,J Liyanage,HV Patel,LD Chandimal,0,1,1,21,162,5,14,3,3,0,,,7,legbyes,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
39,LD Chandimal,HV Patel,J Liyanage,0,1,1,22,161,5,9,3,4,0,,,7,wides,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
40,LD Chandimal,HV Patel,J Liyanage,0,0,0,22,161,5,10,3,5,0,,,7,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
41,LD Chandimal,HV Patel,J Liyanage,1,0,1,23,160,6,11,3,6,0,,,7,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
42,J Liyanage,HV Patel,LD Chandimal,1,0,1,24,159,6,15,3,7,0,,,7,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
43,J Liyanage,Kuldeep Yadav,LD Chandimal,0,0,0,24,159,6,16,3,1,0,,,8,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
44,J Liyanage,Kuldeep Yadav,LD Chandimal,1,0,1,25,158,7,17,3,2,0,,,8,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
45,LD Chandimal,Kuldeep Yadav,J Liyanage,0,0,0,25,158,6,12,3,3,0,,,8,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
46,LD Chandimal,Kuldeep Yadav,J Liyanage,0,0,0,25,158,6,13,3,4,0,,,8,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
47,LD Chandimal,Kuldeep Yadav,J Liyanage,0,0,0,25,158,6,14,3,5,0,,,8,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
48,LD Chandimal,Kuldeep Yadav,J Liyanage,1,0,1,26,157,7,15,3,6,0,,,8,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
49,LD Chandimal,Ravi Bishnoi,J Liyanage,1,0,1,27,156,8,16,3,1,0,,,9,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
50,J Liyanage,Ravi Bishnoi,LD Chandimal,2,0,2,29,154,9,18,3,2,0,,,9,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
51,J Liyanage,Ravi Bishnoi,LD Chandimal,0,0,0,29,154,9,19,4,3,bowled,J Liyanage,,9,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
52,MD Shanaka,Ravi Bishnoi,LD Chandimal,0,0,0,29,154,0,1,4,4,0,,,9,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
53,MD Shanaka,Ravi Bishnoi,LD Chandimal,2,0,2,31,152,2,2,4,5,0,,,9,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
54,MD Shanaka,Ravi Bishnoi,LD Chandimal,0,2,2,33,150,2,3,4,6,0,,,9,wides,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
55,LD Chandimal,Ravi Bishnoi,MD Shanaka,1,0,1,34,149,9,17,4,7,0,,,9,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
56,LD Chandimal,Kuldeep Yadav,MD Shanaka,0,3,3,37,146,9,18,4,1,0,,,10,legbyes,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
57,MD Shanaka,Kuldeep Yadav,LD Chandimal,0,0,0,37,146,2,4,4,2,0,,,10,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
58,MD Shanaka,Kuldeep Yadav,LD Chandimal,0,0,0,37,146,2,5,4,3,0,,,10,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
59,MD Shanaka,Kuldeep Yadav,LD Chandimal,1,0,1,38,145,3,6,4,4,0,,,10,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
60,LD Chandimal,Kuldeep Yadav,MD Shanaka,1,0,1,39,144,10,19,4,5,0,,,10,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
61,MD Shanaka,Kuldeep Yadav,LD Chandimal,4,0,4,43,140,7,7,4,6,0,,,10,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
62,LD Chandimal,Ravi Bishnoi,MD Shanaka,4,0,4,47,136,14,20,4,1,0,,,11,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
63,LD Chandimal,Ravi Bishnoi,MD Shanaka,0,0,0,47,136,14,21,4,2,0,,,11,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
64,LD Chandimal,Ravi Bishnoi,MD Shanaka,1,0,1,48,135,15,22,4,3,0,,,11,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
65,MD Shanaka,Ravi Bishnoi,LD Chandimal,0,1,1,49,134,7,8,4,4,0,,,11,wides,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
66,MD Shanaka,Ravi Bishnoi,LD Chandimal,1,0,1,50,133,8,9,4,5,0,,,11,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
67,LD Chandimal,Ravi Bishnoi,MD Shanaka,1,0,1,51,132,16,23,4,6,0,,,11,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
68,MD Shanaka,Ravi Bishnoi,LD Chandimal,1,0,1,52,131,9,10,4,7,0,,,11,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
69,MD Shanaka,Kuldeep Yadav,LD Chandimal,1,0,1,53,130,10,11,4,1,0,,,12,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
70,LD Chandimal,Kuldeep Yadav,MD Shanaka,1,0,1,54,129,17,24,4,2,0,,,12,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
71,MD Shanaka,Kuldeep Yadav,LD Chandimal,1,0,1,55,128,11,12,4,3,0,,,12,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
72,LD Chandimal,Kuldeep Yadav,MD Shanaka,4,0,4,59,124,21,25,4,4,0,,,12,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
73,LD Chandimal,Kuldeep Yadav,MD Shanaka,0,0,0,59,124,21,26,4,5,0,,,12,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
74,LD Chandimal,Kuldeep Yadav,MD Shanaka,1,0,1,60,123,22,27,4,6,0,,,12,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
75,LD Chandimal,HV Patel,MD Shanaka,0,0,0,60,123,22,28,5,1,caught,LD Chandimal,VR Iyer,13,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
76,C Karunaratne,HV Patel,MD Shanaka,2,0,2,62,121,2,1,5,2,0,,,13,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
77,C Karunaratne,HV Patel,MD Shanaka,0,0,0,62,121,2,2,5,3,0,,,13,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
78,C Karunaratne,HV Patel,MD Shanaka,1,0,1,63,120,3,3,5,4,0,,,13,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
79,MD Shanaka,HV Patel,C Karunaratne,1,0,1,64,119,12,13,5,5,0,,,13,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
80,C Karunaratne,HV Patel,MD Shanaka,0,0,0,64,119,3,4,5,6,0,,,13,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
81,MD Shanaka,Kuldeep Yadav,C Karunaratne,2,0,2,66,117,14,14,5,1,0,,,14,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
82,MD Shanaka,Kuldeep Yadav,C Karunaratne,1,0,1,67,116,15,15,5,2,0,,,14,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
83,C Karunaratne,Kuldeep Yadav,MD Shanaka,0,4,4,71,112,3,5,5,3,0,,,14,legbyes,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
84,C Karunaratne,Kuldeep Yadav,MD Shanaka,0,0,0,71,112,3,6,5,4,0,,,14,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
85,C Karunaratne,Kuldeep Yadav,MD Shanaka,1,0,1,72,111,4,7,5,5,0,,,14,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
86,MD Shanaka,Kuldeep Yadav,C Karunaratne,2,0,2,74,109,17,16,5,6,0,,,14,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
87,C Karunaratne,Ravi Bishnoi,MD Shanaka,1,0,1,75,108,5,8,5,1,0,,,15,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
88,MD Shanaka,Ravi Bishnoi,C Karunaratne,1,0,1,76,107,18,17,5,2,0,,,15,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
89,C Karunaratne,Ravi Bishnoi,MD Shanaka,0,0,0,76,107,5,9,5,3,0,,,15,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
90,C Karunaratne,Ravi Bishnoi,MD Shanaka,0,1,1,77,106,5,10,5,4,0,,,15,legbyes,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
91,MD Shanaka,Ravi Bishnoi,C Karunaratne,1,0,1,78,105,19,18,5,5,0,,,15,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
92,C Karunaratne,Ravi Bishnoi,MD Shanaka,0,0,0,78,105,5,11,5,6,0,,,15,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
93,MD Shanaka,HV Patel,C Karunaratne,1,0,1,79,104,20,19,5,1,0,,,16,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
94,C Karunaratne,HV Patel,MD Shanaka,1,0,1,80,103,6,12,5,2,0,,,16,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
95,MD Shanaka,HV Patel,C Karunaratne,4,0,4,84,99,24,20,5,3,0,,,16,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
96,MD Shanaka,HV Patel,C Karunaratne,1,0,1,85,98,25,21,5,4,0,,,16,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
97,C Karunaratne,HV Patel,MD Shanaka,0,4,4,89,94,6,13,5,5,0,,,16,byes,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
98,C Karunaratne,HV Patel,MD Shanaka,1,0,1,90,93,7,14,5,6,0,,,16,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
99,C Karunaratne,Mohammed Siraj,MD Shanaka,1,0,1,91,92,8,15,5,1,0,,,17,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
100,MD Shanaka,Mohammed Siraj,C Karunaratne,4,0,4,95,88,29,22,5,2,0,,,17,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
101,MD Shanaka,Mohammed Siraj,C Karunaratne,0,0,0,95,88,29,23,5,3,0,,,17,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
102,MD Shanaka,Mohammed Siraj,C Karunaratne,4,0,4,99,84,33,24,5,4,0,,,17,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
