,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,N Dickwella,Washington Sundar,WU Tharanga,0,0,0,0,,0,1,0,-,1.0,0,0,,,,field,India,1,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,Sri Lanka,India,False,135,Left hand Bat,Left hand Bat,Right arm Offbreak
1,N Dickwella,Washington Sundar,WU Tharanga,1,0,1,1,,1,2,0,-,2.0,0,0,,,,field,India,1,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,Sri Lanka,India,False,135,Left hand Bat,Left hand Bat,Right arm Offbreak
2,WU Tharanga,Washington Sundar,N Dickwella,0,0,0,1,,0,1,0,-,3.0,0,0,,,,field,India,1,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,Sri Lanka,India,False,135,Left hand Bat,Left hand Bat,Right arm Offbreak
3,WU Tharanga,Washington Sundar,N Dickwella,4,0,4,5,,4,2,0,-,4.0,0,0,,,,field,India,1,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,Sri Lanka,India,False,135,Left hand Bat,Left hand Bat,Right arm Offbreak
4,WU Tharanga,Washington Sundar,N Dickwella,1,0,1,6,,5,3,0,-,5.0,0,0,,,,field,India,1,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,Sri Lanka,India,False,135,Left hand Bat,Left hand Bat,Right arm Offbreak
5,N Dickwella,Washington Sundar,WU Tharanga,0,0,0,6,,1,3,0,-,6.0,0,0,,,,field,India,1,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,Sri Lanka,India,False,135,Left hand Bat,Left hand Bat,Right arm Offbreak
6,WU Tharanga,JD Unadkat,N Dickwella,0,0,0,6,,5,4,0,-,1.0,1,0,,,,field,India,1,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,Sri Lanka,India,False,135,Left hand Bat,Left hand Bat,Left arm Medium
7,WU Tharanga,JD Unadkat,N Dickwella,0,1,1,7,,5,5,0,legbyes,2.0,1,0,,,,field,India,1,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,Sri Lanka,India,False,135,Left hand Bat,Left hand Bat,Left arm Medium
8,N Dickwella,JD Unadkat,WU Tharanga,0,1,1,8,,1,3,0,wides,2.0,1,0,,,,field,India,1,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,Sri Lanka,India,False,135,Left hand Bat,Left hand Bat,Left arm Medium
9,N Dickwella,JD Unadkat,WU Tharanga,0,0,0,8,,1,4,0,-,3.0,1,0,,,,field,India,1,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,Sri Lanka,India,False,135,Left hand Bat,Left hand Bat,Left arm Medium
10,N Dickwella,JD Unadkat,WU Tharanga,0,0,0,8,,1,5,0,-,4.0,1,0,,,,field,India,1,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,Sri Lanka,India,False,135,Left hand Bat,Left hand Bat,Left arm Medium
11,N Dickwella,JD Unadkat,WU Tharanga,0,0,0,8,,1,6,1,-,5.0,1,caught,N Dickwella,Mohammed Siraj,,field,India,1,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,Sri Lanka,India,False,135,Left hand Bat,Left hand Bat,Left arm Medium
12,WU Tharanga,JD Unadkat,MDKJ Perera,1,0,1,9,,6,6,1,-,6.0,1,0,,,,field,India,1,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,Sri Lanka,India,False,135,Left hand Bat,Left hand Bat,Left arm Medium
13,WU Tharanga,Washington Sundar,MDKJ Perera,0,0,0,9,,6,7,1,-,1.0,2,0,,,,field,India,1,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,Sri Lanka,India,False,135,Left hand Bat,Left hand Bat,Right arm Offbreak
