,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
0,MJ Guptill,CV Varun,DJ Mitchell,2,0,2,2,108,2,1,0,1,-,1,0,,,field,New Zealand,2,Dubai International Cricket Stadium,2021,10,India_New Zealand_2021-10-31,New Zealand,New Zealand,India,111
1,MJ Guptill,CV Varun,DJ Mitchell,0,0,0,2,108,2,2,0,2,-,1,0,,,field,New Zealand,2,Dubai International Cricket Stadium,2021,10,India_New Zealand_2021-10-31,New Zealand,New Zealand,India,111
2,MJ Guptill,CV Varun,DJ Mitchell,1,0,1,3,107,3,3,0,3,-,1,0,,,field,New Zealand,2,Dubai International Cricket Stadium,2021,10,India_New Zealand_2021-10-31,New Zealand,New Zealand,India,111
3,DJ Mitchell,CV Varun,MJ Guptill,0,1,1,4,106,0,1,0,4,legbyes,1,0,,,field,New Zealand,2,Dubai International Cricket Stadium,2021,10,India_New Zealand_2021-10-31,New Zealand,New Zealand,India,111
4,MJ Guptill,CV Varun,DJ Mitchell,1,0,1,5,105,4,4,0,5,-,1,0,,,field,New Zealand,2,Dubai International Cricket Stadium,2021,10,India_New Zealand_2021-10-31,New Zealand,New Zealand,India,111
5,DJ Mitchell,CV Varun,MJ Guptill,0,0,0,5,105,0,2,0,6,-,1,0,,,field,New Zealand,2,Dubai International Cricket Stadium,2021,10,India_New Zealand_2021-10-31,New Zealand,New Zealand,India,111
6,MJ Guptill,JJ Bumrah,DJ Mitchell,0,0,0,5,105,4,5,0,1,-,2,0,,,field,New Zealand,2,Dubai International Cricket Stadium,2021,10,India_New Zealand_2021-10-31,New Zealand,New Zealand,India,111
7,MJ Guptill,JJ Bumrah,DJ Mitchell,0,0,0,5,105,4,6,0,2,-,2,0,,,field,New Zealand,2,Dubai International Cricket Stadium,2021,10,India_New Zealand_2021-10-31,New Zealand,New Zealand,India,111
8,MJ Guptill,JJ Bumrah,DJ Mitchell,0,0,0,5,105,4,7,0,3,-,2,0,,,field,New Zealand,2,Dubai International Cricket Stadium,2021,10,India_New Zealand_2021-10-31,New Zealand,New Zealand,India,111
9,MJ Guptill,JJ Bumrah,DJ Mitchell,1,0,1,6,104,5,8,0,4,-,2,0,,,field,New Zealand,2,Dubai International Cricket Stadium,2021,10,India_New Zealand_2021-10-31,New Zealand,New Zealand,India,111
10,DJ Mitchell,JJ Bumrah,MJ Guptill,0,0,0,6,104,0,3,0,5,-,2,0,,,field,New Zealand,2,Dubai International Cricket Stadium,2021,10,India_New Zealand_2021-10-31,New Zealand,New Zealand,India,111
11,DJ Mitchell,JJ Bumrah,MJ Guptill,0,0,0,6,104,0,4,0,6,-,2,0,,,field,New Zealand,2,Dubai International Cricket Stadium,2021,10,India_New Zealand_2021-10-31,New Zealand,New Zealand,India,111
12,MJ Guptill,CV Varun,DJ Mitchell,0,0,0,6,104,5,9,0,1,-,3,0,,,field,New Zealand,2,Dubai International Cricket Stadium,2021,10,India_New Zealand_2021-10-31,New Zealand,New Zealand,India,111
13,MJ Guptill,CV Varun,DJ Mitchell,4,0,4,10,100,9,10,0,2,-,3,0,,,field,New Zealand,2,Dubai International Cricket Stadium,2021,10,India_New Zealand_2021-10-31,New Zealand,New Zealand,India,111
14,MJ Guptill,CV Varun,DJ Mitchell,4,0,4,14,96,13,11,0,3,-,3,0,,,field,New Zealand,2,Dubai International Cricket Stadium,2021,10,India_New Zealand_2021-10-31,New Zealand,New Zealand,India,111
