,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
12,SC Williams,Mohammad Saifuddin,H Masakadza,0,0,0,3,172,1,3,2,1,0,,,3,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
13,SC Williams,Mohammad Saifuddin,H Masakadza,1,0,1,4,171,2,4,2,2,0,,,3,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
14,H Masakadza,Mohammad Saifuddin,SC Williams,0,0,0,4,171,2,4,2,3,0,,,3,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
15,H Masakadza,Mohammad Saifuddin,SC Williams,0,0,0,4,171,2,5,2,4,0,,,3,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
16,H Masakadza,Mohammad Saifuddin,SC Williams,4,0,4,8,167,6,6,2,5,0,,,3,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
17,H Masakadza,Mohammad Saifuddin,SC Williams,0,0,0,8,167,6,7,2,6,0,,,3,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
18,SC Williams,Shafiul Islam,H Masakadza,0,0,0,8,167,2,5,3,1,caught,SC Williams,Afif Hossain,4,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
19,H Masakadza,Shafiul Islam,CT Mutombodzi,0,0,0,8,167,6,8,3,2,0,,,4,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
20,H Masakadza,Shafiul Islam,CT Mutombodzi,0,0,0,8,167,6,9,3,3,0,,,4,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
21,H Masakadza,Shafiul Islam,CT Mutombodzi,4,0,4,12,163,10,10,3,4,0,,,4,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
22,H Masakadza,Shafiul Islam,CT Mutombodzi,4,0,4,16,159,14,11,3,5,0,,,4,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
23,H Masakadza,Shafiul Islam,CT Mutombodzi,0,0,0,16,159,14,12,3,6,0,,,4,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
24,CT Mutombodzi,Shakib Al Hasan,H Masakadza,0,0,0,16,159,0,1,3,1,0,,,5,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
25,CT Mutombodzi,Shakib Al Hasan,H Masakadza,0,0,0,16,159,0,2,3,2,0,,,5,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
26,CT Mutombodzi,Shakib Al Hasan,H Masakadza,1,0,1,17,158,1,3,3,3,0,,,5,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
27,H Masakadza,Shakib Al Hasan,CT Mutombodzi,3,0,3,20,155,17,13,3,4,0,,,5,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
28,CT Mutombodzi,Shakib Al Hasan,H Masakadza,1,0,1,21,154,2,4,3,5,0,,,5,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
29,H Masakadza,Shakib Al Hasan,CT Mutombodzi,1,0,1,22,153,18,14,3,6,0,,,5,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
30,H Masakadza,Mustafizur Rahman,CT Mutombodzi,0,1,1,23,152,18,15,3,1,0,,,6,wides,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
31,H Masakadza,Mustafizur Rahman,CT Mutombodzi,1,0,1,24,151,19,16,3,2,0,,,6,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
32,CT Mutombodzi,Mustafizur Rahman,H Masakadza,0,0,0,24,151,2,5,3,3,0,,,6,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
33,CT Mutombodzi,Mustafizur Rahman,H Masakadza,2,0,2,26,149,4,6,3,4,0,,,6,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
34,CT Mutombodzi,Mustafizur Rahman,H Masakadza,1,0,1,27,148,5,7,3,5,0,,,6,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
35,H Masakadza,Mustafizur Rahman,CT Mutombodzi,1,0,1,28,147,20,17,3,6,0,,,6,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
36,CT Mutombodzi,Mustafizur Rahman,H Masakadza,6,0,6,34,141,11,8,3,7,0,,,6,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
37,H Masakadza,Aminul Islam,CT Mutombodzi,0,0,0,34,141,20,18,3,1,0,,,7,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
38,H Masakadza,Aminul Islam,CT Mutombodzi,1,0,1,35,140,21,19,3,2,0,,,7,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
39,CT Mutombodzi,Aminul Islam,H Masakadza,0,0,0,35,140,11,9,4,3,caught,CT Mutombodzi,Nazmul Hossain Shanto,7,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
40,H Masakadza,Aminul Islam,RP Burl,0,0,0,35,140,21,20,4,4,0,,,7,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
41,H Masakadza,Aminul Islam,RP Burl,1,0,1,36,139,22,21,4,5,0,,,7,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
42,RP Burl,Aminul Islam,H Masakadza,1,0,1,37,138,1,1,4,6,0,,,7,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
43,RP Burl,Shafiul Islam,H Masakadza,0,0,0,37,138,1,2,4,1,0,,,8,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
44,RP Burl,Shafiul Islam,H Masakadza,0,0,0,37,138,1,3,5,2,bowled,RP Burl,,8,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
45,R Mutumbami,Shafiul Islam,H Masakadza,1,0,1,38,137,1,1,5,3,0,,,8,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
46,H Masakadza,Shafiul Islam,R Mutumbami,1,0,1,39,136,23,22,5,4,0,,,8,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
47,R Mutumbami,Shafiul Islam,H Masakadza,1,0,1,40,135,2,2,5,5,0,,,8,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
48,H Masakadza,Shafiul Islam,R Mutumbami,1,0,1,41,134,24,23,5,6,0,,,8,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
49,H Masakadza,Aminul Islam,R Mutumbami,0,0,0,41,134,24,24,5,1,0,,,9,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
50,H Masakadza,Aminul Islam,R Mutumbami,1,0,1,42,133,25,25,5,2,0,,,9,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
51,R Mutumbami,Aminul Islam,H Masakadza,0,1,1,43,132,2,3,5,3,0,,,9,wides,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
52,R Mutumbami,Aminul Islam,H Masakadza,1,0,1,44,131,3,4,5,4,0,,,9,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
53,H Masakadza,Aminul Islam,R Mutumbami,0,0,0,44,131,25,26,6,5,lbw,H Masakadza,,9,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
54,N Madziva,Aminul Islam,R Mutumbami,1,0,1,45,130,1,1,6,6,0,,,9,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
55,R Mutumbami,Aminul Islam,N Madziva,2,0,2,47,128,5,5,6,7,0,,,9,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
56,N Madziva,Mustafizur Rahman,R Mutumbami,0,0,0,47,128,1,2,6,1,0,,,10,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
57,N Madziva,Mustafizur Rahman,R Mutumbami,1,0,1,48,127,2,3,6,2,0,,,10,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
58,R Mutumbami,Mustafizur Rahman,N Madziva,6,0,6,54,121,11,6,6,3,0,,,10,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
59,R Mutumbami,Mustafizur Rahman,N Madziva,1,0,1,55,120,12,7,6,4,0,,,10,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
60,N Madziva,Mustafizur Rahman,R Mutumbami,0,0,0,55,120,2,4,6,5,0,,,10,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
61,N Madziva,Mustafizur Rahman,R Mutumbami,1,0,1,56,119,3,5,6,6,0,,,10,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
62,N Madziva,Aminul Islam,R Mutumbami,1,0,1,57,118,4,6,6,1,0,,,11,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
63,R Mutumbami,Aminul Islam,N Madziva,1,0,1,58,117,13,8,6,2,0,,,11,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
64,N Madziva,Aminul Islam,R Mutumbami,0,0,0,58,117,4,7,6,3,0,,,11,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
65,N Madziva,Aminul Islam,R Mutumbami,0,0,0,58,117,4,8,6,4,0,,,11,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
66,N Madziva,Aminul Islam,R Mutumbami,2,0,2,60,115,6,9,6,5,0,,,11,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
67,N Madziva,Aminul Islam,R Mutumbami,1,0,1,61,114,7,10,6,6,0,,,11,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
68,N Madziva,Shakib Al Hasan,R Mutumbami,1,0,1,62,113,8,11,6,1,0,,,12,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
69,R Mutumbami,Shakib Al Hasan,N Madziva,1,0,1,63,112,14,9,6,2,0,,,12,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
70,N Madziva,Shakib Al Hasan,R Mutumbami,0,1,1,64,111,8,12,6,3,0,,,12,legbyes,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
71,R Mutumbami,Shakib Al Hasan,N Madziva,0,0,0,64,111,14,10,6,4,0,,,12,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
72,R Mutumbami,Shakib Al Hasan,N Madziva,1,0,1,65,110,15,11,6,5,0,,,12,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
73,N Madziva,Shakib Al Hasan,R Mutumbami,1,0,1,66,109,9,13,6,6,0,,,12,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
74,N Madziva,Aminul Islam,R Mutumbami,0,0,0,66,109,9,14,6,1,0,,,13,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
75,N Madziva,Aminul Islam,R Mutumbami,0,0,0,66,109,9,15,7,2,run out,N Madziva,,13,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
76,KM Jarvis,Aminul Islam,R Mutumbami,1,0,1,67,108,1,1,7,3,0,,,13,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
77,R Mutumbami,Aminul Islam,KM Jarvis,1,0,1,68,107,16,12,7,4,0,,,13,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
78,KM Jarvis,Aminul Islam,R Mutumbami,1,0,1,69,106,2,2,7,5,0,,,13,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
79,R Mutumbami,Aminul Islam,KM Jarvis,1,0,1,70,105,17,13,7,6,0,,,13,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
80,R Mutumbami,Shakib Al Hasan,KM Jarvis,0,0,0,70,105,17,14,7,1,0,,,14,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
81,R Mutumbami,Shakib Al Hasan,KM Jarvis,0,0,0,70,105,17,15,7,2,0,,,14,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
82,R Mutumbami,Shakib Al Hasan,KM Jarvis,6,0,6,76,99,23,16,7,3,0,,,14,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
83,R Mutumbami,Shakib Al Hasan,KM Jarvis,6,0,6,82,93,29,17,7,4,0,,,14,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
84,R Mutumbami,Shakib Al Hasan,KM Jarvis,4,0,4,86,89,33,18,7,5,0,,,14,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
85,R Mutumbami,Shakib Al Hasan,KM Jarvis,0,0,0,86,89,33,19,7,6,0,,,14,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
86,KM Jarvis,Mohammad Saifuddin,R Mutumbami,0,0,0,86,89,2,3,7,1,0,,,15,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
87,KM Jarvis,Mohammad Saifuddin,R Mutumbami,1,0,1,87,88,3,4,7,2,0,,,15,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
88,R Mutumbami,Mohammad Saifuddin,KM Jarvis,0,1,1,88,87,33,20,7,3,0,,,15,byes,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
89,KM Jarvis,Mohammad Saifuddin,R Mutumbami,0,0,0,88,87,3,5,7,4,0,,,15,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
90,KM Jarvis,Mohammad Saifuddin,R Mutumbami,0,0,0,88,87,3,6,7,5,0,,,15,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
91,KM Jarvis,Mohammad Saifuddin,R Mutumbami,0,0,0,88,87,3,7,7,6,0,,,15,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
92,R Mutumbami,Shafiul Islam,KM Jarvis,3,0,3,91,84,36,21,7,1,0,,,16,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
93,KM Jarvis,Shafiul Islam,R Mutumbami,4,0,4,95,80,7,8,7,2,0,,,16,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
94,KM Jarvis,Shafiul Islam,R Mutumbami,1,0,1,96,79,8,9,7,3,0,,,16,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
95,R Mutumbami,Shafiul Islam,KM Jarvis,0,1,1,97,78,36,22,7,4,0,,,16,wides,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
96,R Mutumbami,Shafiul Islam,KM Jarvis,1,0,1,98,77,37,23,7,5,0,,,16,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
97,KM Jarvis,Shafiul Islam,R Mutumbami,1,0,1,99,76,9,10,7,6,0,,,16,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
98,R Mutumbami,Shafiul Islam,KM Jarvis,0,0,0,99,76,37,24,7,7,0,,,16,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
99,KM Jarvis,Mustafizur Rahman,R Mutumbami,1,0,1,100,75,10,11,7,1,0,,,17,-,field,Zimbabwe,2,Zahur Ahmed Chowdhury Stadium,2019,09,Bangladesh_Zimbabwe_2019-09-18,Bangladesh,Zimbabwe,Bangladesh,136
