,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
43,M Shumba,Mohammad Nabi,TK Musakanda,1,0,1,45,4,6,1,0,,,8,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
44,TK Musakanda,Mohammad Nabi,M Shumba,1,0,1,46,26,24,2,0,,,8,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
45,M Shumba,Mohammad Nabi,TK Musakanda,0,0,0,46,4,7,3,0,,,8,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
46,M Shumba,Mohammad Nabi,TK Musakanda,1,0,1,47,5,8,4,0,,,8,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
47,TK Musakanda,Mohammad Nabi,M Shumba,2,0,2,49,28,25,5,0,,,8,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
48,TK Musakanda,Mohammad Nabi,M Shumba,1,0,1,50,29,26,6,0,,,8,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
49,TK Musakanda,Naveen-ul-Haq,M Shumba,1,0,1,51,30,27,1,0,,,9,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
50,M Shumba,Naveen-ul-Haq,TK Musakanda,1,0,1,52,6,9,2,0,,,9,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
51,TK Musakanda,Naveen-ul-Haq,M Shumba,0,0,0,52,30,28,3,caught,TK Musakanda,Mohammad Nabi,9,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
52,M Shumba,Naveen-ul-Haq,Sikandar Raza,0,0,0,52,6,10,4,0,,,9,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
53,M Shumba,Naveen-ul-Haq,Sikandar Raza,0,0,0,52,6,11,5,0,,,9,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
54,M Shumba,Naveen-ul-Haq,Sikandar Raza,0,0,0,52,6,12,6,0,,,9,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
55,Sikandar Raza,Rashid Khan,M Shumba,1,0,1,53,1,1,1,0,,,10,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
56,M Shumba,Rashid Khan,Sikandar Raza,0,0,0,53,6,13,2,0,,,10,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
57,M Shumba,Rashid Khan,Sikandar Raza,1,0,1,54,7,14,3,0,,,10,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
58,Sikandar Raza,Rashid Khan,M Shumba,0,0,0,54,1,2,4,0,,,10,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
59,Sikandar Raza,Rashid Khan,M Shumba,1,0,1,55,2,3,5,0,,,10,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
60,M Shumba,Rashid Khan,Sikandar Raza,1,0,1,56,8,15,6,0,,,10,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
61,M Shumba,Karim Janat,Sikandar Raza,0,0,0,56,8,16,1,0,,,11,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
62,M Shumba,Karim Janat,Sikandar Raza,0,0,0,56,8,17,2,caught,M Shumba,Rahmanullah Gurbaz,11,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
63,R Mutumbami,Karim Janat,Sikandar Raza,0,0,0,56,0,1,3,caught,R Mutumbami,Rahmanullah Gurbaz,11,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
64,RP Burl,Karim Janat,Sikandar Raza,0,0,0,56,0,1,4,0,,,11,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
65,RP Burl,Karim Janat,Sikandar Raza,1,0,1,57,1,2,5,0,,,11,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
66,Sikandar Raza,Karim Janat,RP Burl,1,0,1,58,3,4,6,0,,,11,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
67,Sikandar Raza,Rashid Khan,RP Burl,0,0,0,58,3,5,1,0,,,12,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
68,Sikandar Raza,Rashid Khan,RP Burl,1,0,1,59,4,6,2,0,,,12,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
69,RP Burl,Rashid Khan,Sikandar Raza,1,0,1,60,2,3,3,0,,,12,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
70,Sikandar Raza,Rashid Khan,RP Burl,1,0,1,61,5,7,4,0,,,12,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
71,RP Burl,Rashid Khan,Sikandar Raza,0,0,0,61,2,4,5,0,,,12,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
72,RP Burl,Rashid Khan,Sikandar Raza,1,0,1,62,3,5,6,0,,,12,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
73,RP Burl,Karim Janat,Sikandar Raza,0,0,0,62,3,6,1,0,,,13,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
74,RP Burl,Karim Janat,Sikandar Raza,1,0,1,63,4,7,2,0,,,13,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
75,Sikandar Raza,Karim Janat,RP Burl,4,0,4,67,9,8,3,0,,,13,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
76,Sikandar Raza,Karim Janat,RP Burl,1,0,1,68,10,9,4,0,,,13,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
77,RP Burl,Karim Janat,Sikandar Raza,1,0,1,69,5,8,5,0,,,13,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
78,Sikandar Raza,Karim Janat,RP Burl,0,0,0,69,10,10,6,0,,,13,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
79,RP Burl,Sharafuddin Ashraf,Sikandar Raza,2,0,2,71,7,9,1,0,,,14,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
80,RP Burl,Sharafuddin Ashraf,Sikandar Raza,2,0,2,73,9,10,2,0,,,14,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
81,RP Burl,Sharafuddin Ashraf,Sikandar Raza,0,0,0,73,9,11,3,0,,,14,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
82,RP Burl,Sharafuddin Ashraf,Sikandar Raza,0,0,0,73,9,12,4,0,,,14,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
83,RP Burl,Sharafuddin Ashraf,Sikandar Raza,1,0,1,74,10,13,5,0,,,14,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
84,Sikandar Raza,Sharafuddin Ashraf,RP Burl,1,0,1,75,11,11,6,0,,,14,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
85,Sikandar Raza,Rashid Khan,RP Burl,0,0,0,75,11,12,1,0,,,15,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
86,Sikandar Raza,Rashid Khan,RP Burl,1,0,1,76,12,13,2,0,,,15,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
87,RP Burl,Rashid Khan,Sikandar Raza,0,0,0,76,10,14,3,0,,,15,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
88,RP Burl,Rashid Khan,Sikandar Raza,1,0,1,77,11,15,4,0,,,15,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
89,Sikandar Raza,Rashid Khan,RP Burl,1,0,1,78,13,14,5,0,,,15,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
90,RP Burl,Rashid Khan,Sikandar Raza,0,1,1,79,11,16,6,0,,,15,wides,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
91,RP Burl,Rashid Khan,Sikandar Raza,6,0,6,85,17,17,7,0,,,15,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
92,Sikandar Raza,Sharafuddin Ashraf,RP Burl,2,0,2,87,15,15,1,0,,,16,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
93,Sikandar Raza,Sharafuddin Ashraf,RP Burl,1,0,1,88,16,16,2,0,,,16,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
94,RP Burl,Sharafuddin Ashraf,Sikandar Raza,0,0,0,88,17,18,3,0,,,16,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
95,RP Burl,Sharafuddin Ashraf,Sikandar Raza,0,1,1,89,17,19,4,0,,,16,legbyes,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
96,Sikandar Raza,Sharafuddin Ashraf,RP Burl,1,0,1,90,17,17,5,0,,,16,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
97,RP Burl,Sharafuddin Ashraf,Sikandar Raza,0,0,0,90,17,20,6,0,,,16,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
98,Sikandar Raza,Naveen-ul-Haq,RP Burl,2,0,2,92,19,18,1,0,,,17,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
99,Sikandar Raza,Naveen-ul-Haq,RP Burl,0,0,0,92,19,19,2,0,,,17,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
100,Sikandar Raza,Naveen-ul-Haq,RP Burl,4,0,4,96,23,20,3,0,,,17,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
101,Sikandar Raza,Naveen-ul-Haq,RP Burl,2,0,2,98,25,21,4,0,,,17,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
102,Sikandar Raza,Naveen-ul-Haq,RP Burl,2,0,2,100,27,22,5,0,,,17,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
103,Sikandar Raza,Naveen-ul-Haq,RP Burl,1,0,1,101,28,23,6,0,,,17,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
104,Sikandar Raza,Karim Janat,RP Burl,6,0,6,107,34,24,1,0,,,18,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
105,Sikandar Raza,Karim Janat,RP Burl,1,0,1,108,35,25,2,0,,,18,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
106,RP Burl,Karim Janat,Sikandar Raza,2,0,2,110,19,21,3,0,,,18,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
107,RP Burl,Karim Janat,Sikandar Raza,0,0,0,110,19,22,4,0,,,18,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
108,RP Burl,Karim Janat,Sikandar Raza,0,0,0,110,19,23,5,0,,,18,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
109,RP Burl,Karim Janat,Sikandar Raza,1,0,1,111,20,24,6,0,,,18,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
110,RP Burl,Fazalhaq Farooqi,Sikandar Raza,6,0,6,117,26,25,1,0,,,19,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
111,RP Burl,Fazalhaq Farooqi,Sikandar Raza,0,0,0,117,26,26,2,0,,,19,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
112,RP Burl,Fazalhaq Farooqi,Sikandar Raza,1,0,1,118,27,27,3,0,,,19,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
113,Sikandar Raza,Fazalhaq Farooqi,RP Burl,1,0,1,119,36,26,4,0,,,19,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
114,RP Burl,Fazalhaq Farooqi,Sikandar Raza,1,0,1,120,28,28,5,0,,,19,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
115,Sikandar Raza,Fazalhaq Farooqi,RP Burl,1,0,1,121,37,27,6,0,,,19,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
116,Sikandar Raza,Karim Janat,RP Burl,3,0,3,124,40,28,1,0,,,20,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
117,RP Burl,Karim Janat,Sikandar Raza,1,0,1,125,29,29,2,0,,,20,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
118,Sikandar Raza,Karim Janat,RP Burl,1,0,1,126,41,29,3,0,,,20,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
119,RP Burl,Karim Janat,Sikandar Raza,4,0,4,130,33,30,4,0,,,20,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
120,RP Burl,Karim Janat,Sikandar Raza,0,0,0,130,33,31,5,0,,,20,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
121,RP Burl,Karim Janat,Sikandar Raza,6,0,6,136,39,32,6,0,,,20,-,bat,Afghanistan,2,Sheikh Zayed Stadium,2021-03-20,Afghanistan,Zimbabwe,Afghanistan
