,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,LD Chandimal,AD Russell,TM Dilshan,1,0,1,1,,1,1,0,1,-,0,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
1,TM Dilshan,AD Russell,LD Chandimal,6,0,6,7,,6,1,0,2,-,0,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
2,TM Dilshan,AD Russell,LD Chandimal,4,0,4,11,,10,2,0,3,-,0,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
3,TM Dilshan,AD Russell,LD Chandimal,0,1,1,12,,10,3,0,4,legbyes,0,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
4,LD Chandimal,AD Russell,TM Dilshan,0,1,1,13,,1,2,0,5,legbyes,0,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
5,TM Dilshan,AD Russell,LD Chandimal,0,0,0,13,,10,4,0,6,-,0,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
6,LD Chandimal,S Badree,TM Dilshan,0,0,0,13,,1,3,0,1,-,1,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
7,LD Chandimal,S Badree,TM Dilshan,0,0,0,13,,1,4,0,2,-,1,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
8,LD Chandimal,S Badree,TM Dilshan,0,0,0,13,,1,5,0,3,-,1,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
9,LD Chandimal,S Badree,TM Dilshan,1,0,1,14,,2,6,0,4,-,1,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
10,TM Dilshan,S Badree,LD Chandimal,1,0,1,15,,11,5,0,5,-,1,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
11,LD Chandimal,S Badree,TM Dilshan,4,0,4,19,,6,7,0,6,-,1,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
12,TM Dilshan,SJ Benn,LD Chandimal,0,0,0,19,,11,6,0,1,-,2,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
13,TM Dilshan,SJ Benn,LD Chandimal,0,0,0,19,,11,7,0,2,-,2,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
14,TM Dilshan,SJ Benn,LD Chandimal,0,0,0,19,,11,8,0,3,-,2,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
15,TM Dilshan,SJ Benn,LD Chandimal,1,0,1,20,,12,9,0,4,-,2,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
16,LD Chandimal,SJ Benn,TM Dilshan,0,0,0,20,,6,8,0,5,-,2,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
17,LD Chandimal,SJ Benn,TM Dilshan,0,0,0,20,,6,9,0,6,-,2,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
18,TM Dilshan,CR Brathwaite,LD Chandimal,0,0,0,20,,12,10,1,1,-,3,lbw,TM Dilshan,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
19,HDRL Thirimanne,CR Brathwaite,LD Chandimal,0,1,1,21,,0,1,1,2,legbyes,3,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
20,LD Chandimal,CR Brathwaite,HDRL Thirimanne,1,0,1,22,,7,10,1,3,-,3,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
21,HDRL Thirimanne,CR Brathwaite,LD Chandimal,0,1,1,23,,0,2,1,4,legbyes,3,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
22,LD Chandimal,CR Brathwaite,HDRL Thirimanne,6,0,6,29,,13,11,1,5,-,3,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
23,LD Chandimal,CR Brathwaite,HDRL Thirimanne,1,0,1,30,,14,12,1,6,-,3,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
24,LD Chandimal,S Badree,HDRL Thirimanne,0,0,0,30,,14,13,1,1,-,4,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
25,LD Chandimal,S Badree,HDRL Thirimanne,2,0,2,32,,16,14,1,2,-,4,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
26,LD Chandimal,S Badree,HDRL Thirimanne,0,0,0,32,,16,15,1,3,-,4,0,,,field,West Indies,1,M Chinnaswamy Stadium,2016,03,Sri Lanka_West Indies_2016-03-20,West Indies,Sri Lanka,West Indies,False,122
