,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,wicket_type,player_out,fielder,over,extras,extra_type,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
50,AJ Finch,Zulfiqar Babar,GJ Maxwell,0,0,0,102,31,25,2,0,,,9,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
51,AJ Finch,Zulfiqar Babar,GJ Maxwell,1,0,1,103,32,26,3,0,,,9,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
52,GJ Maxwell,Zulfiqar Babar,AJ Finch,1,0,1,104,59,21,4,0,,,9,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
53,AJ Finch,Zulfiqar Babar,GJ Maxwell,1,0,1,105,33,27,5,0,,,9,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
54,GJ Maxwell,Zulfiqar Babar,AJ Finch,0,0,0,105,59,22,6,0,,,9,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
55,AJ Finch,Saeed Ajmal,GJ Maxwell,1,0,1,106,34,28,1,0,,,10,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
56,GJ Maxwell,Saeed Ajmal,AJ Finch,6,0,6,112,65,23,2,0,,,10,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
57,GJ Maxwell,Saeed Ajmal,AJ Finch,4,0,4,116,69,24,3,0,,,10,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
58,GJ Maxwell,Saeed Ajmal,AJ Finch,0,0,0,116,69,25,4,0,,,10,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
59,GJ Maxwell,Saeed Ajmal,AJ Finch,1,0,1,117,70,26,5,0,,,10,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
60,AJ Finch,Saeed Ajmal,GJ Maxwell,0,0,0,117,34,29,6,0,,,10,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
61,GJ Maxwell,Umar Gul,AJ Finch,0,0,0,117,70,27,1,0,,,11,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
62,GJ Maxwell,Umar Gul,AJ Finch,1,0,1,118,71,28,2,0,,,11,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
63,AJ Finch,Umar Gul,GJ Maxwell,1,0,1,119,35,30,3,0,,,11,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
64,GJ Maxwell,Umar Gul,AJ Finch,1,0,1,120,72,29,4,0,,,11,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
65,AJ Finch,Umar Gul,GJ Maxwell,1,0,1,121,36,31,5,0,,,11,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
66,GJ Maxwell,Umar Gul,AJ Finch,1,0,1,122,73,30,6,0,,,11,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
67,GJ Maxwell,Shahid Afridi,AJ Finch,1,0,1,123,74,31,1,0,,,12,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
68,AJ Finch,Shahid Afridi,GJ Maxwell,1,0,1,124,37,32,2,0,,,12,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
69,GJ Maxwell,Shahid Afridi,AJ Finch,0,2,2,126,74,32,3,0,,,12,{'legbyes': 2},legbyes,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
70,GJ Maxwell,Shahid Afridi,AJ Finch,0,0,0,126,74,33,4,caught,GJ Maxwell,Ahmed Shehzad,12,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
71,GJ Bailey,Shahid Afridi,AJ Finch,0,0,0,126,0,1,5,0,,,12,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
72,GJ Bailey,Shahid Afridi,AJ Finch,0,0,0,126,0,2,6,0,,,12,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
73,AJ Finch,Zulfiqar Babar,GJ Bailey,0,0,0,126,37,33,1,0,,,13,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
74,AJ Finch,Zulfiqar Babar,GJ Bailey,0,0,0,126,37,34,2,0,,,13,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
75,AJ Finch,Zulfiqar Babar,GJ Bailey,4,0,4,130,41,35,3,0,,,13,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
76,AJ Finch,Zulfiqar Babar,GJ Bailey,1,0,1,131,42,36,4,0,,,13,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
77,GJ Bailey,Zulfiqar Babar,AJ Finch,0,0,0,131,0,3,5,0,,,13,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
78,GJ Bailey,Zulfiqar Babar,AJ Finch,1,0,1,132,1,4,6,0,,,13,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
79,GJ Bailey,Shahid Afridi,AJ Finch,0,0,0,132,1,5,1,0,,,14,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
80,GJ Bailey,Shahid Afridi,AJ Finch,1,0,1,133,2,6,2,0,,,14,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
81,AJ Finch,Shahid Afridi,GJ Bailey,0,0,0,133,42,37,3,0,,,14,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
82,AJ Finch,Shahid Afridi,GJ Bailey,0,0,0,133,42,38,4,0,,,14,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
83,AJ Finch,Shahid Afridi,GJ Bailey,4,0,4,137,46,39,5,0,,,14,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
84,AJ Finch,Shahid Afridi,GJ Bailey,1,0,1,138,47,40,6,0,,,14,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
85,AJ Finch,Saeed Ajmal,GJ Bailey,0,0,0,138,47,41,1,0,,,15,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
86,AJ Finch,Saeed Ajmal,GJ Bailey,0,1,1,139,47,42,2,0,,,15,{'legbyes': 1},legbyes,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
87,GJ Bailey,Saeed Ajmal,AJ Finch,1,0,1,140,3,7,3,0,,,15,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
88,AJ Finch,Saeed Ajmal,GJ Bailey,1,0,1,141,48,43,4,0,,,15,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
89,GJ Bailey,Saeed Ajmal,AJ Finch,1,0,1,142,4,8,5,0,,,15,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
90,AJ Finch,Saeed Ajmal,GJ Bailey,4,0,4,146,52,44,6,0,,,15,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
91,GJ Bailey,Shahid Afridi,AJ Finch,0,0,0,146,4,9,1,bowled,GJ Bailey,,16,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
92,BJ Hodge,Shahid Afridi,AJ Finch,1,0,1,147,1,1,2,0,,,16,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
93,AJ Finch,Shahid Afridi,BJ Hodge,4,0,4,151,56,45,3,0,,,16,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
94,AJ Finch,Shahid Afridi,BJ Hodge,0,0,0,151,56,46,4,0,,,16,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
95,AJ Finch,Shahid Afridi,BJ Hodge,2,0,2,153,58,47,5,0,,,16,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
96,AJ Finch,Shahid Afridi,BJ Hodge,0,0,0,153,58,48,6,0,,,16,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
97,BJ Hodge,Umar Gul,AJ Finch,1,0,1,154,2,2,1,0,,,17,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
98,AJ Finch,Umar Gul,BJ Hodge,1,0,1,155,59,49,2,0,,,17,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
99,BJ Hodge,Umar Gul,AJ Finch,0,0,0,155,2,3,3,caught,BJ Hodge,Saeed Ajmal,17,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
100,AJ Finch,Umar Gul,BJ Haddin,2,0,2,157,61,50,4,0,,,17,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
101,AJ Finch,Umar Gul,BJ Haddin,4,0,4,161,65,51,5,0,,,17,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
102,AJ Finch,Umar Gul,BJ Haddin,0,0,0,161,65,52,6,0,,,17,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
103,BJ Haddin,Saeed Ajmal,AJ Finch,0,0,0,161,0,1,1,0,,,18,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
104,BJ Haddin,Saeed Ajmal,AJ Finch,1,0,1,162,1,2,2,0,,,18,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
105,AJ Finch,Saeed Ajmal,BJ Haddin,0,0,0,162,65,53,3,0,,,18,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
106,AJ Finch,Saeed Ajmal,BJ Haddin,0,0,0,162,65,54,4,bowled,AJ Finch,,18,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
107,NM Coulter-Nile,Saeed Ajmal,BJ Haddin,0,0,0,162,0,1,5,0,,,18,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
108,NM Coulter-Nile,Saeed Ajmal,BJ Haddin,0,0,0,162,0,2,6,0,,,18,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
109,BJ Haddin,Umar Gul,NM Coulter-Nile,1,0,1,163,2,3,1,0,,,19,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
110,NM Coulter-Nile,Umar Gul,BJ Haddin,0,0,0,163,0,3,2,bowled,NM Coulter-Nile,,19,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
111,MA Starc,Umar Gul,BJ Haddin,1,0,1,164,1,1,3,0,,,19,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
112,BJ Haddin,Umar Gul,MA Starc,2,0,2,166,4,4,4,0,,,19,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
113,BJ Haddin,Umar Gul,MA Starc,1,0,1,167,5,5,5,0,,,19,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
114,MA Starc,Umar Gul,BJ Haddin,2,0,2,169,3,2,6,0,,,19,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
115,BJ Haddin,Bilawal Bhatti,MA Starc,2,0,2,171,7,6,1,0,,,20,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
116,BJ Haddin,Bilawal Bhatti,MA Starc,1,0,1,172,8,7,2,run out,MA Starc,Kamran Akmal;Shahid Afridi,20,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
117,GB Hogg,Bilawal Bhatti,BJ Haddin,1,0,1,173,1,1,3,0,,,20,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
118,BJ Haddin,Bilawal Bhatti,GB Hogg,0,0,0,173,8,8,4,caught,BJ Haddin,Shoaib Malik,20,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
119,GB Hogg,Bilawal Bhatti,DE Bollinger,2,0,2,175,3,2,5,0,,,20,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
120,GB Hogg,Bilawal Bhatti,DE Bollinger,0,0,0,175,3,3,6,bowled,GB Hogg,,20,,-,field,Australia,2,Shere Bangla National Stadium,2014-03-23,Australia,Pakistan
