,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
14,DT Christian,Nasum Ahmed,BR McDermott,0,0,0,14,90,7,5,1,2,0,,,3,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
15,DT Christian,Nasum Ahmed,BR McDermott,1,0,1,15,89,8,6,1,3,0,,,3,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
16,BR McDermott,Nasum Ahmed,DT Christian,0,0,0,15,89,4,8,1,4,0,,,3,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
17,BR McDermott,Nasum Ahmed,DT Christian,0,0,0,15,89,4,9,1,5,0,,,3,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
18,BR McDermott,Nasum Ahmed,DT Christian,0,0,0,15,89,4,10,1,6,0,,,3,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
19,DT Christian,Shakib Al Hasan,BR McDermott,6,0,6,21,83,14,7,1,1,0,,,4,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
20,DT Christian,Shakib Al Hasan,BR McDermott,6,0,6,27,77,20,8,1,2,0,,,4,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
21,DT Christian,Shakib Al Hasan,BR McDermott,6,0,6,33,71,26,9,1,3,0,,,4,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
22,DT Christian,Shakib Al Hasan,BR McDermott,0,0,0,33,71,26,10,1,4,0,,,4,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
23,DT Christian,Shakib Al Hasan,BR McDermott,6,0,6,39,65,32,11,1,5,0,,,4,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
24,DT Christian,Shakib Al Hasan,BR McDermott,6,0,6,45,59,38,12,1,6,0,,,4,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
25,BR McDermott,Nasum Ahmed,DT Christian,1,0,1,46,58,5,11,1,1,0,,,5,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
26,DT Christian,Nasum Ahmed,BR McDermott,1,0,1,47,57,39,13,1,2,0,,,5,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
27,BR McDermott,Nasum Ahmed,DT Christian,0,0,0,47,57,5,12,1,3,0,,,5,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
28,BR McDermott,Nasum Ahmed,DT Christian,0,0,0,47,57,5,13,2,4,lbw,BR McDermott,,5,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
29,MR Marsh,Nasum Ahmed,DT Christian,0,0,0,47,57,0,1,2,5,0,,,5,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
30,MR Marsh,Nasum Ahmed,DT Christian,2,0,2,49,55,2,2,2,6,0,,,5,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
31,DT Christian,Mustafizur Rahman,MR Marsh,0,0,0,49,55,39,14,2,1,0,,,6,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
32,DT Christian,Mustafizur Rahman,MR Marsh,0,0,0,49,55,39,15,3,2,caught,DT Christian,Shamim Hossain,6,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
33,MC Henriques,Mustafizur Rahman,MR Marsh,0,0,0,49,55,0,1,3,3,0,,,6,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
34,MC Henriques,Mustafizur Rahman,MR Marsh,0,0,0,49,55,0,2,3,4,0,,,6,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
35,MC Henriques,Mustafizur Rahman,MR Marsh,0,0,0,49,55,0,3,3,5,0,,,6,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
36,MC Henriques,Mustafizur Rahman,MR Marsh,0,0,0,49,55,0,4,3,6,0,,,6,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
37,MR Marsh,Nasum Ahmed,MC Henriques,1,0,1,50,54,3,3,3,1,0,,,7,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
38,MC Henriques,Nasum Ahmed,MR Marsh,0,0,0,50,54,0,5,3,2,0,,,7,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
39,MC Henriques,Nasum Ahmed,MR Marsh,1,0,1,51,53,1,6,3,3,0,,,7,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
40,MR Marsh,Nasum Ahmed,MC Henriques,0,0,0,51,53,3,4,3,4,0,,,7,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
41,MR Marsh,Nasum Ahmed,MC Henriques,1,0,1,52,52,4,5,3,5,0,,,7,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
42,MC Henriques,Nasum Ahmed,MR Marsh,0,0,0,52,52,1,7,3,6,0,,,7,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
43,MR Marsh,Shakib Al Hasan,MC Henriques,1,0,1,53,51,5,6,3,1,0,,,8,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
44,MC Henriques,Shakib Al Hasan,MR Marsh,2,0,2,55,49,3,8,3,2,0,,,8,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
45,MC Henriques,Shakib Al Hasan,MR Marsh,1,0,1,56,48,4,9,3,3,0,,,8,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
46,MR Marsh,Shakib Al Hasan,MC Henriques,4,0,4,60,44,9,7,3,4,0,,,8,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
47,MR Marsh,Shakib Al Hasan,MC Henriques,0,0,0,60,44,9,8,3,5,0,,,8,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
48,MR Marsh,Shakib Al Hasan,MC Henriques,0,0,0,60,44,9,9,4,6,run out,MC Henriques,Shakib Al Hasan,8,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
49,AT Carey,Mahedi Hasan,MR Marsh,0,0,0,60,44,0,1,4,1,0,,,9,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
50,AT Carey,Mahedi Hasan,MR Marsh,0,0,0,60,44,0,2,4,2,0,,,9,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
51,AT Carey,Mahedi Hasan,MR Marsh,0,0,0,60,44,0,3,4,3,0,,,9,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
52,AT Carey,Mahedi Hasan,MR Marsh,0,0,0,60,44,0,4,4,4,0,,,9,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
53,AT Carey,Mahedi Hasan,MR Marsh,1,0,1,61,43,1,5,4,5,0,,,9,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
54,MR Marsh,Mahedi Hasan,AT Carey,1,0,1,62,42,10,10,4,6,0,,,9,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
55,MR Marsh,Mustafizur Rahman,AT Carey,0,0,0,62,42,10,11,4,1,0,,,10,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
56,MR Marsh,Mustafizur Rahman,AT Carey,1,0,1,63,41,11,12,4,2,0,,,10,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
57,AT Carey,Mustafizur Rahman,MR Marsh,0,0,0,63,41,1,6,5,3,lbw,AT Carey,,10,-,"{'by': 'Australia', 'umpire': 'Gazi Sohel', 'batter': 'AT Carey', 'decision': 'struck down'}",bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
58,AJ Turner,Mustafizur Rahman,MR Marsh,1,0,1,64,40,1,1,5,4,0,,,10,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
59,MR Marsh,Mustafizur Rahman,AJ Turner,0,0,0,64,40,11,13,5,5,0,,,10,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
60,MR Marsh,Mustafizur Rahman,AJ Turner,0,0,0,64,40,11,14,5,6,0,,,10,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
61,AJ Turner,Mahedi Hasan,MR Marsh,1,0,1,65,39,2,2,5,1,0,,,11,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
62,MR Marsh,Mahedi Hasan,AJ Turner,0,0,0,65,39,11,15,6,2,bowled,MR Marsh,,11,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
63,AC Agar,Mahedi Hasan,AJ Turner,0,0,0,65,39,0,1,6,3,0,,,11,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
64,AC Agar,Mahedi Hasan,AJ Turner,0,0,0,65,39,0,2,6,4,0,,,11,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
65,AC Agar,Mahedi Hasan,AJ Turner,0,0,0,65,39,0,3,6,5,0,,,11,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
66,AC Agar,Mahedi Hasan,AJ Turner,1,0,1,66,38,1,4,6,6,0,,,11,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
67,AC Agar,Shoriful Islam,AJ Turner,0,0,0,66,38,1,5,6,1,0,,,12,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
68,AC Agar,Shoriful Islam,AJ Turner,0,1,1,67,37,1,6,6,2,0,,,12,legbyes,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
69,AJ Turner,Shoriful Islam,AC Agar,0,0,0,67,37,2,3,6,3,0,,,12,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
70,AJ Turner,Shoriful Islam,AC Agar,0,0,0,67,37,2,4,6,4,0,,,12,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
71,AJ Turner,Shoriful Islam,AC Agar,1,0,1,68,36,3,5,6,5,0,,,12,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
72,AC Agar,Shoriful Islam,AJ Turner,1,0,1,69,35,2,7,6,6,0,,,12,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
73,AC Agar,Mahedi Hasan,AJ Turner,0,0,0,69,35,2,8,6,1,0,,,13,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
74,AC Agar,Mahedi Hasan,AJ Turner,2,0,2,71,33,4,9,6,2,0,,,13,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
75,AC Agar,Mahedi Hasan,AJ Turner,1,0,1,72,32,5,10,6,3,0,,,13,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
76,AJ Turner,Mahedi Hasan,AC Agar,0,0,0,72,32,3,6,6,4,0,,,13,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
77,AJ Turner,Mahedi Hasan,AC Agar,0,0,0,72,32,3,7,6,5,0,,,13,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
78,AJ Turner,Mahedi Hasan,AC Agar,1,0,1,73,31,4,8,6,6,0,,,13,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
79,AJ Turner,Nasum Ahmed,AC Agar,1,0,1,74,30,5,9,6,1,0,,,14,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
80,AC Agar,Nasum Ahmed,AJ Turner,6,0,6,80,24,11,11,6,2,0,,,14,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
81,AC Agar,Nasum Ahmed,AJ Turner,0,1,1,81,23,11,12,6,3,0,,,14,wides,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
82,AC Agar,Nasum Ahmed,AJ Turner,0,0,0,81,23,11,13,6,4,0,,,14,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
83,AC Agar,Nasum Ahmed,AJ Turner,1,0,1,82,22,12,14,6,5,0,,,14,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
84,AJ Turner,Nasum Ahmed,AC Agar,0,0,0,82,22,5,10,6,6,0,,,14,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
85,AJ Turner,Nasum Ahmed,AC Agar,0,0,0,82,22,5,11,6,7,0,,,14,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
86,AC Agar,Mahmudullah,AJ Turner,1,0,1,83,21,13,15,6,1,0,,,15,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
87,AJ Turner,Mahmudullah,AC Agar,0,0,0,83,21,5,12,6,2,0,,,15,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
88,AJ Turner,Mahmudullah,AC Agar,1,0,1,84,20,6,13,6,3,0,,,15,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
89,AC Agar,Mahmudullah,AJ Turner,0,0,0,84,20,13,16,6,4,0,,,15,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
90,AC Agar,Mahmudullah,AJ Turner,1,0,1,85,19,14,17,6,5,0,,,15,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
91,AJ Turner,Mahmudullah,AC Agar,0,0,0,85,19,6,14,6,6,0,,,15,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
92,AC Agar,Shakib Al Hasan,AJ Turner,4,0,4,89,15,18,18,6,1,0,,,16,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
93,AC Agar,Shakib Al Hasan,AJ Turner,1,0,1,90,14,19,19,6,2,0,,,16,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
94,AJ Turner,Shakib Al Hasan,AC Agar,0,0,0,90,14,6,15,6,3,0,,,16,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
95,AJ Turner,Shakib Al Hasan,AC Agar,0,0,0,90,14,6,16,6,4,0,,,16,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
96,AJ Turner,Shakib Al Hasan,AC Agar,1,0,1,91,13,7,17,6,5,0,,,16,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
97,AC Agar,Shakib Al Hasan,AJ Turner,1,0,1,92,12,20,20,6,6,0,,,16,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
98,AC Agar,Mustafizur Rahman,AJ Turner,2,0,2,94,10,22,21,6,1,0,,,17,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
99,AC Agar,Mustafizur Rahman,AJ Turner,0,0,0,94,10,22,22,6,2,0,,,17,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
100,AC Agar,Mustafizur Rahman,AJ Turner,0,0,0,94,10,22,23,6,3,0,,,17,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
101,AC Agar,Mustafizur Rahman,AJ Turner,0,0,0,94,10,22,24,6,4,0,,,17,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
102,AC Agar,Mustafizur Rahman,AJ Turner,1,0,1,95,9,23,25,6,5,0,,,17,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
103,AJ Turner,Mustafizur Rahman,AC Agar,0,0,0,95,9,7,18,6,6,0,,,17,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
104,AC Agar,Shoriful Islam,AJ Turner,4,0,4,99,5,27,26,6,1,0,,,18,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
105,AC Agar,Shoriful Islam,AJ Turner,0,0,0,99,5,27,27,6,2,0,,,18,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
106,AC Agar,Shoriful Islam,AJ Turner,0,0,0,99,5,27,28,7,3,caught,AC Agar,Shamim Hossain,18,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
107,AJ Tye,Shoriful Islam,AJ Turner,0,0,0,99,5,0,1,7,4,0,,,18,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
108,AJ Tye,Shoriful Islam,AJ Turner,1,0,1,100,4,1,2,7,5,0,,,18,-,,bat,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2021,08,Bangladesh_Australia_2021-08-07,Australia,Australia,Bangladesh,105
