,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,JD Ryder,Abdul Razzaq,MJ Guptill,0,0,0,0,,0,1,1,-,1.0,caught,JD Ryder,Umar Akmal,0,field,Pakistan,1,Seddon Park,2010,12,New Zealand_Pakistan_2010-12-28,New Zealand,New Zealand,Pakistan,True,185,Left hand Bat,Right hand Bat,Right arm Fast
1,JEC Franklin,Abdul Razzaq,MJ Guptill,0,0,0,0,,0,1,1,-,2.0,0,,,0,field,Pakistan,1,Seddon Park,2010,12,New Zealand_Pakistan_2010-12-28,New Zealand,New Zealand,Pakistan,True,185,Left hand Bat,Right hand Bat,Right arm Fast
2,JEC Franklin,Abdul Razzaq,MJ Guptill,0,0,0,0,,0,2,1,-,3.0,0,,,0,field,Pakistan,1,Seddon Park,2010,12,New Zealand_Pakistan_2010-12-28,New Zealand,New Zealand,Pakistan,True,185,Left hand Bat,Right hand Bat,Right arm Fast
3,JEC Franklin,Abdul Razzaq,MJ Guptill,0,0,0,0,,0,3,1,-,4.0,0,,,0,field,Pakistan,1,Seddon Park,2010,12,New Zealand_Pakistan_2010-12-28,New Zealand,New Zealand,Pakistan,True,185,Left hand Bat,Right hand Bat,Right arm Fast
4,JEC Franklin,Abdul Razzaq,MJ Guptill,0,0,0,0,,0,4,1,-,5.0,0,,,0,field,Pakistan,1,Seddon Park,2010,12,New Zealand_Pakistan_2010-12-28,New Zealand,New Zealand,Pakistan,True,185,Left hand Bat,Right hand Bat,Right arm Fast
5,JEC Franklin,Abdul Razzaq,MJ Guptill,1,0,1,1,,1,5,1,-,6.0,0,,,0,field,Pakistan,1,Seddon Park,2010,12,New Zealand_Pakistan_2010-12-28,New Zealand,New Zealand,Pakistan,True,185,Left hand Bat,Right hand Bat,Right arm Fast
6,JEC Franklin,Shoaib Akhtar,MJ Guptill,0,1,1,2,,1,6,1,wides,0.0,0,,,1,field,Pakistan,1,Seddon Park,2010,12,New Zealand_Pakistan_2010-12-28,New Zealand,New Zealand,Pakistan,True,185,Left hand Bat,Right hand Bat,Right arm Fast
7,JEC Franklin,Shoaib Akhtar,MJ Guptill,1,0,1,3,,2,7,1,-,1.0,0,,,1,field,Pakistan,1,Seddon Park,2010,12,New Zealand_Pakistan_2010-12-28,New Zealand,New Zealand,Pakistan,True,185,Left hand Bat,Right hand Bat,Right arm Fast
8,MJ Guptill,Shoaib Akhtar,JEC Franklin,0,0,0,3,,0,1,1,-,2.0,0,,,1,field,Pakistan,1,Seddon Park,2010,12,New Zealand_Pakistan_2010-12-28,New Zealand,New Zealand,Pakistan,True,185,Right hand Bat,Left hand Bat,Right arm Fast
9,MJ Guptill,Shoaib Akhtar,JEC Franklin,0,0,0,3,,0,2,1,-,3.0,0,,,1,field,Pakistan,1,Seddon Park,2010,12,New Zealand_Pakistan_2010-12-28,New Zealand,New Zealand,Pakistan,True,185,Right hand Bat,Left hand Bat,Right arm Fast
