,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
42,V Kohli,Nasir Hossain,S Dhawan,1,0,1,56,24,16,1,8,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
43,S Dhawan,Nasir Hossain,V Kohli,0,0,0,56,31,23,2,8,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
44,S Dhawan,Nasir Hossain,V Kohli,1,0,1,57,32,24,3,8,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
45,V Kohli,Nasir Hossain,S Dhawan,0,0,0,57,24,17,4,8,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
46,V Kohli,Nasir Hossain,S Dhawan,1,0,1,58,25,18,5,8,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
47,S Dhawan,Nasir Hossain,V Kohli,1,0,1,59,33,25,6,8,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
48,S Dhawan,Mashrafe Mortaza,V Kohli,1,0,1,60,34,26,1,9,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
49,V Kohli,Mashrafe Mortaza,S Dhawan,1,0,1,61,26,19,2,9,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
50,S Dhawan,Mashrafe Mortaza,V Kohli,6,0,6,67,40,27,3,9,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
51,S Dhawan,Mashrafe Mortaza,V Kohli,0,0,0,67,40,28,4,9,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
52,S Dhawan,Mashrafe Mortaza,V Kohli,1,0,1,68,41,29,5,9,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
53,V Kohli,Mashrafe Mortaza,S Dhawan,0,0,0,68,26,20,6,9,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
54,S Dhawan,Nasir Hossain,V Kohli,0,0,0,68,41,30,1,10,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
55,S Dhawan,Nasir Hossain,V Kohli,0,0,0,68,41,31,2,10,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
56,S Dhawan,Nasir Hossain,V Kohli,1,0,1,69,42,32,3,10,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
57,V Kohli,Nasir Hossain,S Dhawan,1,0,1,70,27,21,4,10,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
58,S Dhawan,Nasir Hossain,V Kohli,1,0,1,71,43,33,5,10,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
59,V Kohli,Nasir Hossain,S Dhawan,0,0,0,71,27,22,6,10,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
60,S Dhawan,Shakib Al Hasan,V Kohli,4,0,4,75,47,34,1,11,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
61,S Dhawan,Shakib Al Hasan,V Kohli,4,0,4,79,51,35,2,11,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
62,S Dhawan,Shakib Al Hasan,V Kohli,0,0,0,79,51,36,3,11,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
63,S Dhawan,Shakib Al Hasan,V Kohli,1,0,1,80,52,37,4,11,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
64,V Kohli,Shakib Al Hasan,S Dhawan,1,0,1,81,28,23,5,11,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
65,S Dhawan,Shakib Al Hasan,V Kohli,1,0,1,82,53,38,6,11,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
66,S Dhawan,Nasir Hossain,V Kohli,1,0,1,83,54,39,1,12,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
67,V Kohli,Nasir Hossain,S Dhawan,4,0,4,87,32,24,2,12,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
68,V Kohli,Nasir Hossain,S Dhawan,4,0,4,91,36,25,3,12,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
69,V Kohli,Nasir Hossain,S Dhawan,1,0,1,92,37,26,4,12,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
70,S Dhawan,Nasir Hossain,V Kohli,4,0,4,96,58,40,5,12,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
71,S Dhawan,Nasir Hossain,V Kohli,1,0,1,97,59,41,6,12,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
72,S Dhawan,Taskin Ahmed,V Kohli,0,0,0,97,59,42,1,13,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
73,S Dhawan,Taskin Ahmed,V Kohli,1,0,1,98,60,43,2,13,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
74,V Kohli,Taskin Ahmed,S Dhawan,1,0,1,99,38,27,3,13,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
75,S Dhawan,Taskin Ahmed,V Kohli,0,0,0,99,60,44,4,13,caught,S Dhawan,Soumya Sarkar,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
76,MS Dhoni,Taskin Ahmed,V Kohli,2,0,2,101,2,1,5,13,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
77,MS Dhoni,Taskin Ahmed,V Kohli,1,0,1,102,3,2,6,13,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
78,MS Dhoni,Al-Amin Hossain,V Kohli,6,0,6,108,9,3,1,14,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
79,MS Dhoni,Al-Amin Hossain,V Kohli,1,0,1,109,10,4,2,14,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
80,V Kohli,Al-Amin Hossain,MS Dhoni,3,0,3,112,41,28,3,14,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
81,MS Dhoni,Al-Amin Hossain,V Kohli,4,0,4,116,14,5,4,14,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
82,MS Dhoni,Al-Amin Hossain,V Kohli,6,0,6,122,20,6,5,14,0,,,0,field,India,2,Shere Bangla National Stadium,2016-03-06,India,India,Bangladesh
