,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
0,GC Smith,Mashrafe Mortaza,JP Duminy,0,0,0,0,144,0,1,0,1,1,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
1,GC Smith,Mashrafe Mortaza,JP Duminy,1,0,1,1,143,1,2,0,2,1,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
2,JP Duminy,Mashrafe Mortaza,GC Smith,0,0,0,1,143,0,1,0,3,1,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
3,JP Duminy,Mashrafe Mortaza,GC Smith,0,0,0,1,143,0,2,0,4,1,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
4,JP Duminy,Mashrafe Mortaza,GC Smith,4,0,4,5,139,4,3,0,5,1,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
5,JP Duminy,Mashrafe Mortaza,GC Smith,0,0,0,5,139,4,4,0,6,1,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
6,GC Smith,Syed Rasel,JP Duminy,0,0,0,5,139,1,3,0,1,2,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
7,GC Smith,Syed Rasel,JP Duminy,0,0,0,5,139,1,4,0,2,2,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
8,GC Smith,Syed Rasel,JP Duminy,0,0,0,5,139,1,5,0,3,2,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
9,GC Smith,Syed Rasel,JP Duminy,4,0,4,9,135,5,6,0,4,2,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
10,GC Smith,Syed Rasel,JP Duminy,0,0,0,9,135,5,7,0,5,2,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
11,GC Smith,Syed Rasel,JP Duminy,0,0,0,9,135,5,8,0,6,2,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
12,JP Duminy,Mashrafe Mortaza,GC Smith,0,0,0,9,135,4,5,0,1,3,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
13,JP Duminy,Mashrafe Mortaza,GC Smith,0,0,0,9,135,4,6,0,2,3,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
14,JP Duminy,Mashrafe Mortaza,GC Smith,1,0,1,10,134,5,7,0,3,3,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
15,GC Smith,Mashrafe Mortaza,JP Duminy,4,0,4,14,130,9,9,0,4,3,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
16,GC Smith,Mashrafe Mortaza,JP Duminy,0,0,0,14,130,9,10,0,5,3,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
17,GC Smith,Mashrafe Mortaza,JP Duminy,4,0,4,18,126,13,11,0,6,3,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
18,JP Duminy,Syed Rasel,GC Smith,1,0,1,19,125,6,8,0,1,4,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
19,GC Smith,Syed Rasel,JP Duminy,0,0,0,19,125,13,12,0,2,4,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
20,GC Smith,Syed Rasel,JP Duminy,0,0,0,19,125,13,13,0,3,4,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
21,GC Smith,Syed Rasel,JP Duminy,4,0,4,23,121,17,14,0,4,4,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
22,GC Smith,Syed Rasel,JP Duminy,1,0,1,24,120,18,15,0,5,4,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
23,JP Duminy,Syed Rasel,GC Smith,4,0,4,28,116,10,9,0,6,4,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
24,GC Smith,Mashrafe Mortaza,JP Duminy,1,0,1,29,115,19,16,0,1,5,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
25,JP Duminy,Mashrafe Mortaza,GC Smith,0,0,0,29,115,10,10,0,2,5,-,0,,,field,South Africa,2,Newlands,2007,09,South Africa_Bangladesh_2007-09-15,South Africa,South Africa,Bangladesh,146
