,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,RJ Nicol,Mohammad Hafeez,KS Williamson,0,0,0,0,177,0,1,0,1,0,-,0,,,bat,Pakistan,2,Pallekele International Cricket Stadium,2012,09,New Zealand_Pakistan_2012-09-23,Pakistan,New Zealand,Pakistan,False,164
1,RJ Nicol,Mohammad Hafeez,KS Williamson,0,0,0,0,177,0,2,0,2,0,-,0,,,bat,Pakistan,2,Pallekele International Cricket Stadium,2012,09,New Zealand_Pakistan_2012-09-23,Pakistan,New Zealand,Pakistan,False,164
2,RJ Nicol,Mohammad Hafeez,KS Williamson,0,0,0,0,177,0,3,0,3,0,-,0,,,bat,Pakistan,2,Pallekele International Cricket Stadium,2012,09,New Zealand_Pakistan_2012-09-23,Pakistan,New Zealand,Pakistan,False,164
3,RJ Nicol,Mohammad Hafeez,KS Williamson,0,0,0,0,177,0,4,0,4,0,-,0,,,bat,Pakistan,2,Pallekele International Cricket Stadium,2012,09,New Zealand_Pakistan_2012-09-23,Pakistan,New Zealand,Pakistan,False,164
4,RJ Nicol,Mohammad Hafeez,KS Williamson,1,0,1,1,176,1,5,0,5,0,-,0,,,bat,Pakistan,2,Pallekele International Cricket Stadium,2012,09,New Zealand_Pakistan_2012-09-23,Pakistan,New Zealand,Pakistan,False,164
5,KS Williamson,Mohammad Hafeez,RJ Nicol,0,0,0,1,176,0,1,0,6,0,-,0,,,bat,Pakistan,2,Pallekele International Cricket Stadium,2012,09,New Zealand_Pakistan_2012-09-23,Pakistan,New Zealand,Pakistan,False,164
6,RJ Nicol,Sohail Tanvir,KS Williamson,2,0,2,3,174,3,6,0,1,1,-,0,,,bat,Pakistan,2,Pallekele International Cricket Stadium,2012,09,New Zealand_Pakistan_2012-09-23,Pakistan,New Zealand,Pakistan,False,164
7,RJ Nicol,Sohail Tanvir,KS Williamson,6,0,6,9,168,9,7,0,2,1,-,0,,,bat,Pakistan,2,Pallekele International Cricket Stadium,2012,09,New Zealand_Pakistan_2012-09-23,Pakistan,New Zealand,Pakistan,False,164
8,RJ Nicol,Sohail Tanvir,KS Williamson,1,0,1,10,167,10,8,0,3,1,-,0,,,bat,Pakistan,2,Pallekele International Cricket Stadium,2012,09,New Zealand_Pakistan_2012-09-23,Pakistan,New Zealand,Pakistan,False,164
9,KS Williamson,Sohail Tanvir,RJ Nicol,0,0,0,10,167,0,2,0,4,1,-,0,,,bat,Pakistan,2,Pallekele International Cricket Stadium,2012,09,New Zealand_Pakistan_2012-09-23,Pakistan,New Zealand,Pakistan,False,164
10,KS Williamson,Sohail Tanvir,RJ Nicol,1,0,1,11,166,1,3,0,5,1,-,0,,,bat,Pakistan,2,Pallekele International Cricket Stadium,2012,09,New Zealand_Pakistan_2012-09-23,Pakistan,New Zealand,Pakistan,False,164
