,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,Nasir Jamshed,B Kumar,Ahmed Shehzad,0,0,0,0,133,0,1,0,-,1.0,0,,,0,field,Pakistan,2,M Chinnaswamy Stadium,2012,12,India_Pakistan_2012-12-25,Pakistan,Pakistan,India,True,134,,Right hand Bat,Right arm Medium
1,Nasir Jamshed,B Kumar,Ahmed Shehzad,0,0,0,0,133,0,2,0,-,2.0,0,,,0,field,Pakistan,2,M Chinnaswamy Stadium,2012,12,India_Pakistan_2012-12-25,Pakistan,Pakistan,India,True,134,,Right hand Bat,Right arm Medium
2,Nasir Jamshed,B Kumar,Ahmed Shehzad,0,0,0,0,133,0,3,0,-,3.0,0,,,0,field,Pakistan,2,M Chinnaswamy Stadium,2012,12,India_Pakistan_2012-12-25,Pakistan,Pakistan,India,True,134,,Right hand Bat,Right arm Medium
3,Nasir Jamshed,B Kumar,Ahmed Shehzad,2,0,2,2,131,2,4,0,-,4.0,0,,,0,field,Pakistan,2,M Chinnaswamy Stadium,2012,12,India_Pakistan_2012-12-25,Pakistan,Pakistan,India,True,134,,Right hand Bat,Right arm Medium
4,Nasir Jamshed,B Kumar,Ahmed Shehzad,0,0,0,2,131,2,5,0,-,5.0,0,,,0,field,Pakistan,2,M Chinnaswamy Stadium,2012,12,India_Pakistan_2012-12-25,Pakistan,Pakistan,India,True,134,,Right hand Bat,Right arm Medium
5,Nasir Jamshed,B Kumar,Ahmed Shehzad,0,0,0,2,131,2,6,1,-,6.0,bowled,Nasir Jamshed,,0,field,Pakistan,2,M Chinnaswamy Stadium,2012,12,India_Pakistan_2012-12-25,Pakistan,Pakistan,India,True,134,,Right hand Bat,Right arm Medium
6,Ahmed Shehzad,AB Dinda,Mohammad Hafeez,0,0,0,2,131,0,1,1,-,1.0,0,,,1,field,Pakistan,2,M Chinnaswamy Stadium,2012,12,India_Pakistan_2012-12-25,Pakistan,Pakistan,India,True,134,Right hand Bat,Right hand Bat,Right arm Medium
7,Ahmed Shehzad,AB Dinda,Mohammad Hafeez,4,0,4,6,127,4,2,1,-,2.0,0,,,1,field,Pakistan,2,M Chinnaswamy Stadium,2012,12,India_Pakistan_2012-12-25,Pakistan,Pakistan,India,True,134,Right hand Bat,Right hand Bat,Right arm Medium
8,Ahmed Shehzad,AB Dinda,Mohammad Hafeez,0,0,0,6,127,4,3,1,-,3.0,0,,,1,field,Pakistan,2,M Chinnaswamy Stadium,2012,12,India_Pakistan_2012-12-25,Pakistan,Pakistan,India,True,134,Right hand Bat,Right hand Bat,Right arm Medium
9,Ahmed Shehzad,AB Dinda,Mohammad Hafeez,0,0,0,6,127,4,4,1,-,4.0,0,,,1,field,Pakistan,2,M Chinnaswamy Stadium,2012,12,India_Pakistan_2012-12-25,Pakistan,Pakistan,India,True,134,Right hand Bat,Right hand Bat,Right arm Medium
10,Ahmed Shehzad,AB Dinda,Mohammad Hafeez,1,0,1,7,126,5,5,1,-,5.0,0,,,1,field,Pakistan,2,M Chinnaswamy Stadium,2012,12,India_Pakistan_2012-12-25,Pakistan,Pakistan,India,True,134,Right hand Bat,Right hand Bat,Right arm Medium
11,Mohammad Hafeez,AB Dinda,Ahmed Shehzad,4,0,4,11,122,4,1,1,-,6.0,0,,,1,field,Pakistan,2,M Chinnaswamy Stadium,2012,12,India_Pakistan_2012-12-25,Pakistan,Pakistan,India,True,134,Right hand Bat,Right hand Bat,Right arm Medium
12,Ahmed Shehzad,B Kumar,Mohammad Hafeez,0,0,0,11,122,5,6,1,-,1.0,0,,,2,field,Pakistan,2,M Chinnaswamy Stadium,2012,12,India_Pakistan_2012-12-25,Pakistan,Pakistan,India,True,134,Right hand Bat,Right hand Bat,Right arm Medium
13,Ahmed Shehzad,B Kumar,Mohammad Hafeez,0,0,0,11,122,5,7,2,-,2.0,caught,Ahmed Shehzad,MS Dhoni,2,field,Pakistan,2,M Chinnaswamy Stadium,2012,12,India_Pakistan_2012-12-25,Pakistan,Pakistan,India,True,134,Right hand Bat,Right hand Bat,Right arm Medium
14,Umar Akmal,B Kumar,Mohammad Hafeez,0,1,1,12,121,0,1,2,wides,2.0,0,,,2,field,Pakistan,2,M Chinnaswamy Stadium,2012,12,India_Pakistan_2012-12-25,Pakistan,Pakistan,India,True,134,Right hand Bat,Right hand Bat,Right arm Medium
15,Umar Akmal,B Kumar,Mohammad Hafeez,0,0,0,12,121,0,2,2,-,3.0,0,,,2,field,Pakistan,2,M Chinnaswamy Stadium,2012,12,India_Pakistan_2012-12-25,Pakistan,Pakistan,India,True,134,Right hand Bat,Right hand Bat,Right arm Medium
16,Umar Akmal,B Kumar,Mohammad Hafeez,0,0,0,12,121,0,3,2,-,4.0,0,,,2,field,Pakistan,2,M Chinnaswamy Stadium,2012,12,India_Pakistan_2012-12-25,Pakistan,Pakistan,India,True,134,Right hand Bat,Right hand Bat,Right arm Medium
17,Umar Akmal,B Kumar,Mohammad Hafeez,0,0,0,12,121,0,4,2,-,5.0,0,,,2,field,Pakistan,2,M Chinnaswamy Stadium,2012,12,India_Pakistan_2012-12-25,Pakistan,Pakistan,India,True,134,Right hand Bat,Right hand Bat,Right arm Medium
