,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
10,Mohammad Rizwan,JA Duffy,Haider Ali,0,0,0,8,230,8,9,1,5,2,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
11,Mohammad Rizwan,JA Duffy,Haider Ali,4,0,4,12,226,12,10,1,6,2,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
12,Haider Ali,SC Kuggeleijn,Mohammad Rizwan,1,0,1,13,225,1,1,1,1,3,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
13,Mohammad Rizwan,SC Kuggeleijn,Haider Ali,0,0,0,13,225,12,11,1,2,3,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
14,Mohammad Rizwan,SC Kuggeleijn,Haider Ali,1,0,1,14,224,13,12,1,3,3,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
15,Haider Ali,SC Kuggeleijn,Mohammad Rizwan,0,0,0,14,224,1,2,1,4,3,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
16,Haider Ali,SC Kuggeleijn,Mohammad Rizwan,0,0,0,14,224,1,3,1,5,3,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
17,Haider Ali,SC Kuggeleijn,Mohammad Rizwan,2,0,2,16,222,3,4,1,6,3,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
18,Mohammad Rizwan,JA Duffy,Haider Ali,0,0,0,16,222,13,13,1,1,4,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
19,Mohammad Rizwan,JA Duffy,Haider Ali,4,0,4,20,218,17,14,1,2,4,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
20,Mohammad Rizwan,JA Duffy,Haider Ali,0,0,0,20,218,17,15,1,3,4,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
21,Mohammad Rizwan,JA Duffy,Haider Ali,0,0,0,20,218,17,16,1,4,4,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
22,Mohammad Rizwan,JA Duffy,Haider Ali,0,0,0,20,218,17,17,2,5,4,caught,Mohammad Rizwan,GD Phillips,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
23,Mohammad Hafeez,JA Duffy,Haider Ali,0,0,0,20,218,0,1,3,6,4,caught,Mohammad Hafeez,MS Chapman,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
24,Haider Ali,SC Kuggeleijn,Shadab Khan,0,0,0,20,218,3,5,4,1,5,caught and bowled,Haider Ali,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
25,Khushdil Shah,SC Kuggeleijn,Shadab Khan,0,0,0,20,218,0,1,4,2,5,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
26,Khushdil Shah,SC Kuggeleijn,Shadab Khan,0,0,0,20,218,0,2,4,3,5,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
27,Khushdil Shah,SC Kuggeleijn,Shadab Khan,0,0,0,20,218,0,3,4,4,5,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
28,Khushdil Shah,SC Kuggeleijn,Shadab Khan,4,0,4,24,214,4,4,4,5,5,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
29,Khushdil Shah,SC Kuggeleijn,Shadab Khan,1,0,1,25,213,5,5,4,6,5,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
30,Khushdil Shah,JA Duffy,Shadab Khan,2,0,2,27,211,7,6,4,1,6,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
31,Khushdil Shah,JA Duffy,Shadab Khan,0,0,0,27,211,7,7,4,2,6,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
32,Khushdil Shah,JA Duffy,Shadab Khan,1,0,1,28,210,8,8,4,3,6,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
33,Shadab Khan,JA Duffy,Khushdil Shah,0,1,1,29,209,0,1,4,4,6,0,,,wides,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
34,Shadab Khan,JA Duffy,Khushdil Shah,0,0,0,29,209,0,2,4,5,6,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
35,Shadab Khan,JA Duffy,Khushdil Shah,0,0,0,29,209,0,3,4,6,6,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
36,Shadab Khan,JA Duffy,Khushdil Shah,0,0,0,29,209,0,4,4,7,6,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
37,Khushdil Shah,IS Sodhi,Shadab Khan,1,0,1,30,208,9,9,4,1,7,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
38,Shadab Khan,IS Sodhi,Khushdil Shah,1,0,1,31,207,1,5,4,2,7,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
39,Khushdil Shah,IS Sodhi,Shadab Khan,0,0,0,31,207,9,10,4,3,7,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
40,Khushdil Shah,IS Sodhi,Shadab Khan,0,0,0,31,207,9,11,4,4,7,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
41,Khushdil Shah,IS Sodhi,Shadab Khan,0,0,0,31,207,9,12,4,5,7,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
42,Khushdil Shah,IS Sodhi,Shadab Khan,1,0,1,32,206,10,13,4,6,7,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
43,Khushdil Shah,BM Tickner,Shadab Khan,0,0,0,32,206,10,14,4,1,8,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
44,Khushdil Shah,BM Tickner,Shadab Khan,0,0,0,32,206,10,15,4,2,8,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
45,Khushdil Shah,BM Tickner,Shadab Khan,4,0,4,36,202,14,16,4,3,8,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
46,Khushdil Shah,BM Tickner,Shadab Khan,1,0,1,37,201,15,17,4,4,8,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
47,Shadab Khan,BM Tickner,Khushdil Shah,1,0,1,38,200,2,6,4,5,8,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
48,Khushdil Shah,BM Tickner,Shadab Khan,1,0,1,39,199,16,18,4,6,8,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
49,Khushdil Shah,IS Sodhi,Shadab Khan,0,0,0,39,199,16,19,4,1,9,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
50,Khushdil Shah,IS Sodhi,Shadab Khan,0,0,0,39,199,16,20,5,2,9,caught,Khushdil Shah,MJ Guptill,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
51,Shadab Khan,IS Sodhi,Imad Wasim,1,0,1,40,198,3,7,5,3,9,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
52,Imad Wasim,IS Sodhi,Shadab Khan,1,0,1,41,197,1,1,5,4,9,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
53,Shadab Khan,IS Sodhi,Imad Wasim,0,0,0,41,197,3,8,5,5,9,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
54,Shadab Khan,IS Sodhi,Imad Wasim,1,0,1,42,196,4,9,5,6,9,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
55,Shadab Khan,BM Tickner,Imad Wasim,0,0,0,42,196,4,10,5,1,10,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
56,Shadab Khan,BM Tickner,Imad Wasim,1,0,1,43,195,5,11,5,2,10,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
57,Imad Wasim,BM Tickner,Shadab Khan,1,0,1,44,194,2,2,5,3,10,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
58,Shadab Khan,BM Tickner,Imad Wasim,0,0,0,44,194,5,12,5,4,10,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
59,Shadab Khan,BM Tickner,Imad Wasim,4,0,4,48,190,9,13,5,5,10,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
60,Shadab Khan,BM Tickner,Imad Wasim,0,0,0,48,190,9,14,5,6,10,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
61,Imad Wasim,MJ Santner,Shadab Khan,1,0,1,49,189,3,3,5,1,11,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
62,Shadab Khan,MJ Santner,Imad Wasim,0,0,0,49,189,9,15,5,2,11,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
63,Shadab Khan,MJ Santner,Imad Wasim,0,0,0,49,189,9,16,5,3,11,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
64,Shadab Khan,MJ Santner,Imad Wasim,1,0,1,50,188,10,17,5,4,11,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
65,Imad Wasim,MJ Santner,Shadab Khan,0,0,0,50,188,3,4,5,5,11,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
66,Imad Wasim,MJ Santner,Shadab Khan,1,0,1,51,187,4,5,5,6,11,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
67,Imad Wasim,IS Sodhi,Shadab Khan,2,0,2,53,185,6,6,5,1,12,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
68,Imad Wasim,IS Sodhi,Shadab Khan,1,0,1,54,184,7,7,5,2,12,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
69,Shadab Khan,IS Sodhi,Imad Wasim,6,0,6,60,178,16,18,5,3,12,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
70,Shadab Khan,IS Sodhi,Imad Wasim,1,0,1,61,177,17,19,5,4,12,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
71,Imad Wasim,IS Sodhi,Shadab Khan,1,0,1,62,176,8,8,5,5,12,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
72,Shadab Khan,IS Sodhi,Imad Wasim,4,0,4,66,172,21,20,5,6,12,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
73,Imad Wasim,MJ Santner,Shadab Khan,1,0,1,67,171,9,9,5,1,13,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
74,Shadab Khan,MJ Santner,Imad Wasim,0,0,0,67,171,21,21,5,2,13,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
75,Shadab Khan,MJ Santner,Imad Wasim,1,0,1,68,170,22,22,5,3,13,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
76,Imad Wasim,MJ Santner,Shadab Khan,4,0,4,72,166,13,10,5,4,13,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
77,Imad Wasim,MJ Santner,Shadab Khan,1,0,1,73,165,14,11,5,5,13,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
78,Shadab Khan,MJ Santner,Imad Wasim,0,0,0,73,165,22,23,5,6,13,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
79,Imad Wasim,SC Kuggeleijn,Shadab Khan,4,0,4,77,161,18,12,5,1,14,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
80,Imad Wasim,SC Kuggeleijn,Shadab Khan,1,0,1,78,160,19,13,5,2,14,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
81,Shadab Khan,SC Kuggeleijn,Imad Wasim,1,0,1,79,159,23,24,5,3,14,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
82,Imad Wasim,SC Kuggeleijn,Shadab Khan,0,0,0,79,159,19,14,6,4,14,caught,Imad Wasim,BM Tickner,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
83,Faheem Ashraf,SC Kuggeleijn,Shadab Khan,0,0,0,79,159,0,1,6,5,14,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
84,Faheem Ashraf,SC Kuggeleijn,Shadab Khan,4,0,4,83,155,4,2,6,6,14,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
85,Shadab Khan,IS Sodhi,Faheem Ashraf,6,0,6,89,149,29,25,6,1,15,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
86,Shadab Khan,IS Sodhi,Faheem Ashraf,1,0,1,90,148,30,26,6,2,15,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
87,Faheem Ashraf,IS Sodhi,Shadab Khan,1,0,1,91,147,5,3,6,3,15,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
88,Shadab Khan,IS Sodhi,Faheem Ashraf,2,0,2,93,145,32,27,6,4,15,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
89,Shadab Khan,IS Sodhi,Faheem Ashraf,6,0,6,99,139,38,28,6,5,15,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
90,Shadab Khan,IS Sodhi,Faheem Ashraf,0,0,0,99,139,38,29,6,6,15,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
91,Faheem Ashraf,MJ Santner,Shadab Khan,0,0,0,99,139,5,4,6,1,16,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
92,Faheem Ashraf,MJ Santner,Shadab Khan,0,0,0,99,139,5,5,6,2,16,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
93,Faheem Ashraf,MJ Santner,Shadab Khan,0,0,0,99,139,5,6,6,3,16,0,,,-,"{'by': 'New Zealand', 'umpire': 'WR Knights', 'batter': 'Faheem Ashraf', 'decision': 'struck down'}",bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
94,Faheem Ashraf,MJ Santner,Shadab Khan,0,0,0,99,139,5,7,6,4,16,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
95,Faheem Ashraf,MJ Santner,Shadab Khan,0,0,0,99,139,5,8,6,5,16,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
96,Faheem Ashraf,MJ Santner,Shadab Khan,1,0,1,100,138,6,9,6,6,16,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
97,Faheem Ashraf,BM Tickner,Shadab Khan,0,1,1,101,137,6,10,6,1,17,0,,,wides,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
98,Faheem Ashraf,BM Tickner,Shadab Khan,1,0,1,102,136,7,11,6,2,17,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
99,Shadab Khan,BM Tickner,Faheem Ashraf,2,0,2,104,134,40,30,6,3,17,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
100,Shadab Khan,BM Tickner,Faheem Ashraf,1,0,1,105,133,41,31,6,4,17,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
101,Faheem Ashraf,BM Tickner,Shadab Khan,0,1,1,106,132,7,12,6,5,17,0,,,wides,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
102,Faheem Ashraf,BM Tickner,Shadab Khan,0,1,1,107,131,7,13,6,6,17,0,,,legbyes,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
103,Shadab Khan,BM Tickner,Faheem Ashraf,1,0,1,108,130,42,32,6,7,17,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
104,Faheem Ashraf,BM Tickner,Shadab Khan,6,0,6,114,124,13,14,6,8,17,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
105,Shadab Khan,JA Duffy,Faheem Ashraf,0,0,0,114,124,42,33,7,1,18,caught,Shadab Khan,IS Sodhi,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
106,Faheem Ashraf,JA Duffy,Wahab Riaz,1,0,1,115,123,14,15,7,2,18,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
107,Wahab Riaz,JA Duffy,Faheem Ashraf,6,0,6,121,117,6,1,7,3,18,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
108,Wahab Riaz,JA Duffy,Faheem Ashraf,1,0,1,122,116,7,2,7,4,18,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
109,Faheem Ashraf,JA Duffy,Wahab Riaz,6,0,6,128,110,20,16,7,5,18,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
110,Faheem Ashraf,JA Duffy,Wahab Riaz,6,0,6,134,104,26,17,7,6,18,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
111,Wahab Riaz,SC Kuggeleijn,Faheem Ashraf,2,0,2,136,102,9,3,7,1,19,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
112,Wahab Riaz,SC Kuggeleijn,Faheem Ashraf,0,0,0,136,102,9,4,7,2,19,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
113,Wahab Riaz,SC Kuggeleijn,Faheem Ashraf,0,0,0,136,102,9,5,8,3,19,caught,Wahab Riaz,MJ Santner,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
114,Faheem Ashraf,SC Kuggeleijn,Shaheen Shah Afridi,4,0,4,140,98,30,18,8,4,19,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
115,Faheem Ashraf,SC Kuggeleijn,Shaheen Shah Afridi,1,0,1,141,97,31,19,8,5,19,0,,,-,,bat,Pakistan,1,Eden Park,2020,12,Pakistan_New Zealand_2020-12-18,New Zealand,Pakistan,New Zealand,153
