,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,RG Sharma,A Dananjaya,KL Rahul,0,1,1,1,134,0,1,0,wides,0.0,0,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,,Right arm Offbreak
1,RG Sharma,A Dananjaya,KL Rahul,0,0,0,1,134,0,2,0,-,1.0,0,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,,Right arm Offbreak
2,RG Sharma,A Dananjaya,KL Rahul,0,0,0,1,134,0,3,0,-,2.0,0,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,,Right arm Offbreak
3,RG Sharma,A Dananjaya,KL Rahul,0,0,0,1,134,0,4,0,-,3.0,0,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,,Right arm Offbreak
4,RG Sharma,A Dananjaya,KL Rahul,1,0,1,2,133,1,5,0,-,4.0,0,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,,Right arm Offbreak
5,KL Rahul,A Dananjaya,RG Sharma,1,0,1,3,132,1,1,0,-,5.0,0,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,,Right hand Bat,Right arm Offbreak
6,RG Sharma,A Dananjaya,KL Rahul,0,0,0,3,132,1,6,0,-,6.0,0,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,,Right arm Offbreak
7,KL Rahul,PVD Chameera,RG Sharma,0,0,0,3,132,1,2,0,-,1.0,1,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,,Right hand Bat,Right arm Fast
8,KL Rahul,PVD Chameera,RG Sharma,0,0,0,3,132,1,3,0,-,2.0,1,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,,Right hand Bat,Right arm Fast
9,KL Rahul,PVD Chameera,RG Sharma,0,0,0,3,132,1,4,0,-,3.0,1,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,,Right hand Bat,Right arm Fast
10,KL Rahul,PVD Chameera,RG Sharma,1,0,1,4,131,2,5,0,-,4.0,1,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,,Right hand Bat,Right arm Fast
11,RG Sharma,PVD Chameera,KL Rahul,0,0,0,4,131,1,7,0,-,5.0,1,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,,Right arm Fast
12,RG Sharma,PVD Chameera,KL Rahul,0,0,0,4,131,1,8,0,-,6.0,1,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,,Right arm Fast
13,KL Rahul,A Dananjaya,RG Sharma,1,0,1,5,130,3,6,0,-,1.0,2,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,,Right hand Bat,Right arm Offbreak
14,RG Sharma,A Dananjaya,KL Rahul,4,0,4,9,126,5,9,0,-,2.0,2,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,,Right arm Offbreak
15,RG Sharma,A Dananjaya,KL Rahul,0,0,0,9,126,5,10,0,-,3.0,2,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,,Right arm Offbreak
16,RG Sharma,A Dananjaya,KL Rahul,6,0,6,15,120,11,11,0,-,4.0,2,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,,Right arm Offbreak
17,RG Sharma,A Dananjaya,KL Rahul,1,0,1,16,119,12,12,0,-,5.0,2,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,,Right arm Offbreak
18,KL Rahul,A Dananjaya,RG Sharma,1,0,1,17,118,4,7,0,-,6.0,2,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,,Right hand Bat,Right arm Offbreak
19,KL Rahul,PVD Chameera,RG Sharma,0,0,0,17,118,4,8,0,-,1.0,3,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,,Right hand Bat,Right arm Fast
20,KL Rahul,PVD Chameera,RG Sharma,0,0,0,17,118,4,9,1,-,2.0,3,"{'by': 'India', 'umpire': 'AK Chaudhary', 'batter': 'KL Rahul', 'decision': 'struck down', 'umpires_call': True}",lbw,KL Rahul,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,,Right hand Bat,Right arm Fast
21,SS Iyer,PVD Chameera,RG Sharma,4,0,4,21,114,4,1,1,-,3.0,3,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,Right hand Bat,Right arm Fast
22,SS Iyer,PVD Chameera,RG Sharma,0,0,0,21,114,4,2,1,-,4.0,3,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,Right hand Bat,Right arm Fast
23,SS Iyer,PVD Chameera,RG Sharma,0,0,0,21,114,4,3,1,-,5.0,3,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,Right hand Bat,Right arm Fast
24,SS Iyer,PVD Chameera,RG Sharma,0,0,0,21,114,4,4,1,-,6.0,3,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,Right hand Bat,Right arm Fast
25,RG Sharma,NLTC Perera,SS Iyer,4,0,4,25,110,16,13,1,-,1.0,4,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,Right hand Bat,Right arm Medium
26,RG Sharma,NLTC Perera,SS Iyer,0,0,0,25,110,16,14,1,-,2.0,4,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,Right hand Bat,Right arm Medium
27,RG Sharma,NLTC Perera,SS Iyer,1,0,1,26,109,17,15,1,-,3.0,4,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,Right hand Bat,Right arm Medium
28,SS Iyer,NLTC Perera,RG Sharma,0,0,0,26,109,4,5,1,-,4.0,4,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,Right hand Bat,Right arm Medium
29,SS Iyer,NLTC Perera,RG Sharma,0,0,0,26,109,4,6,1,-,5.0,4,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,Right hand Bat,Right arm Medium
30,SS Iyer,NLTC Perera,RG Sharma,0,0,0,26,109,4,7,1,-,6.0,4,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,Right hand Bat,Right arm Medium
31,RG Sharma,N Pradeep,SS Iyer,0,0,0,26,109,17,16,1,-,1.0,5,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,Right hand Bat,Right arm Fast
32,RG Sharma,N Pradeep,SS Iyer,4,0,4,30,105,21,17,1,-,2.0,5,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,Right hand Bat,Right arm Fast
33,RG Sharma,N Pradeep,SS Iyer,4,0,4,34,101,25,18,1,-,3.0,5,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,Right hand Bat,Right arm Fast
34,RG Sharma,N Pradeep,SS Iyer,1,0,1,35,100,26,19,1,-,4.0,5,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,Right hand Bat,Right arm Fast
35,SS Iyer,N Pradeep,RG Sharma,2,0,2,37,98,6,8,1,-,5.0,5,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,Right hand Bat,Right arm Fast
36,SS Iyer,N Pradeep,RG Sharma,0,0,0,37,98,6,9,1,-,6.0,5,,0,,,field,India,2,Wankhede Stadium,2017,12,Sri Lanka_India_2017-12-24,India,India,Sri Lanka,True,139,Right hand Bat,Right hand Bat,Right arm Fast
