,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,KS Williamson,S Badree,JDS Neesham,0,0,0,0,165,0,1,0,1,1,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
1,KS Williamson,S Badree,JDS Neesham,0,0,0,0,165,0,2,0,2,1,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
2,KS Williamson,S Badree,JDS Neesham,0,0,0,0,165,0,3,0,3,1,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
3,KS Williamson,S Badree,JDS Neesham,1,0,1,1,164,1,4,0,4,1,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
4,JDS Neesham,S Badree,KS Williamson,0,0,0,1,164,0,1,0,5,1,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
5,JDS Neesham,S Badree,KS Williamson,1,0,1,2,163,1,2,0,6,1,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
6,JDS Neesham,SS Cottrell,KS Williamson,2,0,2,4,161,3,3,0,1,2,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
7,JDS Neesham,SS Cottrell,KS Williamson,4,0,4,8,157,7,4,0,2,2,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
8,JDS Neesham,SS Cottrell,KS Williamson,0,0,0,8,157,7,5,1,3,2,caught,JDS Neesham,DM Bravo,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
9,BB McCullum,SS Cottrell,KS Williamson,2,0,2,10,155,2,1,1,4,2,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
10,BB McCullum,SS Cottrell,KS Williamson,0,0,0,10,155,2,2,1,5,2,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
11,BB McCullum,SS Cottrell,KS Williamson,1,0,1,11,154,3,3,1,6,2,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
12,BB McCullum,S Badree,KS Williamson,1,0,1,12,153,4,4,1,1,3,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
13,KS Williamson,S Badree,BB McCullum,0,0,0,12,153,1,5,1,2,3,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
14,KS Williamson,S Badree,BB McCullum,4,0,4,16,149,5,6,1,3,3,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
15,KS Williamson,S Badree,BB McCullum,1,0,1,17,148,6,7,1,4,3,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
16,BB McCullum,S Badree,KS Williamson,1,0,1,18,147,5,5,1,5,3,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
17,KS Williamson,S Badree,BB McCullum,2,0,2,20,145,8,8,1,6,3,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
18,BB McCullum,SS Cottrell,KS Williamson,0,0,0,20,145,5,6,1,1,4,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
19,BB McCullum,SS Cottrell,KS Williamson,4,0,4,24,141,9,7,1,2,4,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
20,BB McCullum,SS Cottrell,KS Williamson,6,0,6,30,135,15,8,1,3,4,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
21,BB McCullum,SS Cottrell,KS Williamson,0,0,0,30,135,15,9,1,4,4,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
22,BB McCullum,SS Cottrell,KS Williamson,4,0,4,34,131,19,10,1,5,4,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
23,BB McCullum,SS Cottrell,KS Williamson,1,0,1,35,130,20,11,1,6,4,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
24,BB McCullum,SP Narine,KS Williamson,0,0,0,35,130,20,12,1,1,5,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
25,BB McCullum,SP Narine,KS Williamson,0,0,0,35,130,20,13,1,2,5,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
26,BB McCullum,SP Narine,KS Williamson,1,0,1,36,129,21,14,1,3,5,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
27,KS Williamson,SP Narine,BB McCullum,0,0,0,36,129,8,9,1,4,5,0,,,-,field,New Zealand,2,"Windsor Park, Roseau",2014,07,West Indies_New Zealand_2014-07-06,West Indies,New Zealand,West Indies,126
