,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,MS Wade,TG Southee,AJ Finch,0,0,0,0,219,0,1,0,1,1,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
1,MS Wade,TG Southee,AJ Finch,0,0,0,0,219,0,2,0,2,1,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
2,MS Wade,TG Southee,AJ Finch,1,0,1,1,218,1,3,0,3,1,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
3,AJ Finch,TG Southee,MS Wade,0,0,0,1,218,0,1,0,4,1,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
4,AJ Finch,TG Southee,MS Wade,0,0,0,1,218,0,2,0,5,1,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
5,AJ Finch,TG Southee,MS Wade,4,0,4,5,214,4,3,0,6,1,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
6,MS Wade,TA Boult,AJ Finch,4,0,4,9,210,5,4,0,1,2,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
7,MS Wade,TA Boult,AJ Finch,0,0,0,9,210,5,5,0,2,2,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
8,MS Wade,TA Boult,AJ Finch,0,1,1,10,209,5,6,0,3,2,wides,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
9,MS Wade,TA Boult,AJ Finch,4,0,4,14,205,9,7,0,4,2,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
10,MS Wade,TA Boult,AJ Finch,1,0,1,15,204,10,8,0,5,2,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
11,AJ Finch,TA Boult,MS Wade,1,0,1,16,203,5,4,0,6,2,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
12,MS Wade,TA Boult,AJ Finch,1,0,1,17,202,11,9,0,7,2,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
13,MS Wade,KA Jamieson,AJ Finch,4,1,5,22,197,15,10,0,1,3,noballs,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
14,MS Wade,KA Jamieson,AJ Finch,0,1,1,23,196,15,11,0,2,3,wides,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
15,MS Wade,KA Jamieson,AJ Finch,0,0,0,23,196,15,12,0,3,3,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
16,MS Wade,KA Jamieson,AJ Finch,6,0,6,29,190,21,13,0,4,3,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
17,MS Wade,KA Jamieson,AJ Finch,3,0,3,32,187,24,14,0,5,3,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
18,AJ Finch,KA Jamieson,MS Wade,0,0,0,32,187,5,5,0,6,3,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
19,AJ Finch,KA Jamieson,MS Wade,1,0,1,33,186,6,6,0,7,3,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
20,MS Wade,KA Jamieson,AJ Finch,0,0,0,33,186,24,15,0,8,3,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
21,AJ Finch,TG Southee,MS Wade,1,0,1,34,185,7,7,0,1,4,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
22,MS Wade,TG Southee,AJ Finch,0,0,0,34,185,24,16,0,2,4,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
23,MS Wade,TG Southee,AJ Finch,0,0,0,34,185,24,17,1,3,4,-,caught,MS Wade,KS Williamson,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
24,JR Philippe,TG Southee,AJ Finch,0,0,0,34,185,0,1,1,4,4,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
25,JR Philippe,TG Southee,AJ Finch,0,0,0,34,185,0,2,1,5,4,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
26,JR Philippe,TG Southee,AJ Finch,1,0,1,35,184,1,3,1,6,4,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
27,JR Philippe,KA Jamieson,AJ Finch,6,0,6,41,178,7,4,1,1,5,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
28,JR Philippe,KA Jamieson,AJ Finch,0,0,0,41,178,7,5,1,2,5,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
29,JR Philippe,KA Jamieson,AJ Finch,6,0,6,47,172,13,6,1,3,5,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
30,JR Philippe,KA Jamieson,AJ Finch,1,0,1,48,171,14,7,1,4,5,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
31,AJ Finch,KA Jamieson,JR Philippe,1,0,1,49,170,8,8,1,5,5,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
32,JR Philippe,KA Jamieson,AJ Finch,1,0,1,50,169,15,8,1,6,5,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
33,JR Philippe,TA Boult,AJ Finch,0,0,0,50,169,15,9,1,1,6,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
34,JR Philippe,TA Boult,AJ Finch,1,0,1,51,168,16,10,1,2,6,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
35,AJ Finch,TA Boult,JR Philippe,1,0,1,52,167,9,9,1,3,6,-,0,,,,field,Australia,2,University Oval,2021,02,New Zealand_Australia_2021-02-25,New Zealand,Australia,New Zealand,215
