,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,PR Stirling,JA Duffy,A Balbirnie,0,0,0,0,173,0,1,0,1,-,0,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
1,PR Stirling,JA Duffy,A Balbirnie,4,0,4,4,169,4,2,0,2,-,0,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
2,PR Stirling,JA Duffy,A Balbirnie,0,0,0,4,169,4,3,0,3,-,0,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
3,PR Stirling,JA Duffy,A Balbirnie,0,0,0,4,169,4,4,0,4,-,0,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
4,PR Stirling,JA Duffy,A Balbirnie,0,0,0,4,169,4,5,0,5,-,0,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
5,PR Stirling,JA Duffy,A Balbirnie,0,1,1,5,168,4,6,0,6,wides,0,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
6,PR Stirling,JA Duffy,A Balbirnie,0,0,0,5,168,4,7,0,7,-,0,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
7,A Balbirnie,LH Ferguson,PR Stirling,1,0,1,6,167,1,1,0,1,-,1,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
8,PR Stirling,LH Ferguson,A Balbirnie,2,0,2,8,165,6,8,0,2,-,1,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
9,PR Stirling,LH Ferguson,A Balbirnie,0,1,1,9,164,6,9,0,3,wides,1,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
10,PR Stirling,LH Ferguson,A Balbirnie,0,0,0,9,164,6,10,0,4,-,1,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
11,PR Stirling,LH Ferguson,A Balbirnie,0,0,0,9,164,6,11,0,5,-,1,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
12,PR Stirling,LH Ferguson,A Balbirnie,1,0,1,10,163,7,12,0,6,-,1,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
13,A Balbirnie,LH Ferguson,PR Stirling,1,0,1,11,162,2,2,0,7,-,1,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
14,A Balbirnie,JA Duffy,PR Stirling,4,0,4,15,158,6,3,0,1,-,2,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
15,A Balbirnie,JA Duffy,PR Stirling,2,0,2,17,156,8,4,0,2,-,2,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
16,A Balbirnie,JA Duffy,PR Stirling,4,0,4,21,152,12,5,0,3,-,2,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
17,A Balbirnie,JA Duffy,PR Stirling,0,0,0,21,152,12,6,0,4,-,2,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
18,A Balbirnie,JA Duffy,PR Stirling,0,0,0,21,152,12,7,1,5,-,2,caught,A Balbirnie,MJ Santner,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
19,PR Stirling,JA Duffy,GJ Delany,0,0,0,21,152,7,13,1,6,-,2,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
20,GJ Delany,JDS Neesham,PR Stirling,4,0,4,25,148,4,1,1,1,-,3,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
21,GJ Delany,JDS Neesham,PR Stirling,1,0,1,26,147,5,2,1,2,-,3,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
22,PR Stirling,JDS Neesham,GJ Delany,0,0,0,26,147,7,14,1,3,-,3,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
23,PR Stirling,JDS Neesham,GJ Delany,0,0,0,26,147,7,15,1,4,-,3,0,,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-18,New Zealand,Ireland,New Zealand,142
